129;2389;3460;nan;
146;2354;3465;nan;
152;2376;nan;nan;
162;2400;3467;nan;
165;2421;3468;nan;
168;2424;3467;nan;
nan;nan;3465;nan;
170;nan;nan;nan;
173;2413;nan;nan;
167;2397;3463;nan;
168;nan;3449;nan;
167;2393;3444;nan;
169;nan;nan;nan;
176;2384;3439;nan;
181;2384;3430;nan;
186;nan;3419;nan;
190;nan;3411;nan;
194;nan;3405;nan;
199;nan;nan;nan;
202;nan;3389;nan;
209;2392;3382;nan;
220;2383;3375;5331;
224;nan;nan;nan;
241;2367;nan;nan;
nan;2370;3361;5312;
250;nan;3349;5295;
261;2339;3338;nan;
271;2310;3319;nan;
285;2292;3298;nan;
300;2288;3274;nan;
319;2272;3250;nan;
335;2252;3224;nan;
352;nan;3198;5250;
373;2243;3167;nan;
388;2218;3142;nan;
403;2181;3111;nan;
422;2144;3082;nan;
442;2112;nan;nan;
454;2075;3055;nan;
471;2047;3030;nan;
496;2010;3003;nan;
517;1979;2969;nan;
534;1940;2948;nan;
560;1888;nan;nan;
574;nan;2914;nan;
596;1851;2880;nan;
621;1816;2852;nan;
647;1770;2823;nan;
669;1747;2790;nan;
690;1745;2765;nan;
717;1711;nan;nan;
nan;1671;2737;nan;
742;1635;2710;nan;
772;1607;2684;nan;
798;1576;2680;nan;
820;1541;2664;nan;
849;1512;2647;nan;
876;1489;2623;nan;
902;1461;2613;nan;
939;1436;nan;nan;
969;1408;2593;nan;
995;1382;2565;nan;
1022;1352;2537;nan;
1058;1324;2506;nan;
1090;1297;2487;nan;
1123;1259;2463;nan;
1155;nan;2437;nan;
1178;1223;2410;nan;
1209;1189;2385;5001;
1243;1151;2366;nan;
1275;1097;2345;nan;
1300;1067;2314;nan;
1324;1034;2283;nan;
1351;1001;2262;nan;
1381;963;2239;nan;
1415;917;2187;nan;
1445;887;2145;nan;
1476;853;2123;nan;
1506;815;2096;nan;
1536;773;2050;nan;
1567;743;2013;nan;
1600;708;1980;nan;
1632;674;1945;nan;
1661;639;1909;nan;
1689;601;1872;nan;
1719;573;1833;nan;
1754;551;1804;nan;
nan;528;1767;nan;
1788;500;1748;nan;
1819;484;1708;5080;
1846;461;1675;5145;
1877;441;1665;5174;
1913;416;1661;5187;
1949;398;1621;nan;
1982;377;1588;nan;
nan;359;1554;nan;
2009;343;1526;nan;
2042;331;1475;5092;
2075;315;1446;nan;
2108;308;1412;nan;
2140;295;1386;nan;
2167;285;1360;nan;
2198;277;1336;nan;
2228;273;1308;nan;
2255;274;1281;4997;
2283;273;1255;nan;
2312;274;1226;4846;
2335;276;1204;nan;
2362;280;1183;nan;
2392;281;1161;4695;
2422;286;nan;4563;
2452;293;1125;nan;
2480;303;1080;nan;
2506;312;1028;nan;
2539;324;998;4442;
2568;339;970;4335;
2594;356;949;4240;
2624;371;916;4152;
2645;391;899;4075;
2675;410;nan;nan;
2704;425;876;nan;
2735;446;855;nan;
2765;465;833;nan;
2793;487;808;4057;
2825;513;784;nan;
2850;536;770;3976;
2881;560;749;3897;
2915;593;732;3811;
nan;622;721;nan;
2948;646;699;nan;
2984;674;668;nan;
3013;699;654;nan;
nan;726;645;nan;
3056;752;627;3730;
3092;782;612;nan;
3128;806;614;nan;
3170;828;599;3695;
3203;858;589;3534;
3241;882;594;3422;
nan;nan;591;nan;
3272;915;590;3321;
3315;950;592;nan;
