0;0;1936;3964;5934;7594;9494;11694;
0;250;0;250;0;250;0;220;
601;405;1557;3600;6156;nan;9163;11304;
312;248;1571;3582;6031;nan;9140;11299;
392;358;1572;4057;5562;7405;9115;11262;
385;278;1510;3862;nan;nan;9136;11262;
483;413;1487;3635;5605;nan;9095;11252;
394;433;1473;3506;5606;7205;9079;11235;
358;495;1426;3450;5667;7375;9070;11233;
308;523;1324;3473;5628;7328;9065;11242;
364;496;1368;3725;5480;nan;8960;11174;
359;566;1560;3808;5439;nan;8981;11197;
426;499;1448;3546;5434;nan;9003;11134;
435;499;1419;3474;5440;nan;8962;11126;
508;571;1423;3404;5434;nan;8917;11115;
571;589;1398;3422;5446;7342;8934;11074;
531;564;1319;3404;5473;nan;8948;11059;
453;591;1325;3356;5537;7315;8889;11056;
552;665;nan;3399;6124;nan;8902;11046;
525;664;1244;3266;5427;nan;8856;10995;
702;611;1210;3428;5347;7127;8830;10952;
833;nan;1132;3657;5267;nan;8774;10968;
592;719;1117;3278;5265;7043;8713;10905;
625;711;1030;3290;5253;nan;8725;10927;
828;760;1013;3290;5240;nan;8687;10906;
715;702;1277;3225;5395;7458;8733;10853;
748;768;1067;3121;5231;nan;8705;10833;
833;791;1539;3249;5175;nan;8787;10846;
848;704;964;3290;5094;7199;8670;10807;
1009;812;1060;3208;5073;nan;8620;10767;
846;848;1039;3183;5097;nan;8596;10707;
889;795;963;3122;4983;nan;8578;10766;
888;875;1013;3081;5019;6972;8536;10695;
889;830;872;3016;4993;6812;nan;10672;
1118;829;863;3058;4916;6769;8489;10669;
1022;881;850;3004;4889;6847;8486;10654;
1991;957;948;2992;4933;6775;8457;10612;
1002;1012;739;2934;4951;nan;8504;10618;
1018;961;835;2946;4882;6764;8422;10621;
1006;1106;881;2952;4826;6775;8411;10615;
975;1045;815;2966;4808;6746;8387;10620;
1038;1147;709;2930;4848;nan;8386;10571;
1129;1043;780;2859;4804;6601;8376;10575;
1314;1107;760;2833;4892;6529;8343;10542;
1268;1074;710;2797;4887;6550;8340;10532;
1270;1132;674;2774;4849;6438;8311;10474;
1261;1139;728;2752;4785;6454;8290;10470;
1296;1352;711;2659;4695;6386;8293;10446;
1282;1232;599;2706;4652;6422;8306;10414;
1264;1196;645;2572;4544;6387;8254;10382;
