67;0;1859;3866;5938;7531;9351;11618;
73;0;1844;3839;5954;7542;9401;11608;
73;10;1843;3837;5939;7576;9442;11620;
64;8;1855;3843;5950;7596;9444;11636;
67;9;1872;3848;5961;7608;9450;11646;
63;7;1875;3860;5959;7607;9450;11646;
59;10;1878;3867;5959;7605;9455;11647;
57;8;1883;3871;5964;7604;9457;11647;
54;7;1895;3874;nan;7614;9466;11650;
50;9;1893;3873;nan;7614;9465;11651;
43;9;nan;3875;nan;7623;9477;11654;
36;11;1901;3891;nan;7636;9478;11658;
28;14;1913;3902;5980;7640;9469;11656;
25;23;1920;3907;5994;7639;9472;11658;
17;32;1917;3911;5998;7641;9469;11653;
13;40;1905;3906;6031;7645;9466;11649;
9;50;1896;3899;6082;7650;9460;11642;
7;60;1890;3890;6087;7652;9452;11628;
4;64;1879;3874;6084;7638;9434;nan;
8;74;1852;3867;6082;7632;9428;11613;
13;87;1841;3861;6089;7620;9415;11597;
31;103;1824;3838;6111;7603;9403;11580;
78;107;1807;3815;6114;7618;9390;11566;
103;113;1784;3797;6100;7604;9374;11553;
166;121;1772;3773;6121;7579;9360;11526;
209;135;1750;3750;6071;7583;9342;11504;
245;151;1741;3730;6050;nan;9323;11484;
277;166;1715;3708;6070;7552;9300;11459;
311;189;1699;3695;6059;7554;9282;11435;
365;216;1683;3676;6081;nan;9258;11413;
392;228;1664;3652;6082;nan;9238;11393;
412;246;1645;3682;6016;7539;9216;11371;
403;264;1617;3697;nan;nan;9198;11348;
427;291;1597;3689;5963;nan;9176;11324;
403;316;1571;3671;5925;7505;9154;11305;
396;343;1554;3652;5873;7492;9136;11286;
391;366;1515;3635;5855;7473;9119;11269;
393;391;1494;3650;5783;nan;9099;11253;
395;421;1484;3669;5703;nan;9080;11246;
378;430;1473;3664;5660;nan;9064;11229;
390;456;1458;3653;5589;nan;9046;11211;
402;477;1443;3588;5529;nan;9026;11197;
420;508;1432;3544;5517;7424;9006;11178;
425;523;1415;3521;5504;nan;8991;11158;
431;539;1401;3506;5497;7404;8972;11141;
450;556;nan;3501;5543;nan;8956;11122;
472;570;1382;3480;5523;nan;8935;11097;
506;581;1371;3450;5510;7375;8922;11075;
553;nan;1347;3435;5492;nan;8901;11052;
570;597;1303;3408;5476;7311;8872;11029;
589;618;1261;3390;5457;nan;8848;11009;
621;644;1221;3379;5437;nan;8825;10988;
635;657;1206;3359;5432;7323;8805;10966;
657;675;1173;3331;5408;nan;8781;10944;
695;698;1195;3320;5372;nan;8771;10923;
724;709;1159;3309;5269;7279;8748;10899;
773;724;1140;3303;5234;nan;8724;10876;
787;742;1123;3279;5209;nan;8701;10851;
793;761;1106;3225;5180;nan;8681;10831;
822;776;1096;3205;5156;7236;8663;10810;
849;788;1080;3178;5130;7197;nan;10785;
878;795;1065;3155;5097;7136;8640;10761;
909;813;1023;3133;5047;7088;8620;10741;
1033;832;1011;3120;5017;7031;8592;10719;
1050;854;931;3088;4994;nan;8572;10696;
1067;880;918;3054;4973;6976;8535;10678;
1066;909;900;3028;4948;6941;8509;10662;
1079;929;877;3007;4920;6911;8486;10654;
1094;964;852;2987;4906;nan;8465;10634;
1118;981;829;2965;4885;6826;8445;10622;
1161;1008;818;2947;4874;6759;8426;10609;
1176;1033;802;2921;4872;6716;8411;10596;
1201;1058;785;2898;4868;6679;8393;10578;
1128;1076;763;2874;4853;6647;8377;10563;
1157;1110;760;2846;4827;6601;8355;10546;
1183;1137;736;2822;4804;6566;8344;10525;
1209;1146;713;2784;4776;6528;8328;10502;
1238;1172;695;2755;4772;6492;8310;10475;
1264;1183;682;2726;4762;6453;8290;10449;
1290;1205;660;2704;4745;6437;8268;10418;
1305;1230;643;2680;4708;6434;8242;10389;
1336;1256;633;2664;4675;6411;8222;10359;
1500;1278;625;2650;4650;6397;8207;10335;
1548;nan;605;2640;4627;nan;8194;10310;
1558;1302;589;2635;4610;nan;8177;10286;
1573;1297;580;2628;4604;6382;8157;10261;
1594;1303;574;2628;4605;6369;8141;10239;
1691;1324;549;2613;4583;6358;8126;10224;
1707;1326;534;2601;4555;6353;8108;10203;
1731;1341;518;2589;4531;6337;8093;10194;
1745;1353;498;2582;4506;6323;8086;10185;
1770;1368;484;2569;4489;6299;8073;10179;
1691;1378;470;2550;4476;nan;8061;10168;
1707;1391;462;2527;4460;6264;8044;10158;
1738;1421;434;2508;4448;6240;8029;10151;
1749;1446;416;2491;4417;nan;8009;10146;
1794;1476;391;2487;4397;nan;7987;10138;
1732;1494;386;2477;4384;6232;7974;10127;
1755;1514;366;2459;4375;6225;7959;10122;
nan;1529;354;2438;4374;6218;7945;10109;
1779;1546;338;2428;4383;6204;7933;10104;
1806;1557;319;2413;4364;6186;7923;10090;
nan;1585;295;2407;4342;6182;7906;10079;
1801;1600;265;2393;4323;6172;7890;10065;
1786;1600;259;2403;4310;6161;7881;10050;
1761;1616;242;2387;4306;6156;7876;10040;
1755;1626;230;2354;4293;6156;7874;10031;
1764;1636;208;2351;4277;6134;7869;10019;
1749;1658;199;2334;4261;6118;7860;10009;
1766;1682;180;2333;4250;6093;7844;9999;
1779;1697;169;2318;4241;6071;7827;9984;
1780;1713;149;2301;4250;6042;7810;9975;
1771;1724;136;2297;4247;6012;7783;9957;
1789;1745;127;2286;4252;5989;7764;9948;
1786;1766;108;2243;4241;5981;7744;9937;
1817;1779;92;2239;4230;5962;7723;9927;
1842;1799;72;2233;4221;5937;7703;9912;
1867;1818;60;2210;4199;5927;7679;9900;
1916;1829;48;2207;4182;5909;7664;9885;
1926;1840;39;2189;4152;5899;7652;9864;
nan;1859;29;2161;4124;5878;7640;9840;
1940;1889;19;2150;4093;5865;7622;9821;
1964;1901;14;2122;4071;5850;7613;9802;
1999;1914;12;2103;4037;5829;7597;9778;
2022;1914;23;2096;4021;5796;7572;9755;
2031;1969;29;2063;4018;5770;7545;9730;
2043;2012;43;2039;4003;5742;7521;9702;
2056;2061;54;2006;3992;5703;7498;9669;
2086;2087;73;1982;3979;5674;7470;9644;
nan;2118;93;1958;3969;5646;7444;9619;
2089;2151;120;1942;nan;5620;7418;9598;
nan;2168;153;1909;3942;5592;7393;9567;
nan;2198;173;1881;3908;5568;7372;9538;
2131;2233;199;1858;3872;5539;7352;9511;
nan;2274;218;1831;nan;5517;7334;9480;
2194;2266;248;1804;nan;5492;7320;9448;
nan;2267;299;1778;3834;5470;7302;9423;
2406;2264;328;1758;3893;5449;7281;9396;
nan;2288;349;1728;3843;5417;nan;9365;
nan;2308;379;1702;3795;5392;7253;9343;
2436;2327;399;1678;3779;5375;7228;9313;
nan;2348;424;1658;3751;5349;7195;9288;
2496;2370;457;1632;3738;5323;7171;9269;
2594;2393;482;1608;3726;5304;7132;9246;
2667;2419;506;1585;3712;5276;7103;9222;
nan;2442;535;1565;3689;5256;7079;9201;
2715;2464;533;1551;3734;5236;7068;9180;
2761;2489;557;1525;3614;5221;7054;9160;
2778;2512;598;1511;3588;5199;7035;9142;
2820;2535;613;1489;3578;5177;7027;9120;
2816;2558;648;1467;3538;5147;7001;9099;
nan;2583;669;1453;3511;5128;6984;9077;
2666;2610;702;1430;3503;5097;6955;9048;
2700;2631;759;1405;3514;5067;6941;9013;
2705;2647;835;1372;3492;5037;6923;8989;
2697;2677;845;1347;3467;5000;6891;8959;
2705;2696;876;1319;3388;4969;6851;8932;
2761;2723;920;1306;3364;4936;6816;8909;
2811;2750;934;1268;3346;4912;6784;8879;
2869;2773;975;1238;3309;4884;6752;8849;
2894;2800;993;1204;3275;4856;6729;8818;
2953;2836;1023;1175;3237;4835;6698;8789;
2984;2857;1048;1161;3179;4816;6673;nan;
nan;2889;1048;1139;3113;4790;6647;8765;
3023;2931;1036;1118;3077;4763;6615;8744;
nan;2963;1081;1092;nan;4745;6584;8717;
nan;2988;1128;1069;3104;4720;6560;8693;
3084;3011;nan;1025;3095;4693;6529;8670;
3098;3030;1182;1006;3079;4663;6611;8645;
3117;3061;1227;976;3051;4632;6680;8620;
3134;3093;1244;951;3117;4608;nan;8598;
3155;3112;1270;913;3178;4576;nan;nan;
nan;3133;1287;877;3218;4541;6746;8575;
nan;3154;1301;844;3217;4520;6735;8551;
3188;3171;1317;820;3170;4493;6724;8523;
3241;3190;1335;789;3136;4463;6694;8507;
3284;3228;1353;753;3047;4440;6659;8485;
3339;3263;1366;736;2983;4424;6634;8466;
3376;3303;1351;702;2928;4408;6599;8444;
3397;3329;1360;678;2890;4390;6573;8418;
3454;3346;1388;662;2777;4362;6434;8393;
3505;3363;1418;639;2701;4345;6306;8369;
3530;3412;1454;613;2606;4324;6188;8350;
nan;3439;1483;589;2552;4297;6150;8330;
nan;3468;1518;556;2533;4285;6108;nan;
3562;3488;1560;530;2512;4264;6085;8310;
nan;3515;1592;504;2499;4248;6065;nan;
nan;3543;1615;464;2501;4227;6045;8297;
nan;3563;1660;447;2494;4196;nan;nan;
nan;3582;1700;409;2478;4170;6018;8279;
3673;3607;1731;363;2447;4148;5979;nan;
3787;3641;1758;337;2387;4117;nan;nan;
3830;3650;1800;302;2377;4089;5951;nan;
3892;3678;1842;272;nan;nan;nan;8260;
nan;3700;1882;252;2323;4053;5918;nan;
3921;3757;1902;232;2295;4014;5881;nan;
nan;3785;1930;214;2256;3975;5841;nan;
