0;2500;5000;10000;15000;20000;21000;22000;23000;24000;
0;0;0;0;0;0;0;0;0;0;
nan;nan;nan;3152;2455;nan;nan;nan;nan;nan;2016-03-12 10:20:07.593000
nan;nan;nan;3158;2444;nan;nan;nan;nan;nan;2016-03-12 10:20:07.753000
nan;nan;nan;3184;2466;nan;nan;nan;nan;nan;2016-03-12 10:20:07.913000
nan;nan;nan;3175;2450;nan;nan;nan;nan;nan;2016-03-12 10:20:08.073000
nan;nan;nan;3162;2454;nan;nan;nan;nan;nan;2016-03-12 10:20:08.233000
nan;nan;nan;3163;2446;nan;nan;nan;nan;nan;2016-03-12 10:20:08.393000
nan;nan;nan;3165;2438;nan;nan;nan;nan;nan;2016-03-12 10:20:08.553000
nan;nan;nan;3188;2458;nan;nan;nan;nan;nan;2016-03-12 10:20:08.712000
nan;nan;nan;3180;2445;nan;nan;nan;nan;nan;2016-03-12 10:20:08.873000
nan;nan;5609;3161;2452;nan;nan;nan;nan;nan;2016-03-12 10:20:09.032000
nan;nan;5575;3144;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:09.192000
nan;nan;5619;3158;2485;nan;nan;nan;nan;nan;2016-03-12 10:20:09.352000
nan;nan;nan;3131;2484;nan;nan;nan;nan;nan;2016-03-12 10:20:09.512000
nan;nan;6020;3147;2453;nan;nan;nan;nan;nan;2016-03-12 10:20:09.672000
nan;nan;nan;3139;2436;nan;nan;nan;nan;nan;2016-03-12 10:20:09.832000
nan;nan;5891;nan;2455;nan;nan;nan;nan;nan;2016-03-12 10:20:09.992000
nan;nan;5845;nan;2469;nan;nan;nan;nan;nan;2016-03-12 10:20:10.152000
nan;nan;5623;nan;2459;nan;nan;nan;nan;nan;2016-03-12 10:20:10.312000
nan;nan;nan;nan;2457;nan;nan;nan;nan;nan;2016-03-12 10:20:10.472000
nan;nan;5539;3387;2495;nan;nan;nan;nan;nan;2016-03-12 10:20:10.632000
nan;nan;5505;3473;2468;nan;nan;nan;nan;nan;2016-03-12 10:20:10.791000
nan;nan;5532;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:10.951000
nan;nan;5543;3687;2432;nan;nan;nan;nan;nan;2016-03-12 10:20:11.111000
nan;nan;5550;nan;2425;nan;nan;nan;nan;nan;2016-03-12 10:20:11.271000
nan;nan;5526;nan;2461;nan;nan;nan;nan;nan;2016-03-12 10:20:11.431000
nan;nan;5563;nan;2444;nan;nan;nan;nan;nan;2016-03-12 10:20:11.591000
nan;nan;5649;nan;2417;nan;nan;nan;nan;nan;2016-03-12 10:20:11.751000
nan;nan;nan;3093;2439;nan;nan;nan;nan;nan;2016-03-12 10:20:11.911000
nan;nan;nan;3129;2453;nan;nan;nan;nan;nan;2016-03-12 10:20:12.071000
nan;nan;nan;3115;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:12.231000
nan;nan;nan;3145;2483;nan;nan;nan;nan;nan;2016-03-12 10:20:12.391000
nan;nan;nan;3180;2518;nan;nan;nan;nan;nan;2016-03-12 10:20:12.550000
nan;nan;nan;3153;2494;nan;nan;nan;nan;nan;2016-03-12 10:20:12.710000
nan;nan;5873;3130;2516;nan;nan;nan;nan;nan;2016-03-12 10:20:12.870000
nan;nan;5955;3136;2499;nan;nan;nan;nan;nan;2016-03-12 10:20:13.030000
nan;nan;nan;3175;2461;nan;nan;nan;nan;nan;2016-03-12 10:20:13.190000
nan;nan;nan;3180;2492;nan;nan;nan;nan;nan;2016-03-12 10:20:13.350000
nan;nan;nan;3161;2458;nan;nan;nan;nan;nan;2016-03-12 10:20:13.510000
nan;nan;nan;3154;2466;nan;nan;nan;nan;nan;2016-03-12 10:20:13.671000
nan;nan;nan;3133;2448;nan;nan;nan;nan;nan;2016-03-12 10:20:13.830000
nan;nan;nan;3106;2450;nan;nan;nan;nan;nan;2016-03-12 10:20:13.991000
nan;nan;nan;3131;2479;nan;nan;nan;nan;nan;2016-03-12 10:20:14.150000
nan;nan;nan;3106;2445;nan;nan;nan;nan;nan;2016-03-12 10:20:14.310000
nan;nan;nan;3080;2459;nan;nan;nan;nan;nan;2016-03-12 10:20:14.470000
nan;nan;nan;3136;2436;nan;nan;nan;nan;nan;2016-03-12 10:20:14.630000
nan;nan;nan;3125;2447;nan;nan;nan;nan;nan;2016-03-12 10:20:14.790000
nan;nan;nan;3170;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:14.950000
nan;nan;nan;3171;2464;nan;nan;nan;nan;nan;2016-03-12 10:20:15.110000
nan;nan;nan;3147;2457;nan;nan;nan;nan;nan;2016-03-12 10:20:15.269000
nan;nan;nan;3184;2500;nan;nan;nan;nan;nan;2016-03-12 10:20:15.430000
nan;nan;5822;3254;2451;nan;nan;nan;nan;nan;2016-03-12 10:20:15.590000
nan;nan;5741;3235;2449;nan;nan;nan;nan;nan;2016-03-12 10:20:15.749000
nan;nan;5532;3122;2472;nan;nan;nan;nan;nan;2016-03-12 10:20:15.909000
nan;nan;5468;3183;2452;nan;nan;nan;nan;nan;2016-03-12 10:20:16.069000
nan;nan;5475;3240;2447;nan;nan;nan;nan;nan;2016-03-12 10:20:16.229000
nan;nan;5503;3218;2492;nan;nan;nan;nan;nan;2016-03-12 10:20:16.389000
nan;nan;5525;3151;2480;nan;nan;nan;nan;nan;2016-03-12 10:20:16.549000
nan;nan;5633;3161;2455;nan;nan;nan;nan;nan;2016-03-12 10:20:16.709000
nan;nan;5619;3197;2472;nan;nan;nan;nan;nan;2016-03-12 10:20:16.869000
nan;nan;5590;3153;2440;nan;nan;nan;nan;nan;2016-03-12 10:20:17.029000
nan;nan;5537;3105;2469;nan;nan;nan;nan;nan;2016-03-12 10:20:17.188000
nan;nan;5544;3107;2450;nan;nan;nan;nan;nan;2016-03-12 10:20:17.348000
nan;nan;5536;3138;2464;nan;nan;nan;nan;nan;2016-03-12 10:20:17.508000
nan;nan;5575;3136;2456;nan;nan;nan;nan;nan;2016-03-12 10:20:17.668000
nan;nan;5585;3133;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:17.828000
nan;nan;5609;3098;2458;nan;nan;nan;nan;nan;2016-03-12 10:20:17.988000
nan;nan;5586;3116;2454;nan;nan;nan;nan;nan;2016-03-12 10:20:18.148000
nan;nan;5614;3181;2456;nan;nan;nan;nan;nan;2016-03-12 10:20:18.308000
nan;nan;5543;3187;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:18.468000
nan;nan;5673;3227;2480;nan;nan;nan;nan;nan;2016-03-12 10:20:18.628000
nan;nan;5632;3240;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:18.788000
nan;nan;5608;3240;2495;nan;nan;nan;nan;nan;2016-03-12 10:20:18.963000
nan;nan;5541;3262;2542;nan;nan;nan;nan;nan;2016-03-12 10:20:19.187000
nan;nan;5537;3250;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:19.411000
11126;nan;5609;3313;2478;nan;nan;nan;nan;nan;2016-03-12 10:20:19.651000
nan;nan;5569;3208;2482;nan;nan;nan;nan;nan;2016-03-12 10:20:19.859000
nan;nan;5554;3160;2481;nan;nan;nan;nan;nan;2016-03-12 10:20:20.035000
nan;nan;5546;3175;2466;nan;nan;nan;nan;nan;2016-03-12 10:20:20.258000
nan;nan;5560;nan;2481;nan;nan;nan;nan;nan;2016-03-12 10:20:20.482000
nan;nan;5535;3208;2440;nan;nan;nan;nan;nan;2016-03-12 10:20:20.706000
nan;5596;3186;2426;nan;nan;nan;nan;nan;2016-03-12 10:20:21.058000
nan;nan;5569;3143;2436;nan;nan;nan;nan;nan;2016-03-12 10:20:21.218000
nan;nan;5520;3148;2416;nan;nan;nan;nan;nan;2016-03-12 10:20:21.394000
nan;nan;5612;3128;2406;nan;nan;nan;nan;nan;2016-03-12 10:20:21.618000
nan;nan;5485;3128;2366;nan;nan;nan;nan;nan;2016-03-12 10:20:21.778000
nan;nan;5681;3122;2328;nan;nan;nan;nan;nan;2016-03-12 10:20:21.938000
nan;nan;nan;3075;2303;nan;nan;nan;nan;nan;2016-03-12 10:20:22.098000
nan;nan;nan;3140;2285;nan;nan;nan;nan;nan;2016-03-12 10:20:22.257000
nan;nan;5438;3229;2312;nan;nan;nan;nan;nan;2016-03-12 10:20:22.418000
nan;nan;5380;3087;2319;nan;nan;nan;nan;nan;2016-03-12 10:20:22.577000
nan;nan;5349;2988;2274;nan;nan;nan;nan;nan;2016-03-12 10:20:22.737000
nan;nan;5382;3034;2287;nan;nan;nan;nan;nan;2016-03-12 10:20:22.897000
nan;nan;5334;2975;2231;nan;nan;nan;nan;nan;2016-03-12 10:20:23.057000
nan;nan;5272;2957;2244;nan;nan;nan;nan;nan;2016-03-12 10:20:23.217000
nan;nan;5292;2951;2256;nan;nan;nan;nan;nan;2016-03-12 10:20:23.377000
nan;nan;5265;2956;2209;nan;nan;nan;nan;nan;2016-03-12 10:20:23.537000
nan;nan;nan;2921;2221;nan;nan;nan;nan;nan;2016-03-12 10:20:23.697000
nan;nan;5228;2901;2187;nan;nan;nan;nan;nan;2016-03-12 10:20:23.856000
nan;nan;5180;2887;2174;nan;nan;nan;nan;nan;2016-03-12 10:20:24.016000
nan;nan;5162;2851;2134;nan;nan;nan;nan;nan;2016-03-12 10:20:24.176000
nan;nan;5128;2805;2137;nan;nan;nan;nan;nan;2016-03-12 10:20:24.336000
nan;nan;5109;2829;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:24.496000
nan;nan;5095;2787;2125;nan;nan;nan;nan;nan;2016-03-12 10:20:24.656000
nan;nan;5116;2769;2147;nan;nan;nan;nan;nan;2016-03-12 10:20:24.816000
nan;nan;5110;2756;2080;nan;nan;nan;nan;nan;2016-03-12 10:20:24.976000
nan;nan;5050;2907;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:25.136000
nan;nan;5061;2815;2113;nan;nan;nan;nan;nan;2016-03-12 10:20:25.296000
nan;nan;5059;2772;2142;nan;nan;nan;nan;nan;2016-03-12 10:20:25.455000
nan;nan;4993;nan;2133;nan;nan;nan;nan;nan;2016-03-12 10:20:25.615000
nan;nan;5016;2754;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:25.775000
nan;nan;4987;2682;2239;nan;nan;nan;nan;nan;2016-03-12 10:20:25.950000
nan;nan;4961;2650;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:26.159000
nan;nan;4974;2689;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:26.319000
nan;nan;4947;2604;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:26.479000
nan;nan;4861;2622;2951;nan;nan;nan;nan;nan;2016-03-12 10:20:26.639000
nan;nan;4836;2625;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:26.799000
nan;nan;4860;2629;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:26.959000
nan;nan;4871;2589;2501;nan;nan;nan;nan;nan;2016-03-12 10:20:27.118000
nan;nan;4831;2642;2495;nan;nan;nan;nan;nan;2016-03-12 10:20:27.278000
nan;nan;4830;2682;2430;nan;nan;nan;nan;nan;2016-03-12 10:20:27.438000
nan;nan;4807;2627;2565;nan;nan;nan;nan;nan;2016-03-12 10:20:27.598000
nan;nan;4799;2583;2648;nan;nan;nan;nan;nan;2016-03-12 10:20:27.758000
nan;nan;4809;2591;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:27.918000
nan;nan;4799;2601;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:28.078000
nan;nan;4808;2585;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:28.238000
nan;nan;4854;2649;3267;nan;nan;nan;nan;nan;2016-03-12 10:20:28.397000
nan;nan;4809;2630;2802;nan;nan;nan;nan;nan;2016-03-12 10:20:28.557000
nan;nan;4770;2614;2856;nan;nan;nan;nan;nan;2016-03-12 10:20:28.717000
nan;nan;4708;2624;nan;nan;nan;nan;nan;nan;2016-03-12 10:20:28.877000
nan;nan;4846;2579;2717;nan;nan;nan;nan;nan;2016-03-12 10:20:29.037000
nan;nan;4798;2614;2729;nan;nan;nan;nan;nan;2016-03-12 10:20:29.197000
