nan;nan;nan;20192;16393;nan;7539;3007;266;
nan;nan;nan;20172;16393;nan;7523;nan;277;
nan;nan;nan;20173;16399;nan;7527;2997;281;
nan;nan;nan;20176;16397;nan;7523;2965;279;
nan;nan;nan;20174;16390;nan;7525;3129;273;
nan;nan;nan;20172;16385;nan;7527;3255;273;
nan;nan;nan;20169;16382;nan;7527;3210;272;
nan;nan;nan;20166;16379;nan;7529;3175;272;
nan;nan;nan;20163;16380;nan;7525;3127;274;
nan;nan;nan;20162;16377;nan;7524;3090;275;
nan;nan;nan;20159;16374;nan;7524;nan;275;
nan;nan;nan;20158;16372;nan;7524;nan;272;
nan;nan;nan;20155;16365;nan;7519;3083;268;
nan;nan;nan;20151;16359;nan;7521;3067;263;
nan;nan;nan;20148;16356;nan;7522;3026;261;
nan;nan;nan;20141;16346;nan;7521;2994;257;
nan;nan;nan;20138;16337;nan;7526;2894;246;
nan;nan;nan;20134;16326;nan;7528;2763;233;
nan;nan;nan;20130;16318;nan;7534;2716;224;
nan;nan;nan;20123;16311;nan;7541;2673;215;
nan;nan;nan;20117;16301;nan;7536;2649;213;
nan;nan;nan;20112;16290;nan;7538;2629;205;
nan;nan;nan;20104;16276;nan;7534;2573;197;
nan;nan;nan;20093;16263;nan;7531;2536;193;
nan;nan;nan;20086;16249;nan;7524;2530;188;
nan;nan;nan;20082;16240;nan;7516;2520;183;
nan;nan;nan;20074;16232;nan;7497;2514;183;
nan;nan;nan;20061;16221;nan;7475;2511;179;
nan;nan;nan;20048;16203;nan;7458;2505;171;
nan;nan;nan;20037;16184;nan;7435;2502;161;
nan;nan;nan;20023;16170;nan;7424;2481;149;
nan;nan;nan;20008;16155;nan;7417;2470;142;
nan;nan;nan;19989;16146;nan;7403;2456;135;
nan;nan;nan;19971;16130;nan;7387;2447;122;
nan;nan;nan;19949;16115;nan;7370;2421;110;
nan;nan;nan;19927;16099;nan;7352;2404;96;
nan;nan;nan;19902;16081;nan;7330;2386;90;
nan;nan;nan;19879;16063;nan;7320;2378;88;
nan;nan;nan;19856;16044;nan;7304;2359;81;
nan;nan;nan;19831;16026;nan;7291;2330;76;
nan;nan;nan;19805;16003;nan;7275;2311;75;
nan;nan;nan;19782;15978;nan;7241;2275;74;
nan;nan;nan;19759;15950;nan;7225;2251;77;
nan;nan;nan;19739;15931;nan;7200;2221;84;
nan;nan;nan;19717;15911;nan;7185;2203;89;
nan;nan;nan;19692;15888;nan;7168;2174;99;
nan;nan;nan;19672;15864;nan;7169;2135;106;
nan;nan;nan;19651;15843;nan;7150;2099;123;
nan;nan;nan;19632;15820;nan;7134;2073;143;
nan;nan;nan;19612;15797;nan;7113;2048;162;
nan;nan;nan;19594;15773;nan;7094;2027;176;
nan;nan;nan;19572;15753;nan;7081;2007;184;
nan;nan;nan;19553;15734;nan;7064;1989;196;
nan;nan;nan;19527;15708;nan;7057;1967;199;
nan;nan;nan;19507;15681;12225;7030;1942;215;
nan;nan;nan;19486;15660;12220;7006;1926;233;
nan;nan;nan;19466;15635;nan;6975;1909;252;
nan;nan;nan;19442;15611;nan;6952;1893;266;
nan;nan;nan;19418;15591;nan;6923;1868;283;
nan;nan;nan;19390;15571;nan;6904;1847;300;
nan;nan;nan;19365;15548;nan;6878;1828;320;
nan;nan;nan;19338;15520;nan;6851;1800;350;
nan;nan;nan;19309;15495;12188;6820;1767;378;
nan;nan;nan;19286;15472;12174;6779;1740;418;
nan;nan;nan;19260;15447;12154;6751;1719;448;
nan;nan;nan;19230;15419;12138;6724;1692;475;
nan;nan;nan;19207;15397;12115;6693;1689;502;
nan;nan;nan;19184;15371;12098;6663;1676;531;
nan;nan;nan;19162;15341;12080;6640;1663;552;
nan;nan;nan;19139;15314;nan;6620;1634;577;
nan;nan;nan;19112;15286;nan;6581;1604;604;
nan;nan;nan;19088;15262;nan;6552;1578;631;
nan;nan;nan;19067;15236;nan;6532;1558;657;
nan;nan;nan;19044;15212;nan;6530;1533;683;
nan;nan;nan;19019;15181;nan;6529;1502;705;
nan;nan;nan;18997;15158;12047;6517;1472;732;
nan;nan;nan;18970;15129;nan;6513;1427;764;
nan;nan;nan;18945;15100;11989;6516;1408;789;
nan;nan;nan;18918;15076;11929;6517;1361;816;
nan;nan;nan;18894;15051;11872;6487;1332;847;
nan;nan;nan;18869;15026;nan;6483;1303;872;
nan;nan;nan;18839;15001;nan;6463;1277;906;
nan;nan;nan;18810;14978;11815;6444;1250;936;
nan;nan;nan;18780;14952;nan;6408;1225;966;
nan;nan;nan;18752;14935;nan;6354;1223;998;
nan;nan;nan;18723;14908;nan;6316;1209;1020;
nan;nan;nan;18694;14882;nan;6275;1205;1035;
nan;nan;nan;18668;14863;nan;6220;1144;1062;
nan;nan;nan;18640;14839;11749;6159;1133;1089;
nan;nan;nan;18614;14816;11681;6128;1105;1113;
nan;nan;nan;18587;14793;nan;6087;1076;1134;
nan;nan;nan;18561;14768;11620;6059;1051;1151;
nan;nan;nan;18536;14741;nan;6025;1015;1161;
nan;nan;nan;18506;14713;11562;5993;986;nan;
nan;nan;nan;18476;14681;11503;5981;925;1193;
nan;nan;nan;18452;14656;nan;5958;881;1253;
nan;nan;nan;18425;14631;11448;5931;828;1343;
nan;nan;nan;18395;14602;11400;5908;817;1362;
nan;nan;nan;18363;14572;11359;5893;818;1388;
nan;nan;nan;18331;14546;nan;5871;794;1402;
nan;nan;nan;18299;14517;nan;5847;768;1424;
nan;nan;nan;18272;14487;nan;5821;756;1454;
nan;nan;nan;18248;14455;11315;5793;745;1479;
nan;nan;nan;18225;14429;nan;5772;709;1510;
nan;nan;nan;18200;14402;11269;5737;702;1518;
nan;nan;nan;18170;14373;11227;5711;683;1506;
nan;nan;nan;18146;14346;11184;5686;653;1461;
nan;nan;nan;18123;14318;nan;5659;620;1490;
nan;nan;nan;18097;14293;11130;5626;560;1531;
nan;nan;nan;18070;14262;11071;5593;534;1562;
nan;nan;nan;18047;14234;11015;5566;510;1594;
nan;nan;nan;18020;14208;10967;5533;465;1619;
nan;nan;nan;17991;14184;10927;5496;427;1665;
nan;nan;nan;17965;14157;10874;5446;415;1708;
nan;nan;nan;17940;14129;10832;5410;370;1767;
nan;nan;nan;17917;14103;10786;5368;327;1802;
nan;nan;nan;17889;14074;10747;5333;305;1850;
nan;nan;nan;17860;14045;10712;5300;280;1895;
nan;nan;nan;17836;14016;10689;5274;256;1916;
nan;nan;nan;17813;13991;10662;5243;232;1955;
nan;nan;nan;17788;13965;10638;5210;203;1990;
nan;nan;nan;17763;13938;10611;5175;176;2025;
nan;nan;nan;17737;13912;10573;5152;163;2039;
nan;nan;nan;17707;13887;10553;5141;145;2062;
nan;nan;nan;17680;13864;10527;5119;137;2055;
nan;nan;nan;17652;13840;nan;nan;134;2072;
nan;nan;nan;17624;13818;10507;5097;120;2087;
nan;nan;nan;17596;13795;10482;5066;113;2104;
nan;nan;nan;17571;13771;10449;5037;105;2125;
nan;nan;nan;17542;13750;nan;5011;103;2140;
nan;nan;nan;17514;13727;nan;4982;109;2161;
nan;nan;nan;17487;13705;nan;4953;117;2193;
nan;nan;nan;17459;13681;nan;4930;122;2208;
