0;10000;20000;
nan;4762;nan;2016-04-19 17:57:21.498000
nan;4796;nan;2016-04-19 17:57:21.592000
8989;4749;nan;2016-04-19 17:57:21.685000
8957;4762;nan;2016-04-19 17:57:21.779000
8999;4776;nan;2016-04-19 17:57:21.889000
9039;4785;nan;2016-04-19 17:57:21.998000
9045;nan;nan;2016-04-19 17:57:22.107000
9075;nan;nan;2016-04-19 17:57:22.217000
9073;nan;13180;2016-04-19 17:57:22.326000
9098;4773;13204;2016-04-19 17:57:22.420000
nan;nan;nan;2016-04-19 17:57:22.529000
nan;4703;nan;2016-04-19 17:57:22.639000
nan;4728;nan;2016-04-19 17:57:22.748000
nan;nan;nan;2016-04-19 17:57:22.842000
nan;4721;nan;2016-04-19 17:57:22.935000
nan;4636;nan;2016-04-19 17:57:23.029000
nan;nan;nan;2016-04-19 17:57:23.123000
nan;4705;nan;2016-04-19 17:57:23.232000
nan;nan;nan;2016-04-19 17:57:23.342000
nan;nan;nan;2016-04-19 17:57:23.451000
nan;nan;13008;2016-04-19 17:57:23.545000
nan;nan;12959;2016-04-19 17:57:23.654000
nan;nan;12946;2016-04-19 17:57:23.748000
9275;nan;12936;2016-04-19 17:57:23.842000
nan;nan;12916;2016-04-19 17:57:23.951000
nan;nan;12851;2016-04-19 17:57:24.061000
nan;nan;12857;2016-04-19 17:57:24.170000
nan;nan;12845;2016-04-19 17:57:24.264000
nan;nan;12827;2016-04-19 17:57:24.357000
nan;nan;12830;2016-04-19 17:57:24.451000
nan;nan;12832;2016-04-19 17:57:24.545000
nan;nan;12836;2016-04-19 17:57:24.654000
nan;nan;12808;2016-04-19 17:57:24.764000
nan;nan;12780;2016-04-19 17:57:24.873000
nan;nan;12758;2016-04-19 17:57:24.967000
nan;nan;12764;2016-04-19 17:57:25.061000
nan;4657;12736;2016-04-19 17:57:25.154000
nan;nan;12713;2016-04-19 17:57:25.264000
nan;4640;12706;2016-04-19 17:57:25.373000
nan;4658;12713;2016-04-19 17:57:25.482000
nan;nan;12698;2016-04-19 17:57:25.576000
nan;4638;12717;2016-04-19 17:57:25.670000
nan;4581;12680;2016-04-19 17:57:25.764000
nan;nan;12661;2016-04-19 17:57:25.857000
nan;4589;12689;2016-04-19 17:57:25.967000
nan;4607;12646;2016-04-19 17:57:26.076000
nan;4629;12630;2016-04-19 17:57:26.186000
nan;4595;12635;2016-04-19 17:57:26.279000
nan;4570;12621;2016-04-19 17:57:26.373000
nan;4597;12655;2016-04-19 17:57:26.467000
nan;4566;12615;2016-04-19 17:57:26.561000
nan;nan;12612;2016-04-19 17:57:26.670000
nan;4544;12610;2016-04-19 17:57:26.779000
nan;4544;12560;2016-04-19 17:57:26.889000
nan;nan;12579;2016-04-19 17:57:26.982000
nan;4498;12486;2016-04-19 17:57:27.076000
nan;4561;12500;2016-04-19 17:57:27.170000
nan;4542;12517;2016-04-19 17:57:27.264000
nan;4494;12500;2016-04-19 17:57:27.373000
nan;4504;12489;2016-04-19 17:57:27.482000
nan;4492;12497;2016-04-19 17:57:27.592000
nan;4534;12478;2016-04-19 17:57:27.686000
nan;4515;nan;2016-04-19 17:57:27.779000
nan;4533;12427;2016-04-19 17:57:27.873000
nan;4501;12401;2016-04-19 17:57:27.967000
9769;4477;12425;2016-04-19 17:57:28.092000
9767;4421;12352;2016-04-19 17:57:28.201000
9801;nan;12379;2016-04-19 17:57:28.311000
9751;4418;12313;2016-04-19 17:57:28.420000
nan;4382;12310;2016-04-19 17:57:28.514000
9760;4383;12275;2016-04-19 17:57:28.607000
nan;4347;12249;2016-04-19 17:57:28.717000
9765;4349;12235;2016-04-19 17:57:28.826000
nan;nan;12262;2016-04-19 17:57:28.936000
9833;nan;12216;2016-04-19 17:57:29.045000
9845;4402;12234;2016-04-19 17:57:29.154000
9815;nan;12231;2016-04-19 17:57:29.248000
9879;4446;12254;2016-04-19 17:57:29.342000
9913;4427;12204;2016-04-19 17:57:29.467000
9918;4411;12190;2016-04-19 17:57:29.576000
9900;nan;12180;2016-04-19 17:57:29.686000
9904;4366;12166;2016-04-19 17:57:29.795000
nan;4379;12166;2016-04-19 17:57:29.889000
9964;4382;12152;2016-04-19 17:57:29.982000
9957;4342;12193;2016-04-19 17:57:30.092000
9998;4358;nan;2016-04-19 17:57:30.201000
9967;4332;12120;2016-04-19 17:57:30.311000
10009;4339;12171;2016-04-19 17:57:30.420000
10015;4357;12132;2016-04-19 17:57:30.529000
10067;4341;12090;2016-04-19 17:57:30.623000
10087;4329;12101;2016-04-19 17:57:30.717000
10023;4359;12120;2016-04-19 17:57:30.842000
nan;4343;12056;2016-04-19 17:57:30.951000
nan;4387;nan;2016-04-19 17:57:31.061000
nan;4387;nan;2016-04-19 17:57:31.170000
nan;4370;nan;2016-04-19 17:57:31.264000
nan;4353;nan;2016-04-19 17:57:31.357000
nan;4355;nan;2016-04-19 17:57:31.467000
nan;4341;nan;2016-04-19 17:57:31.576000
nan;4327;nan;2016-04-19 17:57:31.686000
nan;4320;nan;2016-04-19 17:57:31.795000
nan;4339;nan;2016-04-19 17:57:31.889000
nan;4318;nan;2016-04-19 17:57:31.982000
nan;4313;nan;2016-04-19 17:57:32.076000
nan;4319;nan;2016-04-19 17:57:32.186000
nan;4311;nan;2016-04-19 17:57:32.295000
nan;4306;nan;2016-04-19 17:57:32.404000
nan;4327;nan;2016-04-19 17:57:32.498000
nan;4325;nan;2016-04-19 17:57:32.592000
nan;4306;nan;2016-04-19 17:57:32.686000
nan;4333;nan;2016-04-19 17:57:32.779000
nan;4352;nan;2016-04-19 17:57:32.904000
10249;4371;11891;2016-04-19 17:57:33.014000
10242;4361;11887;2016-04-19 17:57:33.123000
10232;4393;11861;2016-04-19 17:57:33.233000
10291;4399;11884;2016-04-19 17:57:33.326000
nan;4412;11884;2016-04-19 17:57:33.420000
10318;4419;11829;2016-04-19 17:57:33.529000
10337;4365;11842;2016-04-19 17:57:33.639000
10356;4367;11833;2016-04-19 17:57:33.748000
10341;4407;11818;2016-04-19 17:57:33.857000
10336;4352;11819;2016-04-19 17:57:33.967000
10365;4304;nan;2016-04-19 17:57:34.061000
10403;4295;nan;2016-04-19 17:57:34.170000
10398;4318;11731;2016-04-19 17:57:34.279000
10434;4299;11784;2016-04-19 17:57:34.389000
10471;4296;11736;2016-04-19 17:57:34.498000
10474;nan;11745;2016-04-19 17:57:34.607000
10449;4355;11699;2016-04-19 17:57:34.701000
nan;nan;11677;2016-04-19 17:57:34.795000
10470;nan;11659;2016-04-19 17:57:34.904000
10504;nan;11615;2016-04-19 17:57:35.014000
10519;nan;nan;2016-04-19 17:57:35.123000
10548;4583;11574;2016-04-19 17:57:35.233000
nan;4386;11549;2016-04-19 17:57:35.326000
nan;4428;11527;2016-04-19 17:57:35.436000
10484;nan;11504;2016-04-19 17:57:35.545000
10487;4314;11554;2016-04-19 17:57:35.654000
10498;4346;11536;2016-04-19 17:57:35.764000
10529;4228;11529;2016-04-19 17:57:35.873000
nan;nan;11523;2016-04-19 17:57:35.967000
10595;4233;11531;2016-04-19 17:57:36.076000
10552;4282;11489;2016-04-19 17:57:36.170000
10555;4319;nan;2016-04-19 17:57:36.279000
10584;4301;11503;2016-04-19 17:57:36.389000
10611;4327;11434;2016-04-19 17:57:36.498000
10663;4315;11453;2016-04-19 17:57:36.608000
10671;4361;11461;2016-04-19 17:57:36.701000
10702;4367;11434;2016-04-19 17:57:36.795000
10661;4401;11374;2016-04-19 17:57:36.904000
10686;4350;11366;2016-04-19 17:57:37.014000
10722;4331;nan;2016-04-19 17:57:37.123000
10731;4297;nan;2016-04-19 17:57:37.233000
10754;4419;nan;2016-04-19 17:57:37.342000
10754;4396;11335;2016-04-19 17:57:37.436000
10785;4368;11312;2016-04-19 17:57:37.529000
10780;4346;11375;2016-04-19 17:57:37.639000
10840;4351;11321;2016-04-19 17:57:37.748000
10826;4357;11280;2016-04-19 17:57:37.858000
10830;4394;11281;2016-04-19 17:57:37.967000
10807;4314;11267;2016-04-19 17:57:38.076000
10792;4289;11252;2016-04-19 17:57:38.170000
10796;4287;11246;2016-04-19 17:57:38.279000
10849;4287;11196;2016-04-19 17:57:38.389000
10901;4323;11156;2016-04-19 17:57:38.498000
10856;4281;11134;2016-04-19 17:57:38.608000
10859;4301;11189;2016-04-19 17:57:38.717000
10895;4325;11173;2016-04-19 17:57:38.811000
nan;4328;11152;2016-04-19 17:57:38.904000
10949;4325;nan;2016-04-19 17:57:39.014000
10923;4320;nan;2016-04-19 17:57:39.123000
10931;4215;11160;2016-04-19 17:57:39.233000
10987;4295;11106;2016-04-19 17:57:39.342000
10983;4182;11080;2016-04-19 17:57:39.451000
10966;4238;11116;2016-04-19 17:57:39.545000
10973;4226;11124;2016-04-19 17:57:39.654000
10961;4231;11111;2016-04-19 17:57:39.764000
10992;4231;11148;2016-04-19 17:57:39.873000
11014;4208;11174;2016-04-19 17:57:39.983000
11020;4220;nan;2016-04-19 17:57:40.092000
10986;4217;nan;2016-04-19 17:57:40.186000
11026;4258;nan;2016-04-19 17:57:40.279000
11034;4249;nan;2016-04-19 17:57:40.389000
11106;4238;nan;2016-04-19 17:57:40.498000
11091;4228;nan;2016-04-19 17:57:40.608000
11100;4246;nan;2016-04-19 17:57:40.717000
11081;4168;nan;2016-04-19 17:57:40.826000
11066;4178;nan;2016-04-19 17:57:40.920000
nan;4192;nan;2016-04-19 17:57:41.029000
11070;4234;nan;2016-04-19 17:57:41.139000
nan;4217;nan;2016-04-19 17:57:41.248000
11120;4246;nan;2016-04-19 17:57:41.358000
11169;4228;11045;2016-04-19 17:57:41.467000
11232;4258;nan;2016-04-19 17:57:41.561000
11257;4261;nan;2016-04-19 17:57:41.654000
11256;4300;nan;2016-04-19 17:57:41.779000
11212;4336;nan;2016-04-19 17:57:41.889000
11233;4323;nan;2016-04-19 17:57:41.998000
nan;4310;10831;2016-04-19 17:57:42.108000
11231;4270;10902;2016-04-19 17:57:42.201000
11278;4324;nan;2016-04-19 17:57:42.295000
11287;4254;10841;2016-04-19 17:57:42.404000
11290;4313;10835;2016-04-19 17:57:42.514000
11336;4260;10809;2016-04-19 17:57:42.623000
11359;4254;10791;2016-04-19 17:57:42.733000
11353;4288;10749;2016-04-19 17:57:42.842000
11350;4282;nan;2016-04-19 17:57:42.936000
nan;4277;nan;2016-04-19 17:57:43.029000
nan;4254;nan;2016-04-19 17:57:43.139000
nan;4291;nan;2016-04-19 17:57:43.248000
nan;4228;nan;2016-04-19 17:57:43.358000
nan;4235;nan;2016-04-19 17:57:43.451000
nan;4263;10643;2016-04-19 17:57:43.545000
nan;4302;nan;2016-04-19 17:57:43.639000
nan;4273;10713;2016-04-19 17:57:43.748000
nan;4274;nan;2016-04-19 17:57:43.858000
nan;4295;10606;2016-04-19 17:57:43.967000
nan;4302;nan;2016-04-19 17:57:44.061000
nan;4305;10524;2016-04-19 17:57:44.154000
nan;4301;10548;2016-04-19 17:57:44.248000
nan;4327;10484;2016-04-19 17:57:44.342000
nan;4298;10502;2016-04-19 17:57:44.451000
nan;4259;10530;2016-04-19 17:57:44.561000
nan;4342;10520;2016-04-19 17:57:44.670000
nan;4451;10493;2016-04-19 17:57:44.779000
nan;nan;10415;2016-04-19 17:57:44.873000
nan;4580;10411;2016-04-19 17:57:44.967000
nan;nan;10450;2016-04-19 17:57:45.061000
nan;nan;10474;2016-04-19 17:57:45.170000
nan;nan;10400;2016-04-19 17:57:45.279000
11724;nan;10423;2016-04-19 17:57:45.389000
11735;nan;10374;2016-04-19 17:57:45.498000
11782;4511;10430;2016-04-19 17:57:45.592000
11823;nan;10398;2016-04-19 17:57:45.686000
nan;nan;10369;2016-04-19 17:57:45.779000
nan;nan;10380;2016-04-19 17:57:45.904000
nan;nan;10333;2016-04-19 17:57:46.014000
11770;nan;10361;2016-04-19 17:57:46.123000
nan;nan;nan;2016-04-19 17:57:46.217000
11878;nan;10370;2016-04-19 17:57:46.311000
11792;nan;nan;2016-04-19 17:57:46.405000
11878;nan;10378;2016-04-19 17:57:46.514000
nan;nan;nan;2016-04-19 17:57:46.623000
11884;nan;10389;2016-04-19 17:57:46.733000
11876;nan;10586;2016-04-19 17:57:46.842000
nan;nan;nan;2016-04-19 17:57:46.951000
11849;nan;nan;2016-04-19 17:57:47.045000
11859;nan;nan;2016-04-19 17:57:47.139000
11828;nan;nan;2016-04-19 17:57:47.248000
11884;nan;nan;2016-04-19 17:57:47.358000
nan;nan;nan;2016-04-19 17:57:47.467000
nan;nan;10279;2016-04-19 17:57:47.576000
11966;nan;10302;2016-04-19 17:57:47.670000
nan;nan;10250;2016-04-19 17:57:47.764000
nan;nan;10216;2016-04-19 17:57:47.873000
nan;nan;10201;2016-04-19 17:57:47.983000
nan;nan;10268;2016-04-19 17:57:48.092000
nan;nan;10342;2016-04-19 17:57:48.186000
nan;nan;10331;2016-04-19 17:57:48.280000
nan;4544;10227;2016-04-19 17:57:48.373000
nan;4543;10278;2016-04-19 17:57:48.467000
nan;4581;10247;2016-04-19 17:57:48.576000
nan;nan;10229;2016-04-19 17:57:48.686000
nan;nan;10159;2016-04-19 17:57:48.795000
nan;nan;10223;2016-04-19 17:57:48.889000
nan;nan;10163;2016-04-19 17:57:48.983000
nan;nan;10149;2016-04-19 17:57:49.076000
nan;4566;10150;2016-04-19 17:57:49.170000
nan;nan;10153;2016-04-19 17:57:49.280000
nan;4630;10154;2016-04-19 17:57:49.389000
nan;nan;10110;2016-04-19 17:57:49.498000
nan;nan;10151;2016-04-19 17:57:49.592000
nan;nan;10103;2016-04-19 17:57:49.686000
12078;nan;10140;2016-04-19 17:57:49.780000
12122;nan;10054;2016-04-19 17:57:49.873000
nan;nan;10122;2016-04-19 17:57:49.983000
nan;nan;9987;2016-04-19 17:57:50.092000
nan;nan;10127;2016-04-19 17:57:50.201000
nan;nan;10113;2016-04-19 17:57:50.311000
nan;nan;10099;2016-04-19 17:57:50.405000
nan;nan;10034;2016-04-19 17:57:50.498000
nan;nan;10063;2016-04-19 17:57:50.608000
nan;nan;9995;2016-04-19 17:57:50.717000
nan;nan;9990;2016-04-19 17:57:50.826000
nan;nan;10060;2016-04-19 17:57:50.920000
nan;nan;10049;2016-04-19 17:57:51.014000
nan;nan;10026;2016-04-19 17:57:51.108000
nan;nan;9986;2016-04-19 17:57:51.201000
nan;nan;10027;2016-04-19 17:57:51.311000
nan;nan;9968;2016-04-19 17:57:51.436000
nan;nan;9903;2016-04-19 17:57:51.545000
nan;nan;9861;2016-04-19 17:57:51.655000
nan;nan;9901;2016-04-19 17:57:51.748000
nan;nan;9861;2016-04-19 17:57:51.842000
nan;nan;9856;2016-04-19 17:57:51.936000
nan;nan;nan;2016-04-19 17:57:52.045000
nan;nan;nan;2016-04-19 17:57:52.155000
nan;nan;9780;2016-04-19 17:57:52.264000
nan;nan;9811;2016-04-19 17:57:52.358000
nan;nan;9798;2016-04-19 17:57:52.451000
nan;nan;9768;2016-04-19 17:57:52.545000
nan;nan;9776;2016-04-19 17:57:52.655000
nan;nan;9785;2016-04-19 17:57:52.764000
nan;nan;9767;2016-04-19 17:57:52.873000
nan;nan;9811;2016-04-19 17:57:52.967000
nan;nan;9794;2016-04-19 17:57:53.061000
nan;nan;9802;2016-04-19 17:57:53.155000
nan;nan;9744;2016-04-19 17:57:53.248000
nan;nan;nan;2016-04-19 17:57:53.358000
nan;nan;9610;2016-04-19 17:57:53.467000
nan;nan;9702;2016-04-19 17:57:53.576000
nan;nan;9710;2016-04-19 17:57:53.670000
nan;nan;9584;2016-04-19 17:57:53.764000
nan;nan;9695;2016-04-19 17:57:53.858000
nan;nan;9673;2016-04-19 17:57:53.951000
nan;nan;9723;2016-04-19 17:57:54.061000
nan;nan;9637;2016-04-19 17:57:54.170000
nan;nan;9684;2016-04-19 17:57:54.280000
nan;nan;9583;2016-04-19 17:57:54.373000
nan;nan;9667;2016-04-19 17:57:54.467000
nan;nan;9607;2016-04-19 17:57:54.561000
nan;nan;9618;2016-04-19 17:57:54.655000
nan;nan;9665;2016-04-19 17:57:54.764000
nan;nan;9482;2016-04-19 17:57:54.873000
nan;nan;9593;2016-04-19 17:57:54.983000
nan;nan;9577;2016-04-19 17:57:55.076000
nan;nan;9533;2016-04-19 17:57:55.170000
nan;nan;9546;2016-04-19 17:57:55.264000
nan;nan;9543;2016-04-19 17:57:55.358000
nan;nan;9486;2016-04-19 17:57:55.467000
nan;nan;9506;2016-04-19 17:57:55.576000
nan;nan;9467;2016-04-19 17:57:55.686000
nan;nan;9378;2016-04-19 17:57:55.780000
nan;nan;nan;2016-04-19 17:57:55.873000
nan;nan;9506;2016-04-19 17:57:55.967000
nan;nan;nan;2016-04-19 17:57:56.076000
nan;nan;nan;2016-04-19 17:57:56.186000
nan;nan;9501;2016-04-19 17:57:56.295000
nan;nan;9424;2016-04-19 17:57:56.389000
nan;nan;9376;2016-04-19 17:57:56.483000
nan;nan;9321;2016-04-19 17:57:56.576000
nan;nan;9408;2016-04-19 17:57:56.670000
nan;nan;9377;2016-04-19 17:57:56.780000
nan;nan;9303;2016-04-19 17:57:56.889000
nan;nan;9333;2016-04-19 17:57:56.998000
nan;nan;9323;2016-04-19 17:57:57.092000
nan;nan;9303;2016-04-19 17:57:57.186000
nan;nan;9227;2016-04-19 17:57:57.280000
nan;nan;9271;2016-04-19 17:57:57.373000
nan;nan;9241;2016-04-19 17:57:57.483000
nan;nan;9227;2016-04-19 17:57:57.592000
nan;nan;9275;2016-04-19 17:57:57.701000
nan;nan;9231;2016-04-19 17:57:57.795000
nan;nan;9239;2016-04-19 17:57:57.889000
nan;nan;9209;2016-04-19 17:57:57.983000
nan;nan;9157;2016-04-19 17:57:58.077000
nan;nan;9166;2016-04-19 17:57:58.186000
nan;nan;9152;2016-04-19 17:57:58.295000
nan;nan;9158;2016-04-19 17:57:58.405000
nan;nan;9135;2016-04-19 17:57:58.498000
nan;nan;9124;2016-04-19 17:57:58.592000
nan;nan;9133;2016-04-19 17:57:58.686000
nan;nan;9094;2016-04-19 17:57:58.780000
nan;nan;9099;2016-04-19 17:57:58.889000
nan;nan;9091;2016-04-19 17:57:58.998000
nan;nan;9104;2016-04-19 17:57:59.108000
nan;nan;9089;2016-04-19 17:57:59.202000
nan;nan;9049;2016-04-19 17:57:59.295000
nan;nan;9040;2016-04-19 17:57:59.389000
nan;nan;9017;2016-04-19 17:57:59.498000
nan;nan;9030;2016-04-19 17:57:59.608000
nan;nan;9080;2016-04-19 17:57:59.717000
nan;nan;9042;2016-04-19 17:57:59.811000
nan;nan;nan;2016-04-19 17:57:59.905000
nan;nan;9029;2016-04-19 17:57:59.998000
nan;nan;nan;2016-04-19 17:58:00.092000
nan;nan;9015;2016-04-19 17:58:00.202000
nan;nan;9010;2016-04-19 17:58:00.311000
nan;nan;9017;2016-04-19 17:58:00.420000
nan;nan;nan;2016-04-19 17:58:00.530000
nan;nan;nan;2016-04-19 17:58:00.639000
nan;nan;nan;2016-04-19 17:58:00.733000
nan;nan;8987;2016-04-19 17:58:00.827000
nan;nan;8988;2016-04-19 17:58:00.936000
nan;nan;8973;2016-04-19 17:58:01.045000
nan;nan;8891;2016-04-19 17:58:01.155000
nan;4923;8887;2016-04-19 17:58:01.248000
nan;nan;8970;2016-04-19 17:58:01.342000
13380;5176;8929;2016-04-19 17:58:01.436000
nan;4959;9002;2016-04-19 17:58:01.530000
nan;4959;8842;2016-04-19 17:58:01.655000
nan;nan;8845;2016-04-19 17:58:01.764000
13367;nan;8902;2016-04-19 17:58:01.873000
13344;nan;8949;2016-04-19 17:58:01.983000
13416;nan;8912;2016-04-19 17:58:02.077000
13287;nan;9145;2016-04-19 17:58:02.170000
nan;nan;nan;2016-04-19 17:58:02.280000
13404;nan;nan;2016-04-19 17:58:02.389000
13407;nan;nan;2016-04-19 17:58:02.498000
13392;nan;nan;2016-04-19 17:58:02.608000
13396;nan;nan;2016-04-19 17:58:02.717000
13451;nan;nan;2016-04-19 17:58:02.811000
13386;nan;nan;2016-04-19 17:58:02.905000
nan;5445;nan;2016-04-19 17:58:03.030000
13382;nan;nan;2016-04-19 17:58:03.139000
13350;nan;nan;2016-04-19 17:58:03.248000
nan;nan;nan;2016-04-19 17:58:03.342000
13379;nan;nan;2016-04-19 17:58:03.452000
nan;nan;nan;2016-04-19 17:58:03.545000
13405;nan;nan;2016-04-19 17:58:03.655000
13431;nan;nan;2016-04-19 17:58:03.764000
nan;nan;nan;2016-04-19 17:58:03.873000
13415;nan;nan;2016-04-19 17:58:03.983000
13402;nan;nan;2016-04-19 17:58:04.092000
13409;nan;nan;2016-04-19 17:58:04.186000
13409;nan;nan;2016-04-19 17:58:04.295000
13398;nan;nan;2016-04-19 17:58:04.405000
13424;5490;9337;2016-04-19 17:58:04.514000
13444;5453;nan;2016-04-19 17:58:04.623000
13416;nan;nan;2016-04-19 17:58:04.733000
