0;10000;20000;
4941;8629;nan;2016-04-19 17:56:34.247000
4917;8626;nan;2016-04-19 17:56:34.357000
nan;8600;nan;2016-04-19 17:56:34.451000
nan;8624;nan;2016-04-19 17:56:34.544000
5006;nan;nan;2016-04-19 17:56:34.654000
4974;nan;nan;2016-04-19 17:56:34.763000
4972;8731;nan;2016-04-19 17:56:34.872000
5043;8651;nan;2016-04-19 17:56:34.982000
nan;8660;nan;2016-04-19 17:56:35.076000
nan;8649;nan;2016-04-19 17:56:35.169000
5056;8632;nan;2016-04-19 17:56:35.263000
nan;8617;nan;2016-04-19 17:56:35.404000
nan;8658;nan;2016-04-19 17:56:35.513000
5019;8602;nan;2016-04-19 17:56:35.622000
nan;8607;18304;2016-04-19 17:56:35.732000
nan;8590;18331;2016-04-19 17:56:35.826000
nan;8595;18345;2016-04-19 17:56:35.919000
nan;8634;18324;2016-04-19 17:56:36.029000
nan;8636;18335;2016-04-19 17:56:36.138000
nan;8627;nan;2016-04-19 17:56:36.247000
nan;8710;18335;2016-04-19 17:56:36.341000
nan;8727;18349;2016-04-19 17:56:36.435000
nan;8691;18390;2016-04-19 17:56:36.529000
nan;8710;18395;2016-04-19 17:56:36.622000
nan;8621;18391;2016-04-19 17:56:36.747000
nan;8654;18381;2016-04-19 17:56:36.857000
nan;8623;18342;2016-04-19 17:56:36.951000
nan;8665;18359;2016-04-19 17:56:37.044000
nan;8680;18341;2016-04-19 17:56:37.138000
nan;8634;18372;2016-04-19 17:56:37.232000
nan;8623;18332;2016-04-19 17:56:37.341000
nan;8626;18332;2016-04-19 17:56:37.451000
nan;8640;18359;2016-04-19 17:56:37.560000
nan;8641;18368;2016-04-19 17:56:37.654000
nan;8660;18355;2016-04-19 17:56:37.747000
nan;nan;18373;2016-04-19 17:56:37.841000
nan;8641;18372;2016-04-19 17:56:37.935000
nan;8651;18350;2016-04-19 17:56:38.044000
nan;8632;18380;2016-04-19 17:56:38.154000
nan;8620;18338;2016-04-19 17:56:38.263000
nan;8638;18390;2016-04-19 17:56:38.357000
nan;8639;18379;2016-04-19 17:56:38.451000
nan;8662;18345;2016-04-19 17:56:38.544000
5139;nan;18344;2016-04-19 17:56:38.638000
5102;nan;18331;2016-04-19 17:56:38.747000
nan;8635;18314;2016-04-19 17:56:38.857000
nan;8687;18308;2016-04-19 17:56:38.966000
nan;8695;18328;2016-04-19 17:56:39.060000
nan;8651;18300;2016-04-19 17:56:39.154000
nan;8633;18286;2016-04-19 17:56:39.248000
nan;8569;18285;2016-04-19 17:56:39.341000
nan;8628;18282;2016-04-19 17:56:39.451000
nan;nan;18280;2016-04-19 17:56:39.560000
nan;nan;18282;2016-04-19 17:56:39.669000
nan;8604;18266;2016-04-19 17:56:39.763000
nan;8621;18261;2016-04-19 17:56:39.857000
nan;8650;18281;2016-04-19 17:56:39.951000
nan;nan;18242;2016-04-19 17:56:40.044000
nan;8720;18245;2016-04-19 17:56:40.154000
nan;8807;18208;2016-04-19 17:56:40.263000
nan;nan;nan;2016-04-19 17:56:40.373000
nan;nan;nan;2016-04-19 17:56:40.466000
5182;nan;nan;2016-04-19 17:56:40.560000
5225;8476;nan;2016-04-19 17:56:40.654000
5171;8468;nan;2016-04-19 17:56:40.763000
nan;8477;nan;2016-04-19 17:56:40.873000
nan;8425;nan;2016-04-19 17:56:40.982000
nan;8423;nan;2016-04-19 17:56:41.076000
nan;8513;nan;2016-04-19 17:56:41.169000
nan;8553;nan;2016-04-19 17:56:41.263000
nan;nan;nan;2016-04-19 17:56:41.357000
nan;nan;nan;2016-04-19 17:56:41.466000
nan;8370;nan;2016-04-19 17:56:41.576000
nan;8336;nan;2016-04-19 17:56:41.685000
nan;8324;nan;2016-04-19 17:56:41.794000
nan;8298;nan;2016-04-19 17:56:41.888000
nan;8309;nan;2016-04-19 17:56:41.982000
nan;8374;nan;2016-04-19 17:56:42.076000
nan;8336;nan;2016-04-19 17:56:42.185000
nan;8308;nan;2016-04-19 17:56:42.294000
nan;8307;nan;2016-04-19 17:56:42.404000
nan;8313;nan;2016-04-19 17:56:42.513000
nan;8328;nan;2016-04-19 17:56:42.607000
nan;8315;nan;2016-04-19 17:56:42.701000
nan;nan;nan;2016-04-19 17:56:42.794000
nan;nan;nan;2016-04-19 17:56:42.904000
nan;8234;nan;2016-04-19 17:56:43.013000
nan;8246;nan;2016-04-19 17:56:43.123000
5468;8168;nan;2016-04-19 17:56:43.232000
nan;nan;nan;2016-04-19 17:56:43.326000
nan;nan;nan;2016-04-19 17:56:43.419000
nan;nan;nan;2016-04-19 17:56:43.529000
nan;nan;nan;2016-04-19 17:56:43.638000
nan;8191;nan;2016-04-19 17:56:43.748000
nan;8156;nan;2016-04-19 17:56:43.841000
nan;8115;nan;2016-04-19 17:56:43.935000
nan;8146;nan;2016-04-19 17:56:44.029000
nan;8094;nan;2016-04-19 17:56:44.123000
nan;8136;nan;2016-04-19 17:56:44.232000
nan;8060;nan;2016-04-19 17:56:44.341000
nan;8081;nan;2016-04-19 17:56:44.451000
nan;8055;nan;2016-04-19 17:56:44.544000
nan;8060;nan;2016-04-19 17:56:44.638000
nan;8058;nan;2016-04-19 17:56:44.732000
nan;8096;nan;2016-04-19 17:56:44.826000
nan;nan;nan;2016-04-19 17:56:44.935000
nan;8102;nan;2016-04-19 17:56:45.044000
5640;8054;nan;2016-04-19 17:56:45.154000
5486;8034;nan;2016-04-19 17:56:45.263000
nan;nan;nan;2016-04-19 17:56:45.357000
5505;nan;nan;2016-04-19 17:56:45.451000
nan;nan;nan;2016-04-19 17:56:45.560000
nan;nan;nan;2016-04-19 17:56:45.669000
nan;nan;nan;2016-04-19 17:56:45.779000
nan;8132;nan;2016-04-19 17:56:45.873000
nan;8061;nan;2016-04-19 17:56:45.966000
5559;nan;nan;2016-04-19 17:56:46.060000
nan;nan;nan;2016-04-19 17:56:46.154000
nan;7965;nan;2016-04-19 17:56:46.263000
nan;8005;nan;2016-04-19 17:56:46.373000
5577;7921;nan;2016-04-19 17:56:46.482000
5554;7846;nan;2016-04-19 17:56:46.591000
5536;7805;nan;2016-04-19 17:56:46.701000
5662;7825;nan;2016-04-19 17:56:46.794000
5540;7846;nan;2016-04-19 17:56:46.888000
5520;7799;nan;2016-04-19 17:56:47.013000
5598;7814;nan;2016-04-19 17:56:47.123000
5578;7814;nan;2016-04-19 17:56:47.232000
5646;7794;nan;2016-04-19 17:56:47.341000
nan;7835;nan;2016-04-19 17:56:47.451000
nan;7797;nan;2016-04-19 17:56:47.544000
nan;7782;nan;2016-04-19 17:56:47.654000
nan;7770;nan;2016-04-19 17:56:47.763000
nan;7729;nan;2016-04-19 17:56:47.873000
nan;7732;nan;2016-04-19 17:56:47.966000
nan;7738;nan;2016-04-19 17:56:48.060000
nan;7758;nan;2016-04-19 17:56:48.154000
nan;7795;nan;2016-04-19 17:56:48.248000
nan;7842;nan;2016-04-19 17:56:48.357000
nan;7753;nan;2016-04-19 17:56:48.466000
nan;7722;nan;2016-04-19 17:56:48.576000
nan;7782;nan;2016-04-19 17:56:48.669000
nan;7717;nan;2016-04-19 17:56:48.763000
nan;7685;nan;2016-04-19 17:56:48.857000
nan;nan;nan;2016-04-19 17:56:48.951000
nan;7708;nan;2016-04-19 17:56:49.060000
nan;7690;nan;2016-04-19 17:56:49.169000
nan;7640;nan;2016-04-19 17:56:49.279000
nan;7623;nan;2016-04-19 17:56:49.373000
nan;7634;nan;2016-04-19 17:56:49.466000
nan;7624;nan;2016-04-19 17:56:49.560000
nan;7538;nan;2016-04-19 17:56:49.669000
nan;7563;nan;2016-04-19 17:56:49.779000
nan;7599;nan;2016-04-19 17:56:49.888000
nan;7583;nan;2016-04-19 17:56:49.982000
nan;7599;nan;2016-04-19 17:56:50.076000
nan;7543;nan;2016-04-19 17:56:50.170000
nan;7552;nan;2016-04-19 17:56:50.263000
nan;7616;nan;2016-04-19 17:56:50.373000
nan;7581;nan;2016-04-19 17:56:50.482000
nan;7568;nan;2016-04-19 17:56:50.591000
nan;nan;nan;2016-04-19 17:56:50.685000
nan;7469;nan;2016-04-19 17:56:50.779000
nan;7442;nan;2016-04-19 17:56:50.873000
nan;7470;nan;2016-04-19 17:56:50.966000
nan;7530;nan;2016-04-19 17:56:51.076000
nan;7425;nan;2016-04-19 17:56:51.185000
nan;7392;nan;2016-04-19 17:56:51.294000
nan;7473;nan;2016-04-19 17:56:51.404000
nan;7448;nan;2016-04-19 17:56:51.498000
nan;nan;16947;2016-04-19 17:56:51.591000
nan;7411;16932;2016-04-19 17:56:51.685000
nan;7410;16921;2016-04-19 17:56:51.795000
nan;7373;nan;2016-04-19 17:56:51.904000
nan;7370;16892;2016-04-19 17:56:52.013000
nan;7477;16917;2016-04-19 17:56:52.107000
nan;7393;nan;2016-04-19 17:56:52.201000
nan;nan;nan;2016-04-19 17:56:52.295000
nan;nan;16854;2016-04-19 17:56:52.404000
nan;nan;nan;2016-04-19 17:56:52.513000
nan;nan;nan;2016-04-19 17:56:52.623000
nan;nan;nan;2016-04-19 17:56:52.732000
nan;nan;nan;2016-04-19 17:56:52.826000
nan;nan;nan;2016-04-19 17:56:52.920000
nan;nan;nan;2016-04-19 17:56:53.013000
nan;7337;nan;2016-04-19 17:56:53.123000
nan;7325;nan;2016-04-19 17:56:53.232000
nan;nan;nan;2016-04-19 17:56:53.341000
nan;7244;nan;2016-04-19 17:56:53.435000
nan;7269;nan;2016-04-19 17:56:53.529000
nan;7246;nan;2016-04-19 17:56:53.623000
nan;7191;nan;2016-04-19 17:56:53.716000
nan;7186;16727;2016-04-19 17:56:53.826000
nan;7123;nan;2016-04-19 17:56:53.935000
nan;7155;nan;2016-04-19 17:56:54.045000
6194;7144;16617;2016-04-19 17:56:54.154000
6204;7126;16663;2016-04-19 17:56:54.248000
6241;7099;nan;2016-04-19 17:56:54.341000
nan;7072;nan;2016-04-19 17:56:54.435000
6200;7081;16579;2016-04-19 17:56:54.545000
6205;7083;16586;2016-04-19 17:56:54.654000
nan;7071;16609;2016-04-19 17:56:54.763000
6276;7064;16566;2016-04-19 17:56:54.873000
nan;7085;16574;2016-04-19 17:56:54.966000
nan;7081;16547;2016-04-19 17:56:55.060000
nan;7025;nan;2016-04-19 17:56:55.170000
nan;6990;nan;2016-04-19 17:56:55.279000
nan;7015;nan;2016-04-19 17:56:55.388000
nan;7002;nan;2016-04-19 17:56:55.482000
nan;6976;nan;2016-04-19 17:56:55.576000
nan;6904;nan;2016-04-19 17:56:55.670000
nan;6898;nan;2016-04-19 17:56:55.763000
nan;6926;nan;2016-04-19 17:56:55.873000
nan;6921;16416;2016-04-19 17:56:55.982000
nan;6857;16453;2016-04-19 17:56:56.091000
nan;6854;16417;2016-04-19 17:56:56.185000
nan;6903;16383;2016-04-19 17:56:56.279000
nan;6865;nan;2016-04-19 17:56:56.373000
nan;6808;16389;2016-04-19 17:56:56.466000
nan;6802;nan;2016-04-19 17:56:56.576000
nan;6835;nan;2016-04-19 17:56:56.685000
nan;6771;nan;2016-04-19 17:56:56.795000
nan;6783;nan;2016-04-19 17:56:56.888000
nan;6819;nan;2016-04-19 17:56:56.982000
nan;6798;nan;2016-04-19 17:56:57.076000
nan;6806;nan;2016-04-19 17:56:57.170000
nan;6780;nan;2016-04-19 17:56:57.279000
nan;6765;nan;2016-04-19 17:56:57.388000
6395;6749;nan;2016-04-19 17:56:57.498000
6501;6756;nan;2016-04-19 17:56:57.607000
6445;nan;nan;2016-04-19 17:56:57.701000
6406;6784;16278;2016-04-19 17:56:57.795000
6441;6748;nan;2016-04-19 17:56:57.904000
6529;6755;16262;2016-04-19 17:56:58.013000
6493;6740;nan;2016-04-19 17:56:58.123000
6455;6757;nan;2016-04-19 17:56:58.232000
6490;6715;nan;2016-04-19 17:56:58.341000
6478;6639;nan;2016-04-19 17:56:58.435000
6517;6740;nan;2016-04-19 17:56:58.529000
6483;6715;nan;2016-04-19 17:56:58.638000
6518;6673;16132;2016-04-19 17:56:58.748000
6485;6602;nan;2016-04-19 17:56:58.857000
6461;6653;16078;2016-04-19 17:56:58.966000
6564;6618;16031;2016-04-19 17:56:59.076000
6542;6637;16073;2016-04-19 17:56:59.170000
6596;6634;16067;2016-04-19 17:56:59.279000
6657;6629;16050;2016-04-19 17:56:59.404000
6709;6626;nan;2016-04-19 17:56:59.513000
6706;6592;nan;2016-04-19 17:56:59.623000
nan;6557;15952;2016-04-19 17:56:59.716000
6595;6560;nan;2016-04-19 17:56:59.810000
nan;6532;nan;2016-04-19 17:56:59.904000
6839;6531;nan;2016-04-19 17:57:00.013000
nan;6513;nan;2016-04-19 17:57:00.123000
nan;6547;15868;2016-04-19 17:57:00.232000
nan;6569;15862;2016-04-19 17:57:00.326000
nan;6538;15859;2016-04-19 17:57:00.435000
6785;6467;15890;2016-04-19 17:57:00.529000
6742;6489;nan;2016-04-19 17:57:00.638000
6782;6508;15826;2016-04-19 17:57:00.748000
nan;6496;15872;2016-04-19 17:57:00.857000
nan;6452;15792;2016-04-19 17:57:00.951000
nan;6447;15806;2016-04-19 17:57:01.045000
nan;6440;15762;2016-04-19 17:57:01.138000
nan;6440;15740;2016-04-19 17:57:01.232000
nan;6421;15739;2016-04-19 17:57:01.342000
nan;6412;15783;2016-04-19 17:57:01.451000
nan;6434;15743;2016-04-19 17:57:01.560000
nan;6453;15719;2016-04-19 17:57:01.654000
7094;6391;15689;2016-04-19 17:57:01.763000
nan;6383;15717;2016-04-19 17:57:01.857000
nan;6372;15681;2016-04-19 17:57:01.951000
nan;6389;nan;2016-04-19 17:57:02.076000
nan;6410;15678;2016-04-19 17:57:02.185000
nan;6390;15614;2016-04-19 17:57:02.295000
6928;6389;15637;2016-04-19 17:57:02.404000
6944;6379;15625;2016-04-19 17:57:02.498000
7057;6339;15587;2016-04-19 17:57:02.607000
nan;6363;15580;2016-04-19 17:57:02.717000
7017;6386;15627;2016-04-19 17:57:02.826000
6957;6367;15568;2016-04-19 17:57:02.935000
nan;6324;15565;2016-04-19 17:57:03.029000
nan;6282;15537;2016-04-19 17:57:03.123000
nan;6305;15574;2016-04-19 17:57:03.217000
nan;6297;15513;2016-04-19 17:57:03.310000
nan;6332;15532;2016-04-19 17:57:03.420000
nan;6234;15492;2016-04-19 17:57:03.529000
nan;6268;15519;2016-04-19 17:57:03.638000
nan;6216;15470;2016-04-19 17:57:03.732000
nan;6212;15484;2016-04-19 17:57:03.826000
nan;6284;15449;2016-04-19 17:57:03.920000
nan;6229;15457;2016-04-19 17:57:04.013000
nan;6157;15479;2016-04-19 17:57:04.138000
nan;6171;nan;2016-04-19 17:57:04.248000
nan;6152;15447;2016-04-19 17:57:04.342000
nan;6109;15419;2016-04-19 17:57:04.435000
nan;6131;15368;2016-04-19 17:57:04.529000
nan;6094;15378;2016-04-19 17:57:04.623000
nan;6088;15348;2016-04-19 17:57:04.732000
nan;6099;nan;2016-04-19 17:57:04.842000
nan;6127;nan;2016-04-19 17:57:04.951000
nan;6110;15308;2016-04-19 17:57:05.045000
nan;6093;15337;2016-04-19 17:57:05.138000
nan;6075;nan;2016-04-19 17:57:05.232000
nan;6080;nan;2016-04-19 17:57:05.326000
nan;6037;nan;2016-04-19 17:57:05.435000
nan;6074;nan;2016-04-19 17:57:05.545000
nan;6029;15255;2016-04-19 17:57:05.654000
nan;5960;15285;2016-04-19 17:57:05.748000
nan;5976;nan;2016-04-19 17:57:05.842000
nan;5910;15230;2016-04-19 17:57:05.935000
nan;6010;15278;2016-04-19 17:57:06.029000
nan;5960;15231;2016-04-19 17:57:06.154000
nan;5969;15231;2016-04-19 17:57:06.263000
nan;5946;nan;2016-04-19 17:57:06.373000
nan;5985;nan;2016-04-19 17:57:06.482000
nan;5928;15160;2016-04-19 17:57:06.576000
nan;5937;15156;2016-04-19 17:57:06.670000
nan;5912;15108;2016-04-19 17:57:06.763000
nan;5978;15125;2016-04-19 17:57:06.888000
nan;5929;nan;2016-04-19 17:57:06.998000
nan;5938;nan;2016-04-19 17:57:07.107000
nan;5906;15085;2016-04-19 17:57:07.201000
nan;5852;15066;2016-04-19 17:57:07.295000
nan;5874;15065;2016-04-19 17:57:07.404000
nan;5900;nan;2016-04-19 17:57:07.513000
nan;5896;15067;2016-04-19 17:57:07.623000
nan;5886;15056;2016-04-19 17:57:07.732000
nan;5860;nan;2016-04-19 17:57:07.826000
nan;5852;15056;2016-04-19 17:57:07.920000
nan;5894;nan;2016-04-19 17:57:08.013000
nan;5871;nan;2016-04-19 17:57:08.107000
nan;5808;nan;2016-04-19 17:57:08.217000
nan;5814;nan;2016-04-19 17:57:08.326000
nan;5868;nan;2016-04-19 17:57:08.435000
7664;5874;nan;2016-04-19 17:57:08.545000
nan;5904;nan;2016-04-19 17:57:08.638000
nan;5881;nan;2016-04-19 17:57:08.732000
nan;5878;nan;2016-04-19 17:57:08.842000
nan;5887;nan;2016-04-19 17:57:08.951000
nan;5805;nan;2016-04-19 17:57:09.060000
nan;5826;nan;2016-04-19 17:57:09.154000
nan;5801;nan;2016-04-19 17:57:09.263000
nan;5801;14793;2016-04-19 17:57:09.357000
nan;5774;14787;2016-04-19 17:57:09.451000
7708;5744;14784;2016-04-19 17:57:09.560000
nan;5722;14793;2016-04-19 17:57:09.670000
nan;5728;nan;2016-04-19 17:57:09.779000
nan;5733;nan;2016-04-19 17:57:09.888000
nan;5680;nan;2016-04-19 17:57:09.982000
nan;5654;nan;2016-04-19 17:57:10.076000
7827;5637;nan;2016-04-19 17:57:10.170000
nan;5632;nan;2016-04-19 17:57:10.295000
nan;5649;14663;2016-04-19 17:57:10.404000
nan;5610;14536;2016-04-19 17:57:10.513000
nan;5618;14615;2016-04-19 17:57:10.607000
nan;5613;14576;2016-04-19 17:57:10.701000
nan;5623;nan;2016-04-19 17:57:10.795000
nan;5587;14512;2016-04-19 17:57:10.904000
nan;5617;nan;2016-04-19 17:57:11.014000
nan;5609;14472;2016-04-19 17:57:11.123000
nan;5631;14431;2016-04-19 17:57:11.217000
nan;5614;14404;2016-04-19 17:57:11.310000
nan;5562;14396;2016-04-19 17:57:11.420000
nan;5565;14427;2016-04-19 17:57:11.513000
nan;5539;14467;2016-04-19 17:57:11.623000
nan;5563;14409;2016-04-19 17:57:11.732000
nan;5504;14449;2016-04-19 17:57:11.842000
nan;5497;14395;2016-04-19 17:57:11.935000
nan;nan;nan;2016-04-19 17:57:12.029000
nan;5489;14386;2016-04-19 17:57:12.123000
nan;5472;14357;2016-04-19 17:57:12.217000
nan;5476;14376;2016-04-19 17:57:12.326000
nan;nan;14355;2016-04-19 17:57:12.435000
nan;nan;14353;2016-04-19 17:57:12.545000
nan;5512;14321;2016-04-19 17:57:12.639000
nan;5462;14335;2016-04-19 17:57:12.732000
nan;5438;nan;2016-04-19 17:57:12.826000
nan;5462;14319;2016-04-19 17:57:12.920000
nan;5450;14315;2016-04-19 17:57:13.045000
nan;5470;nan;2016-04-19 17:57:13.154000
nan;5490;14267;2016-04-19 17:57:13.248000
nan;5430;14256;2016-04-19 17:57:13.357000
nan;5468;14233;2016-04-19 17:57:13.451000
nan;5393;14213;2016-04-19 17:57:13.545000
nan;5398;14216;2016-04-19 17:57:13.654000
nan;5397;14160;2016-04-19 17:57:13.764000
nan;5453;14188;2016-04-19 17:57:13.873000
nan;nan;14195;2016-04-19 17:57:13.967000
nan;5375;14119;2016-04-19 17:57:14.060000
nan;5360;14128;2016-04-19 17:57:14.154000
nan;5279;14130;2016-04-19 17:57:14.248000
nan;nan;14127;2016-04-19 17:57:14.357000
nan;5301;14070;2016-04-19 17:57:14.467000
nan;5286;nan;2016-04-19 17:57:14.576000
nan;nan;nan;2016-04-19 17:57:14.670000
8317;5278;nan;2016-04-19 17:57:14.779000
nan;5303;14048;2016-04-19 17:57:14.873000
nan;nan;13992;2016-04-19 17:57:14.967000
nan;nan;nan;2016-04-19 17:57:15.076000
8285;5196;13986;2016-04-19 17:57:15.185000
nan;nan;14054;2016-04-19 17:57:15.295000
nan;5174;14058;2016-04-19 17:57:15.389000
nan;5160;14051;2016-04-19 17:57:15.482000
nan;nan;14070;2016-04-19 17:57:15.576000
nan;nan;14107;2016-04-19 17:57:15.685000
nan;5201;14047;2016-04-19 17:57:15.795000
nan;5137;nan;2016-04-19 17:57:15.904000
nan;5154;nan;2016-04-19 17:57:15.998000
nan;5191;nan;2016-04-19 17:57:16.092000
nan;5207;nan;2016-04-19 17:57:16.185000
nan;nan;nan;2016-04-19 17:57:16.279000
nan;5119;nan;2016-04-19 17:57:16.389000
nan;5188;nan;2016-04-19 17:57:16.498000
nan;5132;nan;2016-04-19 17:57:16.607000
nan;5091;nan;2016-04-19 17:57:16.701000
nan;5143;nan;2016-04-19 17:57:16.795000
nan;5146;nan;2016-04-19 17:57:16.889000
nan;5073;nan;2016-04-19 17:57:16.982000
nan;5123;nan;2016-04-19 17:57:17.092000
nan;5143;nan;2016-04-19 17:57:17.201000
nan;5147;nan;2016-04-19 17:57:17.310000
nan;5178;nan;2016-04-19 17:57:17.404000
nan;5148;nan;2016-04-19 17:57:17.498000
nan;5088;nan;2016-04-19 17:57:17.592000
nan;5046;nan;2016-04-19 17:57:17.685000
nan;5068;nan;2016-04-19 17:57:17.795000
nan;5093;nan;2016-04-19 17:57:17.904000
nan;5034;nan;2016-04-19 17:57:18.014000
nan;5023;13621;2016-04-19 17:57:18.107000
nan;5024;nan;2016-04-19 17:57:18.201000
nan;5064;13562;2016-04-19 17:57:18.295000
nan;5050;13577;2016-04-19 17:57:18.389000
nan;5015;13599;2016-04-19 17:57:18.514000
nan;4992;13602;2016-04-19 17:57:18.623000
nan;nan;13540;2016-04-19 17:57:18.732000
nan;5019;13517;2016-04-19 17:57:18.826000
nan;4968;13528;2016-04-19 17:57:18.920000
nan;5029;13545;2016-04-19 17:57:19.014000
nan;nan;nan;2016-04-19 17:57:19.123000
nan;4960;13510;2016-04-19 17:57:19.232000
nan;nan;13529;2016-04-19 17:57:19.342000
8729;4987;13485;2016-04-19 17:57:19.451000
8777;5001;13442;2016-04-19 17:57:19.560000
8770;4923;13434;2016-04-19 17:57:19.654000
nan;4946;13484;2016-04-19 17:57:19.748000
nan;4942;13467;2016-04-19 17:57:19.873000
nan;4956;13467;2016-04-19 17:57:19.982000
nan;4977;13420;2016-04-19 17:57:20.092000
nan;4941;13393;2016-04-19 17:57:20.185000
nan;nan;13392;2016-04-19 17:57:20.279000
nan;4891;13355;2016-04-19 17:57:20.373000
nan;4861;13360;2016-04-19 17:57:20.482000
nan;4881;13333;2016-04-19 17:57:20.592000
nan;4831;nan;2016-04-19 17:57:20.701000
nan;4896;13361;2016-04-19 17:57:20.795000
nan;4832;13388;2016-04-19 17:57:20.889000
nan;4876;13343;2016-04-19 17:57:20.982000
nan;4899;13350;2016-04-19 17:57:21.076000
nan;4849;13312;2016-04-19 17:57:21.185000
nan;4869;13316;2016-04-19 17:57:21.295000
nan;4816;13284;2016-04-19 17:57:21.404000
