0;10000;20000;
4981;6912;nan;2016-04-19 17:55:28.122000
4941;6908;16933;2016-04-19 17:55:28.215000
4923;6909;nan;2016-04-19 17:55:28.309000
4987;6975;nan;2016-04-19 17:55:28.419000
4968;7069;nan;2016-04-19 17:55:28.528000
4942;7055;nan;2016-04-19 17:55:28.637000
4926;7097;nan;2016-04-19 17:55:28.747000
4972;7045;nan;2016-04-19 17:55:28.856000
4923;7000;nan;2016-04-19 17:55:28.950000
4905;7063;nan;2016-04-19 17:55:29.044000
4927;7039;nan;2016-04-19 17:55:29.169000
4925;7108;nan;2016-04-19 17:55:29.278000
4872;7099;16977;2016-04-19 17:55:29.387000
4910;7040;17055;2016-04-19 17:55:29.497000
4879;7089;nan;2016-04-19 17:55:29.590000
4912;7140;17012;2016-04-19 17:55:29.684000
4852;7171;17037;2016-04-19 17:55:29.794000
4877;nan;17033;2016-04-19 17:55:29.903000
4880;7151;nan;2016-04-19 17:55:30.012000
4785;7199;17070;2016-04-19 17:55:30.122000
4858;7212;nan;2016-04-19 17:55:30.231000
4864;nan;17097;2016-04-19 17:55:30.325000
4803;nan;17125;2016-04-19 17:55:30.434000
4830;nan;17153;2016-04-19 17:55:30.544000
4818;nan;17123;2016-04-19 17:55:30.653000
4794;7285;nan;2016-04-19 17:55:30.762000
4767;7376;nan;2016-04-19 17:55:30.872000
4767;nan;nan;2016-04-19 17:55:30.965000
4812;nan;nan;2016-04-19 17:55:31.059000
4789;nan;17152;2016-04-19 17:55:31.169000
4796;nan;17151;2016-04-19 17:55:31.278000
4777;nan;nan;2016-04-19 17:55:31.387000
4790;nan;nan;2016-04-19 17:55:31.497000
4789;nan;nan;2016-04-19 17:55:31.590000
4769;nan;nan;2016-04-19 17:55:31.684000
4689;nan;nan;2016-04-19 17:55:31.778000
4681;nan;nan;2016-04-19 17:55:31.887000
4699;nan;nan;2016-04-19 17:55:31.997000
4743;nan;nan;2016-04-19 17:55:32.106000
4675;nan;nan;2016-04-19 17:55:32.215000
4662;7557;nan;2016-04-19 17:55:32.309000
4711;nan;nan;2016-04-19 17:55:32.403000
4647;7414;nan;2016-04-19 17:55:32.512000
4682;7448;17335;2016-04-19 17:55:32.622000
4653;7442;nan;2016-04-19 17:55:32.731000
4634;7416;nan;2016-04-19 17:55:32.841000
4659;7461;nan;2016-04-19 17:55:32.950000
4766;7420;17359;2016-04-19 17:55:33.044000
4624;7476;17367;2016-04-19 17:55:33.137000
nan;7458;17417;2016-04-19 17:55:33.262000
nan;7517;17440;2016-04-19 17:55:33.372000
nan;7443;17411;2016-04-19 17:55:33.481000
4533;7444;17463;2016-04-19 17:55:33.591000
4633;7455;17461;2016-04-19 17:55:33.684000
4606;7547;17490;2016-04-19 17:55:33.778000
4512;7588;17438;2016-04-19 17:55:33.887000
4649;7622;17454;2016-04-19 17:55:33.997000
4591;7656;17525;2016-04-19 17:55:34.106000
4560;7694;17501;2016-04-19 17:55:34.216000
nan;7620;17521;2016-04-19 17:55:34.309000
nan;nan;17564;2016-04-19 17:55:34.403000
4502;nan;17505;2016-04-19 17:55:34.497000
nan;nan;nan;2016-04-19 17:55:34.606000
nan;nan;17550;2016-04-19 17:55:34.716000
nan;nan;17601;2016-04-19 17:55:34.825000
4572;nan;nan;2016-04-19 17:55:34.934000
nan;nan;17645;2016-04-19 17:55:35.028000
nan;nan;17610;2016-04-19 17:55:35.122000
nan;7654;17627;2016-04-19 17:55:35.231000
4555;7657;17607;2016-04-19 17:55:35.341000
4533;7663;17614;2016-04-19 17:55:35.450000
4531;7682;17664;2016-04-19 17:55:35.559000
nan;7696;17668;2016-04-19 17:55:35.669000
4566;7739;17678;2016-04-19 17:55:35.762000
nan;7726;17660;2016-04-19 17:55:35.856000
nan;7742;17728;2016-04-19 17:55:35.966000
nan;7726;17704;2016-04-19 17:55:36.075000
nan;nan;17774;2016-04-19 17:55:36.184000
4519;7762;17745;2016-04-19 17:55:36.294000
4531;7743;17736;2016-04-19 17:55:36.403000
nan;7786;nan;2016-04-19 17:55:36.497000
4757;7798;17746;2016-04-19 17:55:36.606000
4809;7808;17756;2016-04-19 17:55:36.716000
nan;7817;17760;2016-04-19 17:55:36.825000
nan;7825;nan;2016-04-19 17:55:36.919000
nan;7831;17782;2016-04-19 17:55:37.012000
nan;7846;17856;2016-04-19 17:55:37.106000
nan;nan;17846;2016-04-19 17:55:37.200000
nan;7886;17859;2016-04-19 17:55:37.309000
nan;7892;17839;2016-04-19 17:55:37.419000
4392;7897;17868;2016-04-19 17:55:37.528000
4401;7918;17848;2016-04-19 17:55:37.637000
4374;7932;17855;2016-04-19 17:55:37.747000
4444;nan;17912;2016-04-19 17:55:37.841000
nan;nan;nan;2016-04-19 17:55:37.934000
nan;nan;17910;2016-04-19 17:55:38.044000
nan;nan;17894;2016-04-19 17:55:38.153000
nan;nan;nan;2016-04-19 17:55:38.262000
nan;nan;nan;2016-04-19 17:55:38.372000
4308;nan;nan;2016-04-19 17:55:38.466000
4275;nan;17948;2016-04-19 17:55:38.559000
4328;nan;nan;2016-04-19 17:55:38.669000
nan;8111;17956;2016-04-19 17:55:38.778000
nan;8283;18015;2016-04-19 17:55:38.887000
4325;8163;nan;2016-04-19 17:55:38.997000
nan;nan;nan;2016-04-19 17:55:39.091000
nan;8020;nan;2016-04-19 17:55:39.184000
nan;8028;18069;2016-04-19 17:55:39.278000
nan;8185;18023;2016-04-19 17:55:39.387000
nan;8043;18104;2016-04-19 17:55:39.497000
nan;8077;nan;2016-04-19 17:55:39.606000
nan;8087;18108;2016-04-19 17:55:39.716000
4204;8061;nan;2016-04-19 17:55:39.809000
4200;8065;18125;2016-04-19 17:55:39.903000
4206;8074;nan;2016-04-19 17:55:39.997000
4185;8093;nan;2016-04-19 17:55:40.122000
4209;8094;nan;2016-04-19 17:55:40.231000
4269;8111;nan;2016-04-19 17:55:40.341000
4194;8173;nan;2016-04-19 17:55:40.450000
4217;8188;nan;2016-04-19 17:55:40.544000
4219;8157;18183;2016-04-19 17:55:40.637000
nan;8114;18212;2016-04-19 17:55:40.747000
nan;8144;nan;2016-04-19 17:55:40.856000
4251;8128;nan;2016-04-19 17:55:40.966000
4181;8198;nan;2016-04-19 17:55:41.075000
4215;8224;nan;2016-04-19 17:55:41.184000
nan;8226;nan;2016-04-19 17:55:41.278000
nan;8191;nan;2016-04-19 17:55:41.372000
nan;8216;nan;2016-04-19 17:55:41.481000
nan;8242;nan;2016-04-19 17:55:41.591000
nan;8249;nan;2016-04-19 17:55:41.700000
nan;8274;nan;2016-04-19 17:55:41.794000
nan;8267;nan;2016-04-19 17:55:41.887000
nan;8246;nan;2016-04-19 17:55:41.981000
nan;8239;nan;2016-04-19 17:55:42.091000
nan;8274;nan;2016-04-19 17:55:42.200000
nan;8230;nan;2016-04-19 17:55:42.309000
nan;8247;nan;2016-04-19 17:55:42.403000
nan;8261;nan;2016-04-19 17:55:42.497000
nan;8242;nan;2016-04-19 17:55:42.591000
nan;8233;nan;2016-04-19 17:55:42.684000
nan;8195;nan;2016-04-19 17:55:42.794000
nan;8219;nan;2016-04-19 17:55:42.903000
nan;8221;nan;2016-04-19 17:55:43.012000
nan;8200;nan;2016-04-19 17:55:43.106000
nan;8214;nan;2016-04-19 17:55:43.200000
nan;8207;nan;2016-04-19 17:55:43.294000
nan;8191;nan;2016-04-19 17:55:43.388000
nan;8198;nan;2016-04-19 17:55:43.497000
nan;8218;nan;2016-04-19 17:55:43.606000
nan;8216;nan;2016-04-19 17:55:43.716000
nan;8225;nan;2016-04-19 17:55:43.809000
nan;8230;nan;2016-04-19 17:55:43.903000
nan;8229;nan;2016-04-19 17:55:43.997000
nan;8248;nan;2016-04-19 17:55:44.091000
nan;8257;nan;2016-04-19 17:55:44.200000
nan;8225;nan;2016-04-19 17:55:44.309000
nan;nan;nan;2016-04-19 17:55:44.419000
nan;8243;nan;2016-04-19 17:55:44.513000
nan;8233;nan;2016-04-19 17:55:44.606000
nan;8233;nan;2016-04-19 17:55:44.700000
nan;8255;nan;2016-04-19 17:55:44.794000
nan;8256;nan;2016-04-19 17:55:44.903000
nan;8271;nan;2016-04-19 17:55:45.013000
nan;8253;nan;2016-04-19 17:55:45.122000
nan;8246;nan;2016-04-19 17:55:45.216000
nan;8207;nan;2016-04-19 17:55:45.309000
nan;8222;nan;2016-04-19 17:55:45.403000
nan;8197;nan;2016-04-19 17:55:45.513000
nan;8243;nan;2016-04-19 17:55:45.622000
nan;8256;nan;2016-04-19 17:55:45.731000
nan;8228;nan;2016-04-19 17:55:45.825000
nan;8230;nan;2016-04-19 17:55:45.919000
nan;8236;nan;2016-04-19 17:55:46.013000
nan;8248;nan;2016-04-19 17:55:46.106000
nan;8219;nan;2016-04-19 17:55:46.216000
nan;8228;nan;2016-04-19 17:55:46.325000
nan;8263;nan;2016-04-19 17:55:46.434000
nan;8198;nan;2016-04-19 17:55:46.528000
nan;8230;nan;2016-04-19 17:55:46.622000
nan;8226;nan;2016-04-19 17:55:46.716000
nan;8229;nan;2016-04-19 17:55:46.809000
nan;8201;nan;2016-04-19 17:55:46.919000
nan;8229;nan;2016-04-19 17:55:47.028000
nan;8229;nan;2016-04-19 17:55:47.138000
nan;8239;nan;2016-04-19 17:55:47.231000
nan;8214;nan;2016-04-19 17:55:47.325000
nan;8233;nan;2016-04-19 17:55:47.419000
