0;10000;20000;
nan;3356;11539;2016-04-19 17:54:29.715000
9909;3238;11528;2016-04-19 17:54:29.824000
nan;3551;11519;2016-04-19 17:54:29.918000
nan;3528;11619;2016-04-19 17:54:30.012000
nan;3571;11610;2016-04-19 17:54:30.105000
nan;3563;11572;2016-04-19 17:54:30.215000
nan;3537;nan;2016-04-19 17:54:30.324000
nan;3531;nan;2016-04-19 17:54:30.434000
nan;3523;nan;2016-04-19 17:54:30.527000
nan;3492;nan;2016-04-19 17:54:30.621000
nan;3449;11715;2016-04-19 17:54:30.715000
nan;nan;11694;2016-04-19 17:54:30.809000
nan;nan;11719;2016-04-19 17:54:30.918000
nan;nan;11741;2016-04-19 17:54:31.027000
nan;nan;11708;2016-04-19 17:54:31.137000
9600;3285;11732;2016-04-19 17:54:31.246000
9573;3383;11704;2016-04-19 17:54:31.340000
9607;3589;nan;2016-04-19 17:54:31.434000
9602;nan;11711;2016-04-19 17:54:31.543000
9583;3398;11757;2016-04-19 17:54:31.652000
nan;3342;11788;2016-04-19 17:54:31.762000
nan;3431;11777;2016-04-19 17:54:31.871000
nan;3298;11828;2016-04-19 17:54:31.980000
nan;3287;11823;2016-04-19 17:54:32.074000
nan;3318;11841;2016-04-19 17:54:32.168000
nan;3231;11862;2016-04-19 17:54:32.293000
nan;3226;11851;2016-04-19 17:54:32.402000
nan;3232;11855;2016-04-19 17:54:32.512000
nan;3290;11875;2016-04-19 17:54:32.621000
9421;3238;11879;2016-04-19 17:54:32.730000
9408;3303;11917;2016-04-19 17:54:32.824000
9417;3318;11902;2016-04-19 17:54:32.934000
nan;3330;11898;2016-04-19 17:54:33.043000
9387;3362;11884;2016-04-19 17:54:33.152000
9331;3337;nan;2016-04-19 17:54:33.262000
9313;3386;11925;2016-04-19 17:54:33.371000
9314;3377;11956;2016-04-19 17:54:33.465000
9324;3339;11998;2016-04-19 17:54:33.574000
9318;3313;12066;2016-04-19 17:54:33.684000
9308;3344;12042;2016-04-19 17:54:33.793000
nan;3394;12053;2016-04-19 17:54:33.902000
nan;3333;12015;2016-04-19 17:54:33.996000
nan;3324;12068;2016-04-19 17:54:34.090000
nan;3477;12147;2016-04-19 17:54:34.184000
nan;3363;12170;2016-04-19 17:54:34.293000
nan;3449;12190;2016-04-19 17:54:34.402000
nan;3442;12156;2016-04-19 17:54:34.512000
nan;3433;12216;2016-04-19 17:54:34.621000
nan;3441;nan;2016-04-19 17:54:34.715000
nan;3404;12227;2016-04-19 17:54:34.809000
nan;3422;12228;2016-04-19 17:54:34.902000
nan;3430;12211;2016-04-19 17:54:35.012000
nan;3401;12211;2016-04-19 17:54:35.121000
9121;3441;nan;2016-04-19 17:54:35.231000
9123;3435;nan;2016-04-19 17:54:35.340000
9080;3478;nan;2016-04-19 17:54:35.449000
9088;3449;nan;2016-04-19 17:54:35.543000
9035;3427;nan;2016-04-19 17:54:35.652000
nan;3417;nan;2016-04-19 17:54:35.762000
9012;3472;nan;2016-04-19 17:54:35.871000
9022;3502;nan;2016-04-19 17:54:35.981000
8929;3486;nan;2016-04-19 17:54:36.090000
8953;3463;nan;2016-04-19 17:54:36.184000
8973;3455;nan;2016-04-19 17:54:36.277000
8978;3473;nan;2016-04-19 17:54:36.387000
8989;3466;nan;2016-04-19 17:54:36.496000
8919;3449;nan;2016-04-19 17:54:36.606000
8953;3493;nan;2016-04-19 17:54:36.715000
8893;3500;nan;2016-04-19 17:54:36.824000
8893;3547;nan;2016-04-19 17:54:36.918000
8901;3524;nan;2016-04-19 17:54:37.027000
8889;3565;12475;2016-04-19 17:54:37.137000
8866;3593;12514;2016-04-19 17:54:37.246000
8846;3584;12541;2016-04-19 17:54:37.356000
8846;3592;12584;2016-04-19 17:54:37.465000
8827;3615;12500;2016-04-19 17:54:37.559000
8805;3603;12520;2016-04-19 17:54:37.652000
8815;3601;12562;2016-04-19 17:54:37.777000
8769;3624;12550;2016-04-19 17:54:37.887000
8768;3634;12573;2016-04-19 17:54:37.996000
nan;3616;12601;2016-04-19 17:54:38.106000
8756;3635;12597;2016-04-19 17:54:38.199000
nan;3608;nan;2016-04-19 17:54:38.293000
nan;3614;12627;2016-04-19 17:54:38.402000
8701;3673;12616;2016-04-19 17:54:38.512000
nan;3648;12651;2016-04-19 17:54:38.621000
nan;3633;12689;2016-04-19 17:54:38.715000
8784;3694;12651;2016-04-19 17:54:38.824000
8749;3683;12685;2016-04-19 17:54:38.918000
8715;3697;12670;2016-04-19 17:54:39.012000
8725;3680;12723;2016-04-19 17:54:39.121000
8731;3680;12738;2016-04-19 17:54:39.231000
8693;3751;nan;2016-04-19 17:54:39.340000
8709;3746;12786;2016-04-19 17:54:39.449000
8641;3711;nan;2016-04-19 17:54:39.559000
8600;3728;12782;2016-04-19 17:54:39.652000
8618;3720;12761;2016-04-19 17:54:39.762000
8578;3743;12753;2016-04-19 17:54:39.871000
8617;3730;12776;2016-04-19 17:54:39.981000
8557;3684;12738;2016-04-19 17:54:40.090000
8532;3701;12758;2016-04-19 17:54:40.199000
8500;3726;12779;2016-04-19 17:54:40.293000
8548;3749;12832;2016-04-19 17:54:40.387000
8493;3779;12833;2016-04-19 17:54:40.496000
8508;3716;12785;2016-04-19 17:54:40.606000
8481;3742;12788;2016-04-19 17:54:40.715000
8472;3734;12844;2016-04-19 17:54:40.824000
8471;3730;12812;2016-04-19 17:54:40.934000
8467;3703;12821;2016-04-19 17:54:41.027000
8485;3760;12861;2016-04-19 17:54:41.137000
8415;nan;12834;2016-04-19 17:54:41.246000
8421;3702;12829;2016-04-19 17:54:41.356000
8438;3742;12866;2016-04-19 17:54:41.465000
8441;3778;12870;2016-04-19 17:54:41.574000
8406;3780;12927;2016-04-19 17:54:41.668000
8399;3751;12904;2016-04-19 17:54:41.762000
8440;3753;12901;2016-04-19 17:54:41.887000
8389;3768;12875;2016-04-19 17:54:41.996000
8357;3771;12871;2016-04-19 17:54:42.106000
8338;3795;12853;2016-04-19 17:54:42.215000
8292;3784;12884;2016-04-19 17:54:42.324000
8245;3804;12891;2016-04-19 17:54:42.418000
8280;3803;12954;2016-04-19 17:54:42.528000
8299;3850;12968;2016-04-19 17:54:42.637000
8344;3897;12985;2016-04-19 17:54:42.746000
8272;3909;12996;2016-04-19 17:54:42.856000
8237;3904;13023;2016-04-19 17:54:42.965000
8266;3905;13027;2016-04-19 17:54:43.059000
8279;3917;13035;2016-04-19 17:54:43.168000
8279;3946;13042;2016-04-19 17:54:43.277000
8235;3926;13089;2016-04-19 17:54:43.387000
8242;3912;13095;2016-04-19 17:54:43.496000
8218;3936;13064;2016-04-19 17:54:43.606000
8201;3977;13055;2016-04-19 17:54:43.715000
8197;3940;13066;2016-04-19 17:54:43.809000
8215;3919;13067;2016-04-19 17:54:43.918000
8156;3949;13101;2016-04-19 17:54:44.027000
8173;3943;13133;2016-04-19 17:54:44.137000
8155;3960;13158;2016-04-19 17:54:44.246000
8114;3984;13222;2016-04-19 17:54:44.340000
8138;3940;13229;2016-04-19 17:54:44.434000
8118;3952;13183;2016-04-19 17:54:44.543000
8111;3971;13196;2016-04-19 17:54:44.652000
8087;3991;13184;2016-04-19 17:54:44.777000
8102;3916;13217;2016-04-19 17:54:44.887000
8079;3970;13232;2016-04-19 17:54:44.996000
8115;3966;13242;2016-04-19 17:54:45.090000
8140;3986;13264;2016-04-19 17:54:45.184000
8102;3994;13273;2016-04-19 17:54:45.293000
8109;4005;13264;2016-04-19 17:54:45.402000
8060;4051;13275;2016-04-19 17:54:45.512000
8007;4089;13302;2016-04-19 17:54:45.621000
8055;4107;13283;2016-04-19 17:54:45.715000
8026;4072;13300;2016-04-19 17:54:45.809000
8002;4091;13319;2016-04-19 17:54:45.918000
7972;4144;13312;2016-04-19 17:54:46.027000
7981;4108;13304;2016-04-19 17:54:46.137000
7946;4140;13287;2016-04-19 17:54:46.246000
7950;4163;13305;2016-04-19 17:54:46.356000
7946;nan;13312;2016-04-19 17:54:46.449000
nan;4144;nan;2016-04-19 17:54:46.543000
7960;4141;13348;2016-04-19 17:54:46.653000
7945;4159;13369;2016-04-19 17:54:46.762000
7955;4204;13369;2016-04-19 17:54:46.871000
7932;4187;13377;2016-04-19 17:54:46.981000
7909;nan;13365;2016-04-19 17:54:47.074000
7854;4164;13394;2016-04-19 17:54:47.168000
7864;4171;13370;2016-04-19 17:54:47.262000
7899;4194;13403;2016-04-19 17:54:47.387000
7862;4231;13424;2016-04-19 17:54:47.496000
7831;4238;13433;2016-04-19 17:54:47.606000
7858;4215;13437;2016-04-19 17:54:47.715000
7863;4227;13485;2016-04-19 17:54:47.809000
7812;4258;13438;2016-04-19 17:54:47.903000
7836;4286;13450;2016-04-19 17:54:48.012000
7899;4296;13476;2016-04-19 17:54:48.121000
7872;4330;13501;2016-04-19 17:54:48.231000
7860;4319;13503;2016-04-19 17:54:48.340000
7860;4332;13508;2016-04-19 17:54:48.449000
7860;4308;13476;2016-04-19 17:54:48.543000
7825;4341;13480;2016-04-19 17:54:48.653000
7830;4358;13515;2016-04-19 17:54:48.762000
7817;4356;13576;2016-04-19 17:54:48.871000
7828;4363;13562;2016-04-19 17:54:48.981000
7783;4373;13576;2016-04-19 17:54:49.090000
7799;4348;13615;2016-04-19 17:54:49.184000
7727;4292;13629;2016-04-19 17:54:49.278000
7753;4291;13636;2016-04-19 17:54:49.387000
nan;4325;13640;2016-04-19 17:54:49.496000
7775;4297;13644;2016-04-19 17:54:49.606000
7743;4291;13641;2016-04-19 17:54:49.715000
7754;4315;13615;2016-04-19 17:54:49.824000
7722;4323;13636;2016-04-19 17:54:49.918000
7711;4306;13685;2016-04-19 17:54:50.028000
nan;4311;13678;2016-04-19 17:54:50.137000
7678;4300;13677;2016-04-19 17:54:50.246000
nan;4322;13680;2016-04-19 17:54:50.340000
7723;4370;13684;2016-04-19 17:54:50.449000
7662;4351;13701;2016-04-19 17:54:50.543000
nan;4370;13668;2016-04-19 17:54:50.637000
7721;4311;13724;2016-04-19 17:54:50.746000
7712;4342;13737;2016-04-19 17:54:50.856000
7698;4369;13759;2016-04-19 17:54:50.965000
7715;4369;13776;2016-04-19 17:54:51.074000
7701;4369;13789;2016-04-19 17:54:51.184000
7646;4360;13819;2016-04-19 17:54:51.278000
7647;4356;13821;2016-04-19 17:54:51.371000
7622;4344;13815;2016-04-19 17:54:51.496000
nan;4363;13790;2016-04-19 17:54:51.606000
7585;nan;13815;2016-04-19 17:54:51.715000
7584;4345;13809;2016-04-19 17:54:51.824000
7540;4387;13801;2016-04-19 17:54:51.918000
7536;4379;nan;2016-04-19 17:54:52.012000
7501;4384;13826;2016-04-19 17:54:52.121000
7515;4411;13886;2016-04-19 17:54:52.231000
7526;4378;13876;2016-04-19 17:54:52.340000
7476;4368;nan;2016-04-19 17:54:52.449000
7406;4404;13899;2016-04-19 17:54:52.559000
7451;4425;13848;2016-04-19 17:54:52.653000
7475;4453;13868;2016-04-19 17:54:52.762000
7453;4493;nan;2016-04-19 17:54:52.871000
7434;4509;nan;2016-04-19 17:54:52.981000
7421;4520;13877;2016-04-19 17:54:53.090000
7433;4540;13946;2016-04-19 17:54:53.199000
7461;4567;13969;2016-04-19 17:54:53.293000
7460;4577;13997;2016-04-19 17:54:53.387000
7466;4537;14015;2016-04-19 17:54:53.496000
7490;4519;13991;2016-04-19 17:54:53.606000
nan;4542;14010;2016-04-19 17:54:53.715000
7522;4541;14020;2016-04-19 17:54:53.824000
7465;4539;nan;2016-04-19 17:54:53.918000
nan;4542;14027;2016-04-19 17:54:54.012000
7410;4566;14050;2016-04-19 17:54:54.106000
7394;4546;14071;2016-04-19 17:54:54.231000
7387;4574;14107;2016-04-19 17:54:54.340000
7393;4575;14057;2016-04-19 17:54:54.450000
7329;4587;14077;2016-04-19 17:54:54.559000
7336;4633;14123;2016-04-19 17:54:54.668000
7322;nan;14091;2016-04-19 17:54:54.762000
nan;4676;14091;2016-04-19 17:54:54.871000
nan;4698;14107;2016-04-19 17:54:54.981000
nan;4713;14101;2016-04-19 17:54:55.090000
nan;4707;14100;2016-04-19 17:54:55.184000
nan;4713;14148;2016-04-19 17:54:55.278000
nan;4707;14148;2016-04-19 17:54:55.371000
nan;4705;14171;2016-04-19 17:54:55.465000
nan;4716;14202;2016-04-19 17:54:55.590000
nan;4714;14188;2016-04-19 17:54:55.699000
nan;4727;14231;2016-04-19 17:54:55.809000
nan;4741;14284;2016-04-19 17:54:55.903000
nan;4738;14294;2016-04-19 17:54:55.996000
nan;4720;14268;2016-04-19 17:54:56.090000
nan;4732;14294;2016-04-19 17:54:56.199000
nan;4741;14308;2016-04-19 17:54:56.309000
nan;4740;14345;2016-04-19 17:54:56.418000
nan;4741;14353;2016-04-19 17:54:56.512000
nan;4753;14395;2016-04-19 17:54:56.606000
nan;4762;14400;2016-04-19 17:54:56.699000
nan;4748;14389;2016-04-19 17:54:56.793000
nan;4704;14390;2016-04-19 17:54:56.903000
nan;4723;14377;2016-04-19 17:54:57.012000
nan;4748;nan;2016-04-19 17:54:57.121000
nan;4714;14380;2016-04-19 17:54:57.215000
nan;4741;14384;2016-04-19 17:54:57.309000
nan;4717;14409;2016-04-19 17:54:57.403000
nan;4748;14366;2016-04-19 17:54:57.496000
nan;4748;14394;2016-04-19 17:54:57.606000
nan;4766;14380;2016-04-19 17:54:57.715000
nan;4777;14374;2016-04-19 17:54:57.825000
nan;4743;14368;2016-04-19 17:54:57.918000
nan;4717;14379;2016-04-19 17:54:58.012000
nan;4770;14387;2016-04-19 17:54:58.106000
nan;4749;14364;2016-04-19 17:54:58.200000
nan;4719;14361;2016-04-19 17:54:58.324000
nan;4765;14357;2016-04-19 17:54:58.434000
nan;4747;14353;2016-04-19 17:54:58.543000
nan;4717;14370;2016-04-19 17:54:58.637000
nan;4759;14375;2016-04-19 17:54:58.731000
nan;4741;nan;2016-04-19 17:54:58.825000
nan;4714;14376;2016-04-19 17:54:58.934000
nan;4724;14375;2016-04-19 17:54:59.043000
nan;4758;nan;2016-04-19 17:54:59.153000
nan;4760;14371;2016-04-19 17:54:59.246000
nan;4741;14380;2016-04-19 17:54:59.340000
nan;4748;14360;2016-04-19 17:54:59.434000
nan;4743;14391;2016-04-19 17:54:59.528000
nan;4741;14377;2016-04-19 17:54:59.637000
nan;4734;14364;2016-04-19 17:54:59.746000
nan;4739;14370;2016-04-19 17:54:59.856000
nan;4756;14366;2016-04-19 17:54:59.950000
nan;4744;14364;2016-04-19 17:55:00.043000
nan;4734;14365;2016-04-19 17:55:00.137000
nan;4744;14382;2016-04-19 17:55:00.231000
nan;4739;14371;2016-04-19 17:55:00.340000
nan;4736;nan;2016-04-19 17:55:00.450000
nan;4729;14361;2016-04-19 17:55:00.559000
nan;4762;14343;2016-04-19 17:55:00.653000
nan;4734;14356;2016-04-19 17:55:00.746000
nan;4744;14356;2016-04-19 17:55:00.840000
nan;4754;14343;2016-04-19 17:55:00.934000
nan;4760;14348;2016-04-19 17:55:01.043000
nan;4743;14354;2016-04-19 17:55:01.153000
nan;4723;14345;2016-04-19 17:55:01.262000
nan;4752;14350;2016-04-19 17:55:01.356000
nan;4766;14359;2016-04-19 17:55:01.450000
nan;4758;14347;2016-04-19 17:55:01.543000
nan;4759;14363;2016-04-19 17:55:01.637000
nan;4748;14354;2016-04-19 17:55:01.762000
nan;4776;14371;2016-04-19 17:55:01.871000
nan;4763;14363;2016-04-19 17:55:01.965000
nan;4739;14366;2016-04-19 17:55:02.059000
nan;4754;14356;2016-04-19 17:55:02.153000
nan;4763;14353;2016-04-19 17:55:02.246000
nan;4753;14339;2016-04-19 17:55:02.356000
nan;4723;14340;2016-04-19 17:55:02.465000
nan;4760;14340;2016-04-19 17:55:02.575000
nan;4732;14342;2016-04-19 17:55:02.668000
nan;4727;14354;2016-04-19 17:55:02.762000
nan;4748;14342;2016-04-19 17:55:02.856000
nan;4747;14357;2016-04-19 17:55:02.950000
nan;4785;14351;2016-04-19 17:55:03.059000
nan;4736;14343;2016-04-19 17:55:03.168000
nan;4796;14357;2016-04-19 17:55:03.278000
nan;4769;14340;2016-04-19 17:55:03.371000
nan;4750;14321;2016-04-19 17:55:03.465000
nan;nan;14336;2016-04-19 17:55:03.559000
nan;4781;nan;2016-04-19 17:55:03.653000
nan;4795;14354;2016-04-19 17:55:03.762000
nan;4793;14356;2016-04-19 17:55:03.871000
nan;4771;14346;2016-04-19 17:55:03.981000
nan;4775;14337;2016-04-19 17:55:04.075000
nan;4786;14366;2016-04-19 17:55:04.168000
nan;4809;14372;2016-04-19 17:55:04.262000
nan;4754;14402;2016-04-19 17:55:04.356000
nan;4726;14389;2016-04-19 17:55:04.465000
nan;4746;14423;2016-04-19 17:55:04.575000
nan;4766;14387;2016-04-19 17:55:04.684000
7167;4753;14438;2016-04-19 17:55:04.793000
nan;4772;14446;2016-04-19 17:55:04.887000
7058;4801;14416;2016-04-19 17:55:04.981000
nan;4782;14457;2016-04-19 17:55:05.090000
nan;4824;14472;2016-04-19 17:55:05.200000
nan;4801;14470;2016-04-19 17:55:05.309000
7083;4794;14476;2016-04-19 17:55:05.418000
7087;4827;14498;2016-04-19 17:55:05.528000
7081;4830;14491;2016-04-19 17:55:05.621000
7110;4828;14542;2016-04-19 17:55:05.715000
7081;4846;14549;2016-04-19 17:55:05.825000
7058;4831;nan;2016-04-19 17:55:05.934000
6995;4860;nan;2016-04-19 17:55:06.043000
7085;4831;nan;2016-04-19 17:55:06.153000
7011;4869;nan;2016-04-19 17:55:06.262000
7016;4857;nan;2016-04-19 17:55:06.356000
7002;4878;nan;2016-04-19 17:55:06.465000
7064;4860;nan;2016-04-19 17:55:06.575000
nan;4859;nan;2016-04-19 17:55:06.684000
7007;4898;nan;2016-04-19 17:55:06.793000
6885;4921;nan;2016-04-19 17:55:06.903000
6869;nan;nan;2016-04-19 17:55:06.996000
6888;4979;nan;2016-04-19 17:55:07.090000
6899;4971;nan;2016-04-19 17:55:07.200000
6853;4961;14638;2016-04-19 17:55:07.309000
6921;4952;nan;2016-04-19 17:55:07.418000
6881;4992;nan;2016-04-19 17:55:07.528000
6828;4980;nan;2016-04-19 17:55:07.637000
6873;4973;nan;2016-04-19 17:55:07.731000
6852;4964;nan;2016-04-19 17:55:07.840000
6791;4967;nan;2016-04-19 17:55:07.950000
6794;4955;nan;2016-04-19 17:55:08.059000
nan;4949;14714;2016-04-19 17:55:08.168000
6794;4973;14708;2016-04-19 17:55:08.278000
nan;5019;14727;2016-04-19 17:55:08.371000
nan;5003;14740;2016-04-19 17:55:08.465000
nan;4987;14754;2016-04-19 17:55:08.575000
nan;4948;14733;2016-04-19 17:55:08.684000
nan;4997;14717;2016-04-19 17:55:08.793000
6793;5037;14757;2016-04-19 17:55:08.903000
nan;5011;14757;2016-04-19 17:55:08.997000
6742;5022;14742;2016-04-19 17:55:09.090000
6722;5033;14763;2016-04-19 17:55:09.184000
6744;5085;14765;2016-04-19 17:55:09.309000
6680;5142;14769;2016-04-19 17:55:09.418000
6700;5147;14807;2016-04-19 17:55:09.528000
6662;5154;14822;2016-04-19 17:55:09.637000
6678;5189;14815;2016-04-19 17:55:09.731000
nan;5164;14856;2016-04-19 17:55:09.825000
nan;5164;14839;2016-04-19 17:55:09.934000
nan;5155;14860;2016-04-19 17:55:10.043000
nan;5162;14878;2016-04-19 17:55:10.153000
nan;5192;14903;2016-04-19 17:55:10.262000
nan;5225;14906;2016-04-19 17:55:10.356000
nan;5239;14960;2016-04-19 17:55:10.450000
nan;5255;14946;2016-04-19 17:55:10.543000
nan;5255;14943;2016-04-19 17:55:10.668000
nan;5274;14946;2016-04-19 17:55:10.778000
nan;5275;nan;2016-04-19 17:55:10.872000
nan;5320;nan;2016-04-19 17:55:10.965000
nan;5280;nan;2016-04-19 17:55:11.059000
nan;5315;nan;2016-04-19 17:55:11.153000
nan;5353;nan;2016-04-19 17:55:11.262000
nan;5343;nan;2016-04-19 17:55:11.372000
nan;5358;15139;2016-04-19 17:55:11.481000
nan;5366;nan;2016-04-19 17:55:11.590000
6410;5373;nan;2016-04-19 17:55:11.700000
6437;5376;nan;2016-04-19 17:55:11.793000
6381;5400;nan;2016-04-19 17:55:11.887000
6355;5402;nan;2016-04-19 17:55:11.997000
6343;5397;nan;2016-04-19 17:55:12.106000
6297;5399;nan;2016-04-19 17:55:12.215000
6360;5413;nan;2016-04-19 17:55:12.325000
6358;5444;nan;2016-04-19 17:55:12.434000
6291;5448;nan;2016-04-19 17:55:12.528000
6287;5476;15168;2016-04-19 17:55:12.653000
6272;5478;15150;2016-04-19 17:55:12.762000
6272;5481;15172;2016-04-19 17:55:12.872000
6303;5473;15175;2016-04-19 17:55:12.981000
6275;5487;15198;2016-04-19 17:55:13.090000
6268;5479;15193;2016-04-19 17:55:13.184000
6230;5504;15222;2016-04-19 17:55:13.278000
6260;5539;15211;2016-04-19 17:55:13.403000
6230;5507;15258;2016-04-19 17:55:13.512000
6221;5554;15282;2016-04-19 17:55:13.622000
nan;5545;15235;2016-04-19 17:55:13.731000
nan;5535;15262;2016-04-19 17:55:13.825000
6167;5532;15287;2016-04-19 17:55:13.918000
6117;5573;15287;2016-04-19 17:55:14.028000
6125;5590;15293;2016-04-19 17:55:14.137000
6188;5592;15332;2016-04-19 17:55:14.247000
nan;5592;15296;2016-04-19 17:55:14.340000
nan;5590;15299;2016-04-19 17:55:14.450000
nan;5627;15369;2016-04-19 17:55:14.543000
nan;5654;15346;2016-04-19 17:55:14.637000
nan;5676;15336;2016-04-19 17:55:14.747000
nan;5717;15373;2016-04-19 17:55:14.856000
nan;5721;15413;2016-04-19 17:55:14.965000
nan;5646;nan;2016-04-19 17:55:15.059000
nan;nan;15392;2016-04-19 17:55:15.153000
6060;5654;15409;2016-04-19 17:55:15.247000
5955;5760;nan;2016-04-19 17:55:15.372000
6042;5715;15432;2016-04-19 17:55:15.481000
6048;5744;15442;2016-04-19 17:55:15.590000
6095;5686;15460;2016-04-19 17:55:15.700000
5983;5742;15520;2016-04-19 17:55:15.809000
5982;5711;15468;2016-04-19 17:55:15.903000
6025;5760;15483;2016-04-19 17:55:15.997000
5979;5802;15502;2016-04-19 17:55:16.106000
6063;5797;15474;2016-04-19 17:55:16.215000
5973;5870;15519;2016-04-19 17:55:16.325000
5914;5810;15514;2016-04-19 17:55:16.434000
5968;5820;15543;2016-04-19 17:55:16.543000
5900;5852;15569;2016-04-19 17:55:16.637000
nan;5824;15569;2016-04-19 17:55:16.747000
nan;5933;15584;2016-04-19 17:55:16.856000
5916;5870;nan;2016-04-19 17:55:16.965000
6013;5901;nan;2016-04-19 17:55:17.075000
6074;5853;15646;2016-04-19 17:55:17.184000
5916;5874;15625;2016-04-19 17:55:17.278000
5942;5835;15612;2016-04-19 17:55:17.372000
5958;5863;15621;2016-04-19 17:55:17.481000
5937;5930;15656;2016-04-19 17:55:17.590000
5901;5901;15693;2016-04-19 17:55:17.700000
5947;5927;15633;2016-04-19 17:55:17.809000
6428;5952;15670;2016-04-19 17:55:17.918000
nan;5942;15680;2016-04-19 17:55:18.012000
5896;5916;15693;2016-04-19 17:55:18.122000
5901;5976;15725;2016-04-19 17:55:18.231000
5801;6014;15722;2016-04-19 17:55:18.340000
5807;5893;15761;2016-04-19 17:55:18.450000
5806;5980;15742;2016-04-19 17:55:18.559000
5821;5969;15797;2016-04-19 17:55:18.653000
5811;5983;15847;2016-04-19 17:55:18.747000
5705;5976;15812;2016-04-19 17:55:18.856000
5756;5975;nan;2016-04-19 17:55:18.965000
5783;6010;nan;2016-04-19 17:55:19.075000
5770;5973;nan;2016-04-19 17:55:19.184000
5738;6006;nan;2016-04-19 17:55:19.278000
5729;6098;nan;2016-04-19 17:55:19.372000
nan;6025;nan;2016-04-19 17:55:19.481000
5673;6067;nan;2016-04-19 17:55:19.590000
5751;6132;nan;2016-04-19 17:55:19.700000
nan;6030;nan;2016-04-19 17:55:19.794000
nan;6037;nan;2016-04-19 17:55:19.887000
5723;6067;nan;2016-04-19 17:55:19.997000
5674;nan;nan;2016-04-19 17:55:20.090000
5655;6075;nan;2016-04-19 17:55:20.200000
5677;6105;nan;2016-04-19 17:55:20.309000
5662;nan;nan;2016-04-19 17:55:20.419000
5628;6129;15980;2016-04-19 17:55:20.528000
5650;6125;16012;2016-04-19 17:55:20.637000
5594;nan;15980;2016-04-19 17:55:20.731000
5599;6198;nan;2016-04-19 17:55:20.825000
5576;6195;nan;2016-04-19 17:55:20.950000
5614;6203;nan;2016-04-19 17:55:21.059000
5567;nan;nan;2016-04-19 17:55:21.168000
5622;nan;16037;2016-04-19 17:55:21.278000
5554;6216;16068;2016-04-19 17:55:21.372000
5571;6231;nan;2016-04-19 17:55:21.465000
5604;6265;16093;2016-04-19 17:55:21.575000
5522;6290;nan;2016-04-19 17:55:21.684000
5531;6359;16100;2016-04-19 17:55:21.794000
5527;6285;nan;2016-04-19 17:55:21.903000
5495;6342;nan;2016-04-19 17:55:22.012000
5446;6348;nan;2016-04-19 17:55:22.106000
5489;nan;16183;2016-04-19 17:55:22.200000
5474;6296;nan;2016-04-19 17:55:22.325000
5503;6354;nan;2016-04-19 17:55:22.434000
5479;6398;nan;2016-04-19 17:55:22.544000
5452;nan;16206;2016-04-19 17:55:22.653000
5450;6464;16161;2016-04-19 17:55:22.762000
5422;6450;nan;2016-04-19 17:55:22.856000
5372;6546;16238;2016-04-19 17:55:22.965000
5410;6438;16282;2016-04-19 17:55:23.075000
5441;6433;nan;2016-04-19 17:55:23.184000
5406;6436;nan;2016-04-19 17:55:23.294000
5429;6445;16288;2016-04-19 17:55:23.403000
5425;6473;nan;2016-04-19 17:55:23.497000
5369;6495;16352;2016-04-19 17:55:23.606000
nan;6481;16379;2016-04-19 17:55:23.715000
nan;6513;nan;2016-04-19 17:55:23.825000
nan;6511;16387;2016-04-19 17:55:23.919000
5330;6518;16311;2016-04-19 17:55:24.028000
5360;6536;16399;2016-04-19 17:55:24.122000
5420;6505;16393;2016-04-19 17:55:24.215000
5280;6525;16382;2016-04-19 17:55:24.325000
nan;6515;16421;2016-04-19 17:55:24.434000
5356;6519;16417;2016-04-19 17:55:24.544000
5397;6554;16373;2016-04-19 17:55:24.653000
nan;6550;16429;2016-04-19 17:55:24.747000
nan;6624;16435;2016-04-19 17:55:24.840000
nan;6589;16424;2016-04-19 17:55:24.934000
5285;6610;16437;2016-04-19 17:55:25.059000
5210;6607;16483;2016-04-19 17:55:25.169000
5171;6624;16493;2016-04-19 17:55:25.278000
5198;6607;16495;2016-04-19 17:55:25.387000
5208;6648;16501;2016-04-19 17:55:25.481000
5179;6684;16479;2016-04-19 17:55:25.575000
5189;nan;16545;2016-04-19 17:55:25.684000
5160;6738;16558;2016-04-19 17:55:25.794000
5130;6637;16586;2016-04-19 17:55:25.903000
nan;6641;16583;2016-04-19 17:55:25.997000
5183;6752;16604;2016-04-19 17:55:26.106000
5165;6743;16684;2016-04-19 17:55:26.200000
5104;nan;nan;2016-04-19 17:55:26.294000
5126;6750;nan;2016-04-19 17:55:26.403000
5129;6748;nan;2016-04-19 17:55:26.512000
5113;nan;nan;2016-04-19 17:55:26.622000
5081;nan;nan;2016-04-19 17:55:26.731000
5079;nan;nan;2016-04-19 17:55:26.825000
5077;6804;nan;2016-04-19 17:55:26.919000
5075;6836;nan;2016-04-19 17:55:27.028000
5056;6863;nan;2016-04-19 17:55:27.137000
5028;6913;nan;2016-04-19 17:55:27.247000
5045;6857;nan;2016-04-19 17:55:27.356000
5047;6833;nan;2016-04-19 17:55:27.465000
5022;6867;nan;2016-04-19 17:55:27.559000
5000;6900;nan;2016-04-19 17:55:27.669000
4995;6868;nan;2016-04-19 17:55:27.794000
4996;6908;nan;2016-04-19 17:55:27.903000
5039;6902;nan;2016-04-19 17:55:28.012000
