0;5000;10000;15000;
nan;nan;3429;6732;2016-04-19 17:43:09.595000
nan;nan;nan;7883;2016-04-19 17:43:09.736000
nan;nan;nan;8180;2016-04-19 17:43:09.861000
nan;nan;3346;nan;2016-04-19 17:43:09.970000
nan;nan;nan;6954;2016-04-19 17:43:10.080000
nan;nan;3531;6860;2016-04-19 17:43:10.189000
nan;nan;3314;6830;2016-04-19 17:43:10.314000
nan;nan;3360;6843;2016-04-19 17:43:10.439000
nan;nan;3296;6925;2016-04-19 17:43:10.564000
nan;nan;3394;6915;2016-04-19 17:43:10.673000
nan;nan;3392;6823;2016-04-19 17:43:10.783000
nan;nan;3399;6861;2016-04-19 17:43:10.892000
nan;nan;3391;6871;2016-04-19 17:43:11.017000
nan;nan;3388;6857;2016-04-19 17:43:11.142000
9583;nan;3459;6885;2016-04-19 17:43:11.267000
9547;nan;nan;6835;2016-04-19 17:43:11.392000
9577;5453;3358;6889;2016-04-19 17:43:11.517000
9515;nan;3456;6939;2016-04-19 17:43:11.626000
nan;nan;3458;6968;2016-04-19 17:43:11.751000
nan;nan;3460;6948;2016-04-19 17:43:11.876000
nan;nan;3465;6949;2016-04-19 17:43:12.002000
nan;nan;3513;6866;2016-04-19 17:43:12.111000
nan;nan;3461;6911;2016-04-19 17:43:12.220000
nan;nan;3436;6996;2016-04-19 17:43:12.330000
nan;nan;3453;7027;2016-04-19 17:43:12.470000
nan;nan;3466;7011;2016-04-19 17:43:12.595000
nan;nan;3482;7041;2016-04-19 17:43:12.720000
9378;nan;3460;6994;2016-04-19 17:43:12.830000
nan;nan;3529;7036;2016-04-19 17:43:12.939000
nan;nan;3508;nan;2016-04-19 17:43:13.064000
nan;nan;3470;7059;2016-04-19 17:43:13.205000
9285;nan;3515;7022;2016-04-19 17:43:13.330000
9309;nan;3526;7022;2016-04-19 17:43:13.455000
nan;nan;3516;7074;2016-04-19 17:43:13.564000
9263;nan;3479;nan;2016-04-19 17:43:13.673000
9229;nan;3536;7613;2016-04-19 17:43:13.798000
9227;4841;3525;nan;2016-04-19 17:43:13.923000
9207;4880;3536;7170;2016-04-19 17:43:14.048000
nan;4872;3507;nan;2016-04-19 17:43:14.173000
9175;nan;3495;nan;2016-04-19 17:43:14.283000
9175;nan;3518;nan;2016-04-19 17:43:14.392000
9216;4770;3542;nan;2016-04-19 17:43:14.533000
9201;nan;3570;7251;2016-04-19 17:43:14.658000
9188;4732;3603;7251;2016-04-19 17:43:14.783000
9153;4722;3561;7272;2016-04-19 17:43:14.892000
9141;4717;3566;nan;2016-04-19 17:43:15.002000
9105;4714;3560;7242;2016-04-19 17:43:15.127000
nan;4702;3577;7199;2016-04-19 17:43:15.252000
nan;4619;3558;7244;2016-04-19 17:43:15.377000
nan;4640;3602;7296;2016-04-19 17:43:15.501000
nan;4653;nan;7354;2016-04-19 17:43:15.611000
nan;4619;3593;7313;2016-04-19 17:43:15.720000
nan;4608;3574;7301;2016-04-19 17:43:15.845000
nan;4553;3570;7306;2016-04-19 17:43:15.970000
nan;4528;3559;7352;2016-04-19 17:43:16.095000
nan;4527;3634;7368;2016-04-19 17:43:16.205000
nan;4500;3650;7365;2016-04-19 17:43:16.314000
nan;4575;3582;7368;2016-04-19 17:43:16.423000
8976;4554;3641;7406;2016-04-19 17:43:16.564000
8956;4498;3676;7411;2016-04-19 17:43:16.689000
8924;4495;3664;7433;2016-04-19 17:43:16.814000
8901;4506;3645;7421;2016-04-19 17:43:16.939000
8896;4444;3721;7434;2016-04-19 17:43:17.064000
nan;4469;3684;7470;2016-04-19 17:43:17.205000
8878;4480;3734;7480;2016-04-19 17:43:17.330000
8871;4446;nan;7466;2016-04-19 17:43:17.455000
8852;4496;3785;7460;2016-04-19 17:43:17.580000
nan;4471;3733;7513;2016-04-19 17:43:17.705000
8816;4435;3783;7572;2016-04-19 17:43:17.814000
8795;4379;3799;7574;2016-04-19 17:43:17.955000
8769;4374;3833;7552;2016-04-19 17:43:18.080000
8746;4369;3793;7571;2016-04-19 17:43:18.205000
nan;4402;3865;7514;2016-04-19 17:43:18.314000
8717;4422;3848;7501;2016-04-19 17:43:18.423000
8710;4351;3773;7525;2016-04-19 17:43:18.548000
8702;4341;3791;7526;2016-04-19 17:43:18.673000
nan;4279;3863;7583;2016-04-19 17:43:18.798000
nan;4282;3810;7684;2016-04-19 17:43:18.923000
8694;4261;nan;7638;2016-04-19 17:43:19.033000
8669;4293;3824;7686;2016-04-19 17:43:19.142000
8624;4263;3831;7688;2016-04-19 17:43:19.267000
8590;4224;3882;7732;2016-04-19 17:43:19.392000
8609;4283;3825;7768;2016-04-19 17:43:19.517000
8614;nan;3816;7743;2016-04-19 17:43:19.642000
nan;4263;3847;7771;2016-04-19 17:43:19.752000
8600;4285;3895;7755;2016-04-19 17:43:19.861000
8520;4342;3890;7772;2016-04-19 17:43:20.002000
nan;4337;3857;7819;2016-04-19 17:43:20.127000
8503;4259;3930;7836;2016-04-19 17:43:20.252000
8519;4171;3872;7916;2016-04-19 17:43:20.377000
8516;4141;3921;7853;2016-04-19 17:43:20.486000
8490;4155;3892;7859;2016-04-19 17:43:20.611000
8440;4172;3847;7844;2016-04-19 17:43:20.736000
8450;4226;3883;7886;2016-04-19 17:43:20.861000
8491;4131;3950;7882;2016-04-19 17:43:20.986000
8446;nan;3871;7895;2016-04-19 17:43:21.095000
8418;nan;3918;7920;2016-04-19 17:43:21.205000
8415;nan;3940;7927;2016-04-19 17:43:21.330000
8388;4224;3947;7894;2016-04-19 17:43:21.455000
8336;4112;3922;7946;2016-04-19 17:43:21.580000
8361;4100;3986;7995;2016-04-19 17:43:21.705000
nan;4067;3977;7999;2016-04-19 17:43:21.814000
8297;4021;3990;7993;2016-04-19 17:43:21.939000
8325;4081;4011;7993;2016-04-19 17:43:22.064000
8325;4058;3958;8015;2016-04-19 17:43:22.189000
8303;4036;4025;8006;2016-04-19 17:43:22.314000
8275;4064;4011;8007;2016-04-19 17:43:22.423000
8257;4038;4026;8015;2016-04-19 17:43:22.533000
8194;3960;4025;8011;2016-04-19 17:43:22.658000
8243;3988;4061;8016;2016-04-19 17:43:22.783000
8204;4081;4031;8035;2016-04-19 17:43:22.908000
8174;4096;4031;8091;2016-04-19 17:43:23.033000
8133;4042;3994;8122;2016-04-19 17:43:23.158000
nan;3949;4062;8113;2016-04-19 17:43:23.267000
8132;3941;nan;8144;2016-04-19 17:43:23.408000
8152;3977;nan;8160;2016-04-19 17:43:23.533000
8156;3953;nan;8150;2016-04-19 17:43:23.658000
nan;3902;nan;8162;2016-04-19 17:43:23.767000
nan;3856;4857;8181;2016-04-19 17:43:23.877000
8069;3877;nan;8183;2016-04-19 17:43:24.002000
nan;3873;nan;8194;2016-04-19 17:43:24.127000
8051;3847;nan;8269;2016-04-19 17:43:24.252000
8016;3876;4426;8261;2016-04-19 17:43:24.377000
8039;3850;nan;8265;2016-04-19 17:43:24.486000
8016;3835;nan;8313;2016-04-19 17:43:24.595000
7983;3833;4289;8312;2016-04-19 17:43:24.720000
7988;3815;4356;8348;2016-04-19 17:43:24.845000
8020;3833;4258;8285;2016-04-19 17:43:24.970000
8023;3847;4300;8315;2016-04-19 17:43:25.095000
7959;3799;nan;8391;2016-04-19 17:43:25.236000
7964;3807;4292;8425;2016-04-19 17:43:25.361000
7924;3876;nan;8436;2016-04-19 17:43:25.486000
nan;3837;nan;8430;2016-04-19 17:43:25.611000
nan;3795;4412;8425;2016-04-19 17:43:25.720000
7883;3781;4356;8421;2016-04-19 17:43:25.845000
7883;3779;4315;8457;2016-04-19 17:43:25.955000
7839;3856;4337;nan;2016-04-19 17:43:26.080000
7837;nan;4339;nan;2016-04-19 17:43:26.205000
7804;3733;4347;nan;2016-04-19 17:43:26.330000
7777;3717;4359;nan;2016-04-19 17:43:26.455000
7805;3784;nan;nan;2016-04-19 17:43:26.564000
7814;nan;4393;nan;2016-04-19 17:43:26.674000
7810;3755;4341;nan;2016-04-19 17:43:26.799000
7800;3771;4389;nan;2016-04-19 17:43:26.924000
7794;3733;4409;nan;2016-04-19 17:43:27.049000
7778;3768;4416;nan;2016-04-19 17:43:27.174000
7753;3769;4470;nan;2016-04-19 17:43:27.283000
7732;3677;nan;nan;2016-04-19 17:43:27.408000
nan;3663;nan;9213;2016-04-19 17:43:27.533000
nan;3697;4507;9207;2016-04-19 17:43:27.658000
7725;3693;4465;9207;2016-04-19 17:43:27.783000
7708;3743;4498;9231;2016-04-19 17:43:27.892000
7688;3687;4511;nan;2016-04-19 17:43:28.002000
7648;3653;4459;nan;2016-04-19 17:43:28.127000
7619;3638;4506;nan;2016-04-19 17:43:28.252000
nan;3583;4510;8929;2016-04-19 17:43:28.377000
nan;3527;4508;8861;2016-04-19 17:43:28.502000
nan;3564;4549;8903;2016-04-19 17:43:28.627000
7698;nan;4543;8910;2016-04-19 17:43:28.736000
nan;3572;4512;8972;2016-04-19 17:43:28.877000
nan;3595;4557;nan;2016-04-19 17:43:29.002000
nan;3610;4602;nan;2016-04-19 17:43:29.111000
nan;3607;4551;8902;2016-04-19 17:43:29.236000
nan;3602;4603;nan;2016-04-19 17:43:29.345000
nan;3582;4599;nan;2016-04-19 17:43:29.470000
7556;3610;4643;nan;2016-04-19 17:43:29.595000
nan;3670;4638;nan;2016-04-19 17:43:29.720000
7534;3648;4679;nan;2016-04-19 17:43:29.845000
7442;3609;4616;nan;2016-04-19 17:43:29.970000
7412;3626;4608;10003;2016-04-19 17:43:30.080000
7400;3582;4694;9244;2016-04-19 17:43:30.205000
7388;3571;nan;8974;2016-04-19 17:43:30.330000
nan;3542;nan;8935;2016-04-19 17:43:30.455000
7428;3570;4739;8944;2016-04-19 17:43:30.580000
7379;3509;4704;8975;2016-04-19 17:43:30.689000
7419;3451;4707;8966;2016-04-19 17:43:30.799000
7398;3433;4809;nan;2016-04-19 17:43:30.939000
7369;3483;4859;8993;2016-04-19 17:43:31.064000
7374;3390;4832;9024;2016-04-19 17:43:31.189000
7291;3396;4835;9029;2016-04-19 17:43:31.314000
7274;3427;nan;9058;2016-04-19 17:43:31.424000
7313;3463;4882;9086;2016-04-19 17:43:31.549000
7236;3536;nan;9118;2016-04-19 17:43:31.674000
nan;3610;5207;9131;2016-04-19 17:43:31.799000
nan;3535;nan;9120;2016-04-19 17:43:31.908000
nan;3442;nan;9157;2016-04-19 17:43:32.017000
nan;3426;nan;9144;2016-04-19 17:43:32.127000
nan;3418;nan;9198;2016-04-19 17:43:32.252000
nan;3293;nan;9216;2016-04-19 17:43:32.377000
nan;3368;nan;9234;2016-04-19 17:43:32.502000
nan;3469;nan;9190;2016-04-19 17:43:32.611000
nan;3368;nan;9202;2016-04-19 17:43:32.720000
nan;3323;nan;9232;2016-04-19 17:43:32.830000
nan;3312;nan;9258;2016-04-19 17:43:32.955000
nan;3373;nan;9312;2016-04-19 17:43:33.080000
nan;3367;nan;9332;2016-04-19 17:43:33.189000
nan;3367;nan;9319;2016-04-19 17:43:33.299000
7215;3363;nan;9290;2016-04-19 17:43:33.408000
nan;nan;nan;9345;2016-04-19 17:43:33.517000
7037;nan;nan;9335;2016-04-19 17:43:33.642000
7042;nan;nan;9317;2016-04-19 17:43:33.767000
6980;nan;nan;9340;2016-04-19 17:43:33.892000
nan;3383;nan;9400;2016-04-19 17:43:34.002000
nan;3387;nan;9356;2016-04-19 17:43:34.111000
nan;nan;5725;9369;2016-04-19 17:43:34.220000
nan;nan;nan;9406;2016-04-19 17:43:34.361000
nan;nan;nan;9399;2016-04-19 17:43:34.486000
7053;3328;nan;9427;2016-04-19 17:43:34.611000
6934;3372;5855;9477;2016-04-19 17:43:34.736000
6987;3301;nan;9514;2016-04-19 17:43:34.845000
6882;3305;5998;9506;2016-04-19 17:43:34.970000
6853;3324;nan;9541;2016-04-19 17:43:35.095000
6825;3340;5453;9490;2016-04-19 17:43:35.220000
6968;3316;5603;9517;2016-04-19 17:43:35.345000
6956;3331;nan;9481;2016-04-19 17:43:35.455000
6987;nan;5175;9509;2016-04-19 17:43:35.564000
nan;3298;5169;9516;2016-04-19 17:43:35.689000
nan;3258;5197;9532;2016-04-19 17:43:35.814000
nan;3287;5242;9587;2016-04-19 17:43:35.924000
6772;3160;5278;9602;2016-04-19 17:43:36.049000
6724;3226;5237;9632;2016-04-19 17:43:36.158000
6713;3159;5313;9669;2016-04-19 17:43:36.267000
6709;3202;5327;9711;2016-04-19 17:43:36.408000
nan;3200;nan;9692;2016-04-19 17:43:36.549000
nan;3172;5505;9735;2016-04-19 17:43:36.658000
nan;nan;5385;9715;2016-04-19 17:43:36.767000
nan;3208;5391;9667;2016-04-19 17:43:36.877000
6673;3185;5388;9738;2016-04-19 17:43:36.986000
6657;3129;5392;9733;2016-04-19 17:43:37.127000
6591;3176;5388;9711;2016-04-19 17:43:37.252000
6635;3208;5386;9787;2016-04-19 17:43:37.377000
nan;3152;5424;9811;2016-04-19 17:43:37.486000
nan;3208;nan;9797;2016-04-19 17:43:37.596000
nan;3223;nan;9789;2016-04-19 17:43:37.721000
nan;nan;nan;9817;2016-04-19 17:43:37.846000
nan;3166;nan;9844;2016-04-19 17:43:37.971000
nan;3264;nan;9894;2016-04-19 17:43:38.096000
nan;nan;nan;9894;2016-04-19 17:43:38.205000
6571;3221;nan;9926;2016-04-19 17:43:38.314000
6506;3229;nan;9921;2016-04-19 17:43:38.439000
6435;3238;nan;9944;2016-04-19 17:43:38.564000
6413;nan;6926;9943;2016-04-19 17:43:38.689000
6447;nan;nan;9946;2016-04-19 17:43:38.814000
6469;nan;nan;9972;2016-04-19 17:43:38.924000
6387;nan;nan;9968;2016-04-19 17:43:39.033000
nan;nan;nan;9986;2016-04-19 17:43:39.158000
6305;nan;nan;10003;2016-04-19 17:43:39.283000
6307;nan;nan;10012;2016-04-19 17:43:39.408000
6322;3775;nan;10041;2016-04-19 17:43:39.533000
nan;nan;5761;10073;2016-04-19 17:43:39.642000
nan;nan;5668;10080;2016-04-19 17:43:39.767000
6303;3537;nan;10126;2016-04-19 17:43:39.892000
6297;3579;5699;10133;2016-04-19 17:43:40.017000
nan;nan;5664;10098;2016-04-19 17:43:40.127000
6193;3900;5697;10175;2016-04-19 17:43:40.252000
nan;nan;5642;10140;2016-04-19 17:43:40.361000
nan;nan;5669;nan;2016-04-19 17:43:40.486000
6196;nan;5697;10200;2016-04-19 17:43:40.611000
6236;nan;5706;10215;2016-04-19 17:43:40.736000
nan;nan;5802;10226;2016-04-19 17:43:40.846000
nan;nan;nan;10233;2016-04-19 17:43:40.955000
nan;nan;nan;10233;2016-04-19 17:43:41.064000
nan;nan;nan;10224;2016-04-19 17:43:41.189000
nan;nan;5915;10233;2016-04-19 17:43:41.314000
6132;4128;nan;nan;2016-04-19 17:43:41.439000
6051;nan;5930;10368;2016-04-19 17:43:41.564000
5993;nan;5961;10420;2016-04-19 17:43:41.674000
5927;3158;5962;10420;2016-04-19 17:43:41.783000
6080;nan;5943;10428;2016-04-19 17:43:41.924000
6092;nan;5989;10428;2016-04-19 17:43:42.049000
6008;nan;6038;10511;2016-04-19 17:43:42.174000
5928;nan;nan;10508;2016-04-19 17:43:42.299000
5993;3120;nan;10540;2016-04-19 17:43:42.408000
5948;nan;nan;10478;2016-04-19 17:43:42.533000
5978;nan;nan;10549;2016-04-19 17:43:42.658000
nan;nan;nan;10485;2016-04-19 17:43:42.783000
nan;3188;nan;10540;2016-04-19 17:43:42.892000
nan;nan;nan;10538;2016-04-19 17:43:43.002000
nan;nan;6093;10615;2016-04-19 17:43:43.111000
5893;nan;nan;10697;2016-04-19 17:43:43.236000
5892;nan;nan;10712;2016-04-19 17:43:43.361000
5875;3264;nan;nan;2016-04-19 17:43:43.486000
5824;nan;nan;nan;2016-04-19 17:43:43.611000
5850;3129;nan;nan;2016-04-19 17:43:43.721000
5851;3059;nan;10632;2016-04-19 17:43:43.830000
5715;3122;nan;10618;2016-04-19 17:43:43.971000
nan;nan;6058;10694;2016-04-19 17:43:44.096000
5753;3138;nan;10682;2016-04-19 17:43:44.221000
5819;nan;nan;10700;2016-04-19 17:43:44.346000
nan;3125;6147;nan;2016-04-19 17:43:44.455000
5760;3110;nan;10743;2016-04-19 17:43:44.580000
5695;3103;6237;10790;2016-04-19 17:43:44.705000
5631;3087;nan;10658;2016-04-19 17:43:44.830000
5716;3083;6281;10734;2016-04-19 17:43:44.955000
5685;3064;6261;10748;2016-04-19 17:43:45.080000
5642;3138;6275;10769;2016-04-19 17:43:45.189000
5639;3079;6353;10762;2016-04-19 17:43:45.314000
5606;3096;6363;nan;2016-04-19 17:43:45.439000
5548;3109;6335;10809;2016-04-19 17:43:45.564000
5540;3149;nan;10824;2016-04-19 17:43:45.689000
5605;nan;nan;10969;2016-04-19 17:43:45.799000
5567;3332;nan;10970;2016-04-19 17:43:45.924000
5569;nan;nan;11030;2016-04-19 17:43:46.049000
5543;3383;nan;nan;2016-04-19 17:43:46.174000
5493;3120;nan;11323;2016-04-19 17:43:46.299000
5530;nan;nan;nan;2016-04-19 17:43:46.424000
5503;3254;nan;nan;2016-04-19 17:43:46.533000
5487;nan;nan;nan;2016-04-19 17:43:46.658000
5432;nan;nan;nan;2016-04-19 17:43:46.783000
5454;3081;nan;nan;2016-04-19 17:43:46.908000
5417;3215;nan;nan;2016-04-19 17:43:47.033000
5403;3096;nan;nan;2016-04-19 17:43:47.142000
nan;3119;nan;nan;2016-04-19 17:43:47.252000
5394;3156;6388;nan;2016-04-19 17:43:47.377000
5406;3185;6491;11169;2016-04-19 17:43:47.502000
5382;3166;6506;nan;2016-04-19 17:43:47.627000
5381;3168;6717;11243;2016-04-19 17:43:47.752000
5381;3118;6619;11226;2016-04-19 17:43:47.861000
5359;3153;nan;11237;2016-04-19 17:43:47.986000
5330;3342;nan;11193;2016-04-19 17:43:48.111000
5303;3226;6648;11260;2016-04-19 17:43:48.236000
5327;nan;6573;11276;2016-04-19 17:43:48.361000
5316;nan;6611;nan;2016-04-19 17:43:48.486000
5292;3231;nan;11240;2016-04-19 17:43:48.596000
5261;nan;nan;11247;2016-04-19 17:43:48.721000
5257;nan;nan;11253;2016-04-19 17:43:48.846000
5262;nan;nan;11242;2016-04-19 17:43:48.971000
5297;nan;nan;11303;2016-04-19 17:43:49.096000
5207;3281;nan;11280;2016-04-19 17:43:49.205000
5229;nan;nan;11376;2016-04-19 17:43:49.314000
5455;3266;nan;11308;2016-04-19 17:43:49.455000
nan;3229;nan;11309;2016-04-19 17:43:49.580000
nan;3222;nan;11309;2016-04-19 17:43:49.689000
nan;3354;nan;11393;2016-04-19 17:43:49.799000
nan;3275;nan;11357;2016-04-19 17:43:49.908000
nan;nan;nan;11404;2016-04-19 17:43:50.033000
5131;nan;nan;11401;2016-04-19 17:43:50.158000
5176;nan;6894;11432;2016-04-19 17:43:50.283000
nan;nan;nan;11471;2016-04-19 17:43:50.408000
nan;nan;nan;11442;2016-04-19 17:43:50.517000
nan;nan;6883;11435;2016-04-19 17:43:50.627000
5109;nan;nan;11498;2016-04-19 17:43:50.752000
5087;nan;nan;11537;2016-04-19 17:43:50.877000
5011;nan;nan;11513;2016-04-19 17:43:51.002000
5040;nan;nan;nan;2016-04-19 17:43:51.127000
5014;3335;nan;11554;2016-04-19 17:43:51.236000
4963;3326;nan;11503;2016-04-19 17:43:51.346000
4947;nan;nan;11472;2016-04-19 17:43:51.471000
5002;3255;nan;11685;2016-04-19 17:43:51.596000
4967;nan;nan;11596;2016-04-19 17:43:51.721000
4935;nan;nan;nan;2016-04-19 17:43:51.846000
4904;3272;nan;12076;2016-04-19 17:43:51.955000
4946;3336;nan;12057;2016-04-19 17:43:52.080000
4909;3250;nan;12245;2016-04-19 17:43:52.205000
4859;3266;nan;11997;2016-04-19 17:43:52.330000
4887;3286;nan;11630;2016-04-19 17:43:52.455000
4831;3385;nan;11605;2016-04-19 17:43:52.580000
4851;nan;nan;11646;2016-04-19 17:43:52.689000
4828;nan;nan;11718;2016-04-19 17:43:52.814000
4827;nan;nan;11705;2016-04-19 17:43:52.939000
4830;3367;nan;11702;2016-04-19 17:43:53.064000
4844;3340;nan;11692;2016-04-19 17:43:53.205000
4812;3377;nan;11741;2016-04-19 17:43:53.314000
4823;3342;nan;11765;2016-04-19 17:43:53.424000
nan;3449;nan;11787;2016-04-19 17:43:53.564000
4795;3243;nan;11742;2016-04-19 17:43:53.689000
4746;3397;nan;11836;2016-04-19 17:43:53.814000
4722;3365;nan;11805;2016-04-19 17:43:53.939000
4718;3399;nan;11835;2016-04-19 17:43:54.049000
4735;3393;nan;11788;2016-04-19 17:43:54.174000
4711;3395;nan;11822;2016-04-19 17:43:54.299000
4725;3976;nan;11862;2016-04-19 17:43:54.424000
4711;3419;nan;11902;2016-04-19 17:43:54.549000
4699;3383;nan;11941;2016-04-19 17:43:54.674000
4671;3460;nan;11894;2016-04-19 17:43:54.783000
4685;3438;nan;11881;2016-04-19 17:43:54.924000
4653;3402;nan;nan;2016-04-19 17:43:55.049000
4737;nan;nan;11973;2016-04-19 17:43:55.174000
4667;nan;nan;11967;2016-04-19 17:43:55.299000
4607;nan;nan;12048;2016-04-19 17:43:55.408000
4604;nan;nan;12003;2016-04-19 17:43:55.533000
4572;nan;nan;12039;2016-04-19 17:43:55.658000
4571;nan;nan;12067;2016-04-19 17:43:55.783000
4540;3543;nan;12067;2016-04-19 17:43:55.908000
4487;nan;nan;12093;2016-04-19 17:43:56.018000
4532;3475;nan;12135;2016-04-19 17:43:56.127000
4471;3523;7699;12103;2016-04-19 17:43:56.252000
4526;3509;7741;12127;2016-04-19 17:43:56.377000
4502;3531;nan;12166;2016-04-19 17:43:56.502000
4466;3538;nan;12175;2016-04-19 17:43:56.627000
4451;3496;nan;12158;2016-04-19 17:43:56.736000
4558;nan;nan;12234;2016-04-19 17:43:56.861000
4492;nan;nan;12223;2016-04-19 17:43:56.986000
4421;nan;nan;12250;2016-04-19 17:43:57.111000
4449;3611;7588;12250;2016-04-19 17:43:57.252000
4419;3633;7617;12280;2016-04-19 17:43:57.377000
4424;3596;7591;12258;2016-04-19 17:43:57.486000
4444;3592;7591;12276;2016-04-19 17:43:57.611000
4369;4286;7603;12312;2016-04-19 17:43:57.736000
4406;3560;7540;12296;2016-04-19 17:43:57.861000
4378;3607;7612;12255;2016-04-19 17:43:57.986000
4379;3730;7624;12306;2016-04-19 17:43:58.096000
4349;nan;7685;12348;2016-04-19 17:43:58.205000
4309;3595;nan;12324;2016-04-19 17:43:58.346000
nan;3586;7699;12346;2016-04-19 17:43:58.471000
4304;3575;7679;12367;2016-04-19 17:43:58.596000
4270;3624;7831;12432;2016-04-19 17:43:58.721000
4300;3708;7816;12468;2016-04-19 17:43:58.830000
4274;3682;7839;12496;2016-04-19 17:43:58.955000
4318;3624;nan;12499;2016-04-19 17:43:59.080000
4256;3685;nan;12497;2016-04-19 17:43:59.205000
4315;3678;nan;12460;2016-04-19 17:43:59.330000
nan;3683;nan;12464;2016-04-19 17:43:59.440000
4228;3678;nan;12543;2016-04-19 17:43:59.549000
4196;3710;nan;12551;2016-04-19 17:43:59.674000
4173;3664;nan;12680;2016-04-19 17:43:59.799000
4212;3691;nan;nan;2016-04-19 17:43:59.924000
4210;3698;nan;nan;2016-04-19 17:44:00.049000
4267;3655;nan;nan;2016-04-19 17:44:00.158000
nan;3757;nan;12598;2016-04-19 17:44:00.283000
nan;3711;7987;12605;2016-04-19 17:44:00.408000
nan;3680;nan;12580;2016-04-19 17:44:00.533000
nan;3778;nan;nan;2016-04-19 17:44:00.658000
nan;3779;nan;nan;2016-04-19 17:44:00.768000
4203;3744;nan;nan;2016-04-19 17:44:00.877000
nan;3721;nan;nan;2016-04-19 17:44:01.002000
nan;3811;nan;nan;2016-04-19 17:44:01.127000
4540;3778;7945;12931;2016-04-19 17:44:01.268000
nan;3772;nan;12763;2016-04-19 17:44:01.377000
nan;3764;8038;12812;2016-04-19 17:44:01.486000
nan;3753;8001;12813;2016-04-19 17:44:01.596000
nan;3774;8042;12803;2016-04-19 17:44:01.721000
nan;3770;8045;12822;2016-04-19 17:44:01.846000
nan;3780;8043;12892;2016-04-19 17:44:01.971000
4057;3838;8051;12894;2016-04-19 17:44:02.096000
4101;3825;8126;12957;2016-04-19 17:44:02.205000
nan;3867;8091;12939;2016-04-19 17:44:02.330000
nan;3936;8110;12889;2016-04-19 17:44:02.455000
nan;3865;8115;nan;2016-04-19 17:44:02.580000
nan;3883;8125;nan;2016-04-19 17:44:02.690000
nan;3897;8153;nan;2016-04-19 17:44:02.799000
nan;3917;8192;nan;2016-04-19 17:44:02.908000
nan;3870;8160;nan;2016-04-19 17:44:03.033000
nan;3989;8191;nan;2016-04-19 17:44:03.158000
nan;3939;8224;nan;2016-04-19 17:44:03.283000
nan;3954;8244;13218;2016-04-19 17:44:03.393000
nan;3973;8265;13139;2016-04-19 17:44:03.502000
nan;3957;8274;13063;2016-04-19 17:44:03.611000
3921;4016;8290;nan;2016-04-19 17:44:03.736000
nan;3986;8311;nan;2016-04-19 17:44:03.861000
nan;3967;8324;13100;2016-04-19 17:44:03.986000
3774;4053;8340;13103;2016-04-19 17:44:04.111000
3840;4045;8429;13122;2016-04-19 17:44:04.221000
3881;3975;nan;13172;2016-04-19 17:44:04.330000
nan;4024;nan;13196;2016-04-19 17:44:04.455000
nan;4101;8435;nan;2016-04-19 17:44:04.580000
nan;4099;8435;13106;2016-04-19 17:44:04.705000
nan;4073;8465;13103;2016-04-19 17:44:04.815000
nan;4089;8415;13182;2016-04-19 17:44:04.924000
nan;4085;8417;13187;2016-04-19 17:44:05.033000
nan;4069;8416;13188;2016-04-19 17:44:05.174000
3900;4129;8436;13200;2016-04-19 17:44:05.299000
nan;4085;8487;13178;2016-04-19 17:44:05.408000
nan;4116;8498;13207;2016-04-19 17:44:05.518000
nan;4128;8540;13207;2016-04-19 17:44:05.627000
nan;4160;8523;13240;2016-04-19 17:44:05.752000
nan;4200;8542;13288;2016-04-19 17:44:05.877000
3880;4168;nan;13289;2016-04-19 17:44:06.002000
3865;4187;8546;13307;2016-04-19 17:44:06.127000
nan;4185;8567;13319;2016-04-19 17:44:06.252000
nan;4199;8583;13334;2016-04-19 17:44:06.361000
nan;4185;8581;nan;2016-04-19 17:44:06.486000
nan;4224;8608;nan;2016-04-19 17:44:06.611000
nan;4188;nan;nan;2016-04-19 17:44:06.736000
3725;4199;nan;nan;2016-04-19 17:44:06.861000
nan;4167;nan;14109;2016-04-19 17:44:06.971000
nan;4191;nan;nan;2016-04-19 17:44:07.080000
nan;4186;nan;nan;2016-04-19 17:44:07.205000
nan;4224;nan;nan;2016-04-19 17:44:07.330000
nan;4228;nan;nan;2016-04-19 17:44:07.440000
nan;4227;nan;nan;2016-04-19 17:44:07.549000
nan;4219;nan;nan;2016-04-19 17:44:07.658000
nan;4209;nan;13492;2016-04-19 17:44:07.768000
nan;4238;nan;13504;2016-04-19 17:44:07.908000
nan;4247;nan;13511;2016-04-19 17:44:08.033000
nan;4240;nan;13501;2016-04-19 17:44:08.143000
nan;4241;nan;13543;2016-04-19 17:44:08.252000
nan;4232;nan;nan;2016-04-19 17:44:08.361000
nan;4242;nan;13490;2016-04-19 17:44:08.486000
nan;4222;nan;nan;2016-04-19 17:44:08.611000
nan;4218;nan;13483;2016-04-19 17:44:08.736000
nan;4217;nan;nan;2016-04-19 17:44:08.846000
nan;4237;nan;13490;2016-04-19 17:44:08.955000
nan;4196;nan;13521;2016-04-19 17:44:09.065000
nan;4200;nan;13512;2016-04-19 17:44:09.190000
nan;4181;nan;nan;2016-04-19 17:44:09.315000
nan;4213;nan;13530;2016-04-19 17:44:09.440000
nan;4220;nan;13474;2016-04-19 17:44:09.549000
nan;4228;nan;nan;2016-04-19 17:44:09.658000
