265;2453;3563;nan;
190;2386;3531;5624;
239;nan;3537;5613;
230;nan;3561;5592;
236;nan;3579;nan;
242;2352;3547;nan;
230;nan;3486;nan;
226;nan;3497;nan;
232;nan;3500;nan;
222;nan;3450;nan;
234;nan;3419;nan;
225;nan;3412;nan;
310;nan;3371;nan;
281;nan;3441;nan;
193;2084;3409;nan;
336;nan;nan;nan;
349;2041;nan;nan;
327;nan;nan;nan;
340;1896;nan;nan;
390;nan;nan;nan;
346;1912;3128;nan;
470;2010;3067;nan;
376;nan;nan;nan;
418;1899;3060;nan;
504;1891;nan;5016;
542;1912;nan;nan;
492;1767;nan;5004;
575;1835;nan;nan;
541;nan;3208;nan;
596;nan;nan;nan;
545;nan;nan;nan;
545;1759;nan;nan;
632;nan;nan;nan;
565;1662;nan;nan;
672;1555;2891;nan;
717;1672;nan;nan;
697;1633;nan;nan;
665;1530;3113;nan;
739;1503;3144;4720;
867;1509;3089;4732;
852;1386;3141;nan;
838;1539;nan;nan;
940;1565;2723;nan;
972;1562;nan;nan;
953;1425;nan;nan;
954;1370;nan;nan;
934;1268;nan;nan;
1005;1223;2709;nan;
1010;1293;2603;nan;
1100;1261;nan;nan;
1072;1393;nan;nan;
1099;1205;nan;nan;
1116;1219;2905;nan;
1112;1150;2661;nan;
1256;nan;2331;nan;
1163;1031;2298;4309;
1291;1009;2357;4196;
1265;979;2713;nan;
1285;872;2420;4154;
1262;945;2203;nan;
1397;920;2251;4194;
1443;817;2096;4131;
1400;807;2467;nan;
1473;753;nan;nan;
1474;756;2017;nan;
1512;907;2045;nan;
1584;766;2426;nan;
1623;752;nan;nan;
1895;670;1922;3935;
1683;615;1848;nan;
nan;637;1780;nan;
1715;470;1777;nan;
1755;533;nan;nan;
1865;528;1649;nan;
1814;549;1763;nan;
1874;410;2013;nan;
nan;305;nan;nan;
1978;318;1636;nan;
1997;368;1466;nan;
2030;317;nan;nan;
2158;320;nan;nan;
2176;311;nan;nan;
2144;336;nan;nan;
nan;279;1325;3770;
