5376;3154;2054;383;
5385;3180;2045;374;
5390;3192;2039;372;
5389;3191;nan;369;
5391;3214;2038;366;
5391;nan;2027;376;
5392;3212;2021;384;
nan;3231;2029;391;
5389;3247;2025;395;
nan;3261;2020;393;
nan;3271;2020;390;
nan;nan;2021;397;
5380;3268;2022;401;
5370;3247;2021;406;
nan;3236;2006;408;
nan;3223;2007;407;
5359;3211;2004;407;
5356;3198;2001;408;
5344;3181;nan;414;
5339;3171;1989;nan;
5331;nan;1988;nan;
5329;nan;1989;416;
nan;3157;nan;423;
5325;3140;nan;432;
nan;3119;1983;446;
nan;3097;1975;458;
nan;3073;1958;472;
5306;3051;1944;479;
5292;3017;1932;487;
5280;2992;1916;497;
5261;2955;1916;509;
5239;2919;1916;523;
5217;2879;1901;537;
5196;2840;1881;549;
5172;2805;1858;564;
5146;2780;1839;577;
5121;2753;1820;597;
5092;2727;1800;617;
5067;2699;1775;638;
5043;2670;1756;nan;
5018;2644;1727;661;
4988;2612;1710;nan;
4962;2586;1687;nan;
4933;2561;1654;nan;
4907;2537;1623;nan;
4873;2514;1603;685;
4842;2491;1583;715;
4820;2464;1567;740;
nan;2444;1547;768;
nan;nan;1529;794;
5020;2421;1489;nan;
nan;2398;1449;nan;
nan;2376;1429;nan;
nan;2352;1415;nan;
nan;nan;1397;nan;
4497;2328;1371;nan;
4424;2304;1346;nan;
4415;2281;1333;nan;
4404;2254;1318;nan;
nan;2227;1300;1345;
4319;2205;1285;1343;
4280;2183;1264;1350;
4268;2164;1242;nan;
4252;2146;1224;nan;
4246;2125;1202;nan;
4232;2106;1181;nan;
4209;2086;1169;3272;
4205;2062;1148;nan;
4196;nan;1130;nan;
4183;2041;1108;3675;
nan;2018;1093;3690;
4030;1994;1085;nan;
4036;1968;1061;nan;
4012;1948;1036;nan;
4013;1918;1015;nan;
4010;1897;1003;nan;
3994;1873;985;nan;
3982;1851;966;nan;
3968;1828;944;3078;
3953;1806;917;2460;
3942;1784;901;nan;
3935;1760;880;nan;
