0;10000;20000;30000;40000;42000;45000;47000;49000;50000;
0;0;0;0;0;0;0;0;0;0;
nan;nan;2616;5311;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:49.558000
nan;nan;2613;5331;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:49.718000
nan;nan;2646;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:49.878000
nan;11011;2626;5349;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.038000
nan;10986;2650;5344;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.198000
nan;nan;2667;5364;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.357000
nan;nan;2627;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.517000
nan;nan;2586;5306;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.677000
nan;10991;2608;5322;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.837000
nan;10959;2627;5325;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:50.997000
nan;10942;2593;5322;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.157000
nan;10950;2614;5322;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.317000
nan;10945;2631;5347;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.477000
nan;10954;2654;5356;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.636000
nan;nan;2642;5352;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.797000
nan;nan;2654;5345;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:51.957000
nan;10974;2662;5384;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.117000
nan;10984;2654;5412;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.276000
nan;10966;nan;5380;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.436000
nan;10940;2628;5361;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.596000
nan;10936;2660;5404;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.756000
nan;10937;2654;5426;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:52.916000
nan;10932;2617;5401;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.076000
nan;10925;2664;5411;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.236000
nan;10941;2653;5401;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.396000
nan;nan;2655;5370;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.556000
nan;nan;2617;5364;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.715000
nan;10924;2638;5330;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:53.875000
nan;nan;2640;5330;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.035000
nan;nan;2644;5376;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.195000
nan;nan;2640;5363;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.355000
nan;nan;2621;5335;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.515000
nan;nan;2635;5322;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.675000
nan;nan;2628;5334;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.835000
nan;nan;2635;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:54.995000
nan;nan;2641;5347;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.155000
nan;nan;2653;5365;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.314000
nan;nan;2673;5395;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.474000
nan;nan;2633;5421;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.634000
nan;nan;2595;5358;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.794000
nan;nan;2642;5335;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:55.954000
nan;nan;2655;5370;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.114000
nan;nan;2644;5345;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.274000
nan;nan;2623;5340;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.434000
nan;nan;2612;5313;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.594000
nan;nan;2626;5338;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.753000
nan;nan;2585;5318;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:56.914000
nan;nan;2626;5307;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.073000
nan;nan;2627;5317;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.233000
nan;nan;2642;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.393000
nan;nan;2651;5294;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.553000
nan;nan;2650;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.713000
nan;nan;2621;5326;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:57.873000
nan;nan;2665;5352;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.033000
nan;nan;2646;5373;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.193000
nan;nan;2636;5367;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.353000
nan;10960;2627;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.528000
nan;nan;2637;5429;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.752000
nan;nan;2657;5331;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:58.976000
nan;nan;2647;5329;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:59.200000
nan;10981;2642;5310;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:59.424000
nan;nan;2636;5345;nan;nan;nan;nan;nan;nan;2016-03-12 11:48:59.648000
