0;2500;5000;10000;15000;20000;21000;22000;23000;24000;
0;0;0;0;0;0;0;0;0;0;
2244;2732;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:37.162000
2234;2741;5180;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:37.337000
2266;2718;5159;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:37.545000
2251;2757;5151;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:37.721000
2241;2717;5153;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:37.929000
2208;2738;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.105000
2296;2758;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.313000
2242;2726;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.473000
2257;2792;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.633000
2269;2756;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.793000
2276;2768;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:38.952000
2243;2719;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:39.112000
2267;2744;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:39.288000
2261;2747;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:39.512000
2293;2729;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:39.746000
2284;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:40.008000
2313;2744;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:40.231000
nan;2763;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:40.455000
2248;2707;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:40.679000
2370;2742;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:40.903000
nan;2737;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:41.127000
2403;2768;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:41.351000
nan;2786;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:41.575000
2444;2749;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:41.799000
2435;2827;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:42.023000
2394;2843;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:42.246000
nan;2832;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:42.470000
nan;2895;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:42.694000
3596;2925;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:42.918000
2673;2848;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:43.142000
3528;2871;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:43.366000
nan;2886;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:43.590000
3476;2914;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:43.814000
3551;2942;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:43.990000
2402;3002;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:44.214000
nan;2977;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:44.438000
nan;2963;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:44.646000
nan;2943;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:44.806000
2270;2991;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:44.982000
2342;3044;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:45.206000
2455;2990;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:45.429000
nan;nan;5319;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:45.637000
2360;nan;5308;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:45.813000
2315;nan;5331;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:46.037000
2288;nan;5372;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:46.245000
2278;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:46.421000
2279;3021;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:46.645000
2331;3112;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:46.869000
2330;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:47.108000
2322;2938;5333;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:47.316000
nan;3067;5335;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:47.540000
nan;3011;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:47.764000
2399;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:47.940000
2271;2933;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:48.164000
2791;nan;nan;7910;10112;nan;nan;nan;nan;nan;2016-03-12 10:23:48.388000
nan;nan;5174;7979;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:48.611000
2326;2885;5244;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:48.835000
2303;2795;5160;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:49.059000
2379;2805;5152;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:49.299000
2370;2758;5182;8390;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:49.507000
2650;2843;5178;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:49.683000
2316;2837;5139;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:49.907000
nan;2795;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:50.130000
2491;2768;5102;7956;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:50.354000
2692;2773;5054;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:50.594000
2830;2783;5039;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:50.818000
nan;2768;4964;8484;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:51.026000
2582;2729;4970;7735;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:51.202000
2493;2741;4941;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:51.426000
2473;2692;4875;7616;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:51.649000
2486;2686;4911;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:51.873000
nan;2683;4833;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:52.097000
nan;2596;4780;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:52.257000
2531;2687;4776;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:52.433000
2577;2682;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:52.657000
2755;2600;4763;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:52.881000
2647;2589;4699;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:53.105000
2673;2591;4673;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:53.281000
2745;2622;nan;8591;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:53.504000
2744;nan;4579;7373;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:53.728000
2754;2590;4661;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:53.952000
2750;2609;5079;7227;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:54.128000
2787;2526;4630;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:54.352000
2809;2598;4471;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:54.592000
2857;2619;4460;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:54.800000
2841;2580;4510;7653;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:54.976000
2870;2535;4492;7025;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:55.199000
2919;2521;4346;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:55.423000
2929;2566;4360;7050;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:55.663000
2979;3171;4360;7016;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:55.887000
2993;nan;4314;6989;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:56.111000
3009;nan;4282;6889;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:56.335000
3002;2522;4210;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:56.511000
nan;2503;4199;6930;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:56.734000
3082;2461;4155;6944;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:56.958000
nan;2461;4145;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:57.134000
nan;2546;4119;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:57.358000
nan;2509;4092;6825;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:57.582000
nan;2526;4081;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:57.758000
nan;2564;3992;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:57.982000
3328;2546;4050;7066;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:58.206000
nan;2548;4076;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:58.381000
3357;2644;nan;6477;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:58.605000
nan;2506;3976;6683;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:58.829000
3412;2508;3981;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:59.005000
3377;2325;3849;6547;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:59.229000
nan;2435;3843;6379;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:59.453000
nan;2587;3835;6363;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:59.629000
3477;2423;3783;6291;nan;nan;nan;nan;nan;nan;2016-03-12 10:23:59.853000
nan;2435;3808;6220;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:00.092000
3503;2466;3743;6118;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:00.316000
3523;2562;3716;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:00.540000
3579;2448;3765;6107;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:00.716000
3583;2455;3650;6090;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:00.941000
nan;2487;3662;6054;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:01.165000
nan;nan;3607;5947;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:01.341000
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:01.565000
3616;2559;3738;6077;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:01.740000
3696;2429;nan;5975;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:01.964000
3692;2414;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:02.204000
3753;2432;3575;5755;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:02.428000
3825;nan;3425;5884;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:02.668000
3953;nan;3462;5870;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:02.891000
3852;2527;3356;5760;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:03.147000
nan;2517;3339;5699;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:03.355000
3840;nan;nan;5610;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:03.579000
3940;nan;3319;5598;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:03.755000
4021;nan;3346;nan;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:03.995000
3978;nan;nan;5595;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:04.219000
3970;2607;3234;5453;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:04.443000
4027;nan;3255;5415;nan;nan;nan;nan;nan;nan;2016-03-12 10:24:04.683000
