0;10000;20000;30000;40000;42000;45000;47000;49000;50000;
0;0;0;0;0;0;0;0;0;0;
2124;9875;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:58.525000
2142;9905;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:58.701000
2111;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:58.924000
2118;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:59.132000
2153;9970;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:59.308000
2133;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:59.517000
2153;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:59.693000
2151;9940;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:35:59.901000
2117;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.061000
2093;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.221000
2143;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.380000
2131;9916;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.540000
2147;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.716000
2076;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:00.924000
2153;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:01.100000
2147;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:01.308000
2138;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:01.484000
2115;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:01.692000
2096;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:01.868000
2097;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:02.075000
2092;9973;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:02.251000
2134;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:02.475000
2091;9985;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:02.683000
2100;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:02.843000
2118;9957;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:03.019000
2142;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:03.227000
2130;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:03.402000
2092;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:03.626000
2105;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:03.850000
2123;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:04.074000
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:04.282000
2134;9966;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:04.458000
2137;9985;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:04.682000
2125;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:04.906000
2152;9955;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:05.129000
2182;9928;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:05.353000
2185;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:05.577000
2184;9873;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:05.801000
2195;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:06.025000
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:06.249000
2219;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:06.472000
2198;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:06.696000
2265;9785;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:06.936000
2301;9779;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:07.144000
2317;9770;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:07.320000
nan;9724;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:07.528000
2285;9771;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:07.704000
2319;9722;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:07.928000
nan;9666;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:08.152000
3224;9700;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:08.375000
3637;9694;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:08.551000
2412;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:08.775000
2404;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:08.999000
2411;9706;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:09.223000
2436;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:09.447000
2417;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:09.671000
2499;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:09.895000
2477;9605;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:10.070000
2505;9523;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:10.294000
2464;9536;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:10.518000
2490;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:10.742000
2527;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:36:10.965000
