3462;874;649;nan;
nan;1061;575;nan;
3321;917;568;3660;
3213;888;760;nan;
nan;892;527;3702;
3231;881;759;nan;
3587;798;678;nan;
nan;770;648;nan;
3221;775;689;nan;
3129;770;534;nan;
3042;687;673;nan;
nan;707;641;nan;
2992;639;769;nan;
nan;646;609;nan;
2983;551;633;3697;
2935;639;786;nan;
nan;554;725;nan;
2879;545;780;nan;
2965;449;703;2897;
2923;547;829;nan;
2823;481;660;nan;
2764;454;755;nan;
2893;462;803;2984;
2814;382;792;nan;
2750;440;792;3151;
nan;386;826;2905;
2763;403;816;nan;
2720;395;879;3079;
2632;387;935;2958;
2612;381;853;nan;
2700;295;886;2999;
2695;332;882;nan;
2645;nan;965;nan;
2601;299;977;nan;
2628;199;966;nan;
2589;245;1328;nan;
2517;208;1465;nan;
2532;198;1059;nan;
2586;130;1064;nan;
2549;203;961;nan;
2480;162;1152;nan;
2518;138;1086;nan;
2273;155;1124;nan;
2317;129;1067;nan;
2303;113;1154;nan;
2329;92;1332;nan;
2303;81;1145;5579;
2299;129;1300;nan;
2253;97;1338;nan;
2237;92;1182;nan;
2277;106;1192;nan;
2197;118;nan;nan;
2134;138;1347;nan;
2146;156;1540;nan;
2128;177;1462;nan;
nan;172;1456;5481;
2043;243;1895;nan;
2050;187;1570;nan;
2046;225;nan;nan;
nan;236;1448;nan;
2342;293;1411;nan;
2175;300;1575;nan;
2132;289;1549;nan;
2034;281;1469;nan;
1998;263;1685;nan;
2024;317;1776;nan;
1890;387;1732;nan;
1974;430;1772;nan;
1917;435;nan;nan;
1876;479;1804;nan;
1734;400;1688;nan;
1789;509;1735;nan;
1845;582;1995;nan;
1711;nan;1807;nan;
1766;519;1823;nan;
1738;517;1908;nan;
1744;602;2147;nan;
1735;545;nan;nan;
1717;568;1878;nan;
1659;477;1869;nan;
1574;721;1923;nan;
1587;615;2032;nan;
1529;821;2060;nan;
1561;688;nan;nan;
1552;782;2212;4046;
1540;nan;2215;nan;
1475;645;2119;nan;
nan;833;2148;nan;
1448;873;2389;nan;
1315;844;2180;nan;
1371;866;2075;nan;
1469;858;2073;nan;
1401;915;2187;nan;
1363;945;2207;nan;
1314;986;2325;nan;
1212;975;2425;nan;
1248;985;2471;nan;
1328;1030;2324;nan;
1251;1031;2308;nan;
1330;1139;2285;nan;
1278;1167;2351;nan;
1139;nan;2316;nan;
1129;1010;2378;nan;
1121;1140;nan;nan;
1077;1188;nan;nan;
1086;1251;2407;nan;
974;1228;2381;nan;
1155;1352;2442;nan;
1167;1262;2481;nan;
1059;1477;2514;nan;
986;1525;2631;nan;
1141;1360;2768;nan;
1013;1327;2827;nan;
922;nan;2989;nan;
962;1781;nan;nan;
999;1736;nan;nan;
874;1908;nan;nan;
967;1551;nan;nan;
979;1466;2764;nan;
858;1699;nan;nan;
861;nan;3052;nan;
777;nan;3112;nan;
798;1383;3066;nan;
819;1524;2851;nan;
780;1579;2929;nan;
848;nan;2825;nan;
780;nan;2803;nan;
729;1575;2845;nan;
677;nan;2806;nan;
678;1576;2826;nan;
555;nan;2852;nan;
597;nan;2833;nan;
623;nan;2861;nan;
551;nan;nan;nan;
616;nan;nan;nan;
560;nan;2921;nan;
606;2255;2947;nan;
491;nan;2929;nan;
568;nan;nan;nan;
454;nan;2992;nan;
545;nan;3078;nan;
513;nan;3128;nan;
468;nan;3156;nan;
440;1923;nan;nan;
396;1954;nan;nan;
478;2159;3128;nan;
360;2159;3170;nan;
441;nan;3128;nan;
341;2258;3158;nan;
382;2237;3232;nan;
326;2125;3185;nan;
345;nan;3282;nan;
298;2380;3269;nan;
307;2535;3248;nan;
286;2748;3268;nan;
295;nan;3344;nan;
299;2467;3354;nan;
293;nan;3391;nan;
252;nan;nan;nan;
273;nan;3372;nan;
263;nan;3508;nan;
291;nan;3455;nan;
269;nan;nan;nan;
270;nan;nan;nan;
248;2471;nan;nan;
249;2374;nan;nan;
197;2481;nan;nan;
218;2452;3575;nan;
223;nan;nan;nan;
254;nan;3490;nan;
230;2541;3502;nan;
297;2617;3535;nan;
277;2513;3598;nan;
284;2472;3591;nan;
226;2452;3565;
