0;2500;5000;10000;15000;20000;21000;22000;23000;24000;
0;0;0;0;0;0;0;0;0;0;
11380;nan;6086;3588;2530;nan;nan;nan;nan;nan;2016-03-12 10:26:28.738000
nan;nan;6111;3591;2512;nan;nan;nan;nan;nan;2016-03-12 10:26:28.914000
11364;nan;6111;3577;2509;nan;nan;nan;nan;nan;2016-03-12 10:26:29.138000
11368;nan;6111;3614;2528;nan;nan;nan;nan;nan;2016-03-12 10:26:29.378000
11384;nan;6112;3619;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:29.570000
11363;nan;6117;3628;2518;nan;nan;nan;nan;nan;2016-03-12 10:26:29.730000
11364;nan;6127;3622;2532;nan;nan;nan;nan;nan;2016-03-12 10:26:29.906000
11377;nan;6128;3620;2534;nan;nan;nan;nan;nan;2016-03-12 10:26:30.114000
11380;nan;6132;3616;2524;nan;nan;nan;nan;nan;2016-03-12 10:26:30.273000
11400;nan;6136;3634;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:30.433000
11383;nan;6107;3619;2532;nan;nan;nan;nan;nan;2016-03-12 10:26:30.593000
11384;nan;nan;3626;2526;nan;nan;nan;nan;nan;2016-03-12 10:26:30.769000
11394;nan;6112;3642;2524;nan;nan;nan;nan;nan;2016-03-12 10:26:30.977000
11418;nan;6102;3656;2574;nan;nan;nan;nan;nan;2016-03-12 10:26:31.137000
nan;nan;6074;3652;2541;nan;nan;nan;nan;nan;2016-03-12 10:26:31.296000
nan;nan;6107;3632;2551;nan;nan;nan;nan;nan;2016-03-12 10:26:31.457000
11393;nan;6136;3648;2527;nan;nan;nan;nan;nan;2016-03-12 10:26:31.633000
11366;nan;nan;3624;2549;nan;nan;nan;nan;nan;2016-03-12 10:26:31.841000
11395;nan;6098;3590;2587;nan;nan;nan;nan;nan;2016-03-12 10:26:32
11385;nan;6115;3603;2601;nan;nan;nan;nan;nan;2016-03-12 10:26:32.176000
11387;nan;6127;3611;2576;nan;nan;nan;nan;nan;2016-03-12 10:26:32.384000
11410;nan;6145;nan;2512;nan;nan;nan;nan;nan;2016-03-12 10:26:32.560000
nan;nan;6157;nan;2589;nan;nan;nan;nan;nan;2016-03-12 10:26:32.768000
11422;nan;6092;3659;2567;nan;nan;nan;nan;nan;2016-03-12 10:26:32.928000
nan;nan;6117;3687;2523;nan;nan;nan;nan;nan;2016-03-12 10:26:33.088000
11341;nan;6095;3671;2544;nan;nan;nan;nan;nan;2016-03-12 10:26:33.264000
11371;nan;6080;3664;2536;nan;nan;nan;nan;nan;2016-03-12 10:26:33.471000
11322;nan;nan;3632;2524;nan;nan;nan;nan;nan;2016-03-12 10:26:33.631000
11298;nan;6101;3712;2527;nan;nan;nan;nan;nan;2016-03-12 10:26:33.791000
11322;nan;nan;3670;2520;nan;nan;nan;nan;nan;2016-03-12 10:26:33.967000
nan;nan;6083;3623;2560;nan;nan;nan;nan;nan;2016-03-12 10:26:34.175000
11219;nan;6130;3614;2543;nan;nan;nan;nan;nan;2016-03-12 10:26:34.351000
11211;nan;5994;3593;2511;nan;nan;nan;nan;nan;2016-03-12 10:26:34.575000
11231;nan;5916;3549;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:34.799000
11159;nan;5841;3459;2406;nan;nan;nan;nan;nan;2016-03-12 10:26:35.022000
nan;nan;5825;3464;2391;nan;nan;nan;nan;nan;2016-03-12 10:26:35.246000
11116;nan;5818;3454;2438;nan;nan;nan;nan;2016-03-12 10:26:35.566000
nan;nan;5826;3415;2430;nan;nan;nan;nan;nan;2016-03-12 10:26:35.726000
nan;nan;5791;3395;2361;nan;nan;nan;nan;nan;2016-03-12 10:26:35.886000
nan;nan;5731;3327;2368;nan;nan;nan;nan;nan;2016-03-12 10:26:36.046000
nan;nan;5771;3363;2310;nan;nan;nan;nan;nan;2016-03-12 10:26:36.206000
nan;nan;5718;3314;2343;nan;nan;nan;nan;nan;2016-03-12 10:26:36.366000
nan;nan;5708;3294;2303;nan;nan;nan;nan;nan;2016-03-12 10:26:36.525000
nan;nan;5685;nan;2344;nan;nan;nan;nan;nan;2016-03-12 10:26:36.685000
nan;nan;5622;3241;2313;nan;nan;nan;nan;nan;2016-03-12 10:26:36.845000
nan;nan;5644;3223;2325;nan;nan;nan;nan;nan;2016-03-12 10:26:37.005000
nan;nan;5608;3199;2252;nan;nan;nan;nan;nan;2016-03-12 10:26:37.165000
nan;nan;5578;3180;2232;nan;nan;nan;nan;nan;2016-03-12 10:26:37.341000
nan;nan;5554;3156;2352;nan;nan;nan;nan;nan;2016-03-12 10:26:37.549000
nan;nan;5543;3075;2298;nan;nan;nan;nan;nan;2016-03-12 10:26:37.709000
nan;nan;5490;3101;2238;nan;nan;nan;nan;nan;2016-03-12 10:26:37.869000
nan;nan;5430;3040;2301;nan;nan;nan;nan;nan;2016-03-12 10:26:38.029000
nan;nan;nan;nan;2196;nan;nan;nan;nan;nan;2016-03-12 10:26:38.189000
nan;nan;5412;2985;2202;nan;nan;nan;nan;nan;2016-03-12 10:26:38.349000
nan;nan;5376;2953;2140;nan;nan;nan;nan;nan;2016-03-12 10:26:38.509000
nan;nan;5277;2932;2177;nan;nan;nan;nan;nan;2016-03-12 10:26:38.669000
nan;nan;5301;2896;2247;nan;nan;nan;nan;nan;2016-03-12 10:26:38.829000
nan;nan;5305;2864;2175;nan;nan;nan;nan;nan;2016-03-12 10:26:38.989000
nan;nan;5260;2920;2223;nan;nan;nan;nan;nan;2016-03-12 10:26:39.165000
nan;nan;nan;2905;2159;nan;nan;nan;nan;nan;2016-03-12 10:26:39.373000
nan;nan;5132;2832;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:39.533000
nan;nan;5188;2841;2161;nan;nan;nan;nan;nan;2016-03-12 10:26:39.693000
nan;nan;5179;2946;2134;nan;nan;nan;nan;nan;2016-03-12 10:26:39.853000
nan;nan;5128;2747;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.012000
nan;nan;5115;2972;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.172000
nan;nan;5134;2854;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.332000
nan;nan;5089;2819;2156;nan;nan;nan;nan;nan;2016-03-12 10:26:40.492000
nan;7868;5059;2750;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.652000
nan;nan;5061;2666;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.812000
nan;nan;4987;2800;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:40.972000
nan;nan;5093;2759;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:41.132000
nan;nan;5051;2747;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:41.292000
nan;nan;4931;2728;2357;nan;nan;nan;nan;nan;2016-03-12 10:26:41.452000
nan;nan;4950;2649;2281;nan;nan;nan;nan;nan;2016-03-12 10:26:41.611000
nan;nan;4927;2740;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:41.771000
nan;nan;4955;2706;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:41.931000
nan;nan;4897;2690;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:42.091000
nan;nan;4892;2745;2530;nan;nan;nan;nan;nan;2016-03-12 10:26:42.251000
nan;nan;4905;2696;2555;nan;nan;nan;nan;nan;2016-03-12 10:26:42.411000
nan;nan;nan;2641;2737;nan;nan;nan;nan;nan;2016-03-12 10:26:42.571000
nan;nan;nan;nan;2719;nan;nan;nan;nan;nan;2016-03-12 10:26:42.731000
nan;nan;4983;2595;2568;nan;nan;nan;nan;nan;2016-03-12 10:26:42.891000
nan;nan;4860;2676;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:43.051000
nan;nan;4883;2677;2673;nan;nan;nan;nan;nan;2016-03-12 10:26:43.210000
nan;nan;4830;2624;2696;nan;nan;nan;nan;nan;2016-03-12 10:26:43.370000
nan;nan;4828;2696;2596;nan;nan;nan;nan;nan;2016-03-12 10:26:43.530000
nan;nan;4866;2654;2677;nan;nan;nan;nan;nan;2016-03-12 10:26:43.690000
nan;nan;5041;2603;2649;nan;nan;nan;nan;nan;2016-03-12 10:26:43.850000
nan;nan;nan;2671;2534;nan;nan;nan;nan;nan;2016-03-12 10:26:44.010000
nan;nan;4963;2640;2627;nan;nan;nan;nan;nan;2016-03-12 10:26:44.169000
nan;nan;nan;2648;2642;nan;nan;nan;nan;nan;2016-03-12 10:26:44.330000
nan;nan;4712;2600;2650;nan;nan;nan;nan;nan;2016-03-12 10:26:44.489000
nan;nan;4709;2672;2676;nan;nan;nan;nan;nan;2016-03-12 10:26:44.650000
nan;nan;4753;2690;2701;nan;nan;nan;nan;nan;2016-03-12 10:26:44.809000
nan;nan;nan;2659;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:44.969000
nan;nan;4653;2674;2737;nan;nan;nan;nan;nan;2016-03-12 10:26:45.129000
nan;nan;nan;2631;2923;nan;nan;nan;nan;nan;2016-03-12 10:26:45.288000
nan;nan;4591;2651;2773;nan;nan;nan;nan;nan;2016-03-12 10:26:45.449000
nan;nan;4698;2591;2725;nan;nan;nan;nan;nan;2016-03-12 10:26:45.608000
9720;nan;4568;2632;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:45.785000
nan;nan;4585;2656;2873;nan;nan;nan;nan;nan;2016-03-12 10:26:46.008000
9687;nan;4447;2586;2882;nan;nan;nan;nan;nan;2016-03-12 10:26:46.233000
nan;nan;4487;2594;2865;nan;nan;nan;nan;nan;2016-03-12 10:26:46.456000
nan;nan;4389;2494;3007;nan;nan;nan;nan;nan;2016-03-12 10:26:46.696000
9523;nan;4393;2576;2875;nan;nan;nan;nan;nan;2016-03-12 10:26:46.920000
nan;nan;4391;2531;2952;nan;nan;nan;nan;nan;2016-03-12 10:26:47.144000
nan;nan;4355;2427;2891;nan;nan;nan;nan;nan;2016-03-12 10:26:47.368000
9465;nan;4329;2504;3112;nan;nan;nan;nan;nan;2016-03-12 10:26:47.607000
9336;nan;4283;2368;3006;nan;nan;nan;nan;nan;2016-03-12 10:26:47.832000
9396;nan;4240;2414;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:48.055000
nan;nan;4186;2387;3055;nan;nan;nan;nan;nan;2016-03-12 10:26:48.279000
nan;nan;4200;2315;3724;nan;nan;nan;nan;nan;2016-03-12 10:26:48.503000
nan;nan;4105;2386;3026;nan;nan;nan;nan;nan;2016-03-12 10:26:48.679000
9246;nan;4176;2287;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:48.903000
nan;nan;4210;2324;2868;nan;nan;nan;nan;nan;2016-03-12 10:26:49.127000
nan;nan;4181;2387;3336;nan;nan;nan;nan;nan;2016-03-12 10:26:49.351000
nan;nan;4067;2412;2994;nan;nan;nan;nan;nan;2016-03-12 10:26:49.511000
nan;nan;4131;2302;2930;nan;nan;nan;nan;nan;2016-03-12 10:26:49.670000
nan;nan;3916;2623;3083;nan;nan;nan;nan;nan;2016-03-12 10:26:49.830000
nan;nan;4061;2605;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:50.006000
nan;nan;3811;nan;2973;nan;nan;nan;nan;nan;2016-03-12 10:26:50.230000
nan;nan;3876;2774;2960;nan;nan;nan;nan;nan;2016-03-12 10:26:50.470000
nan;nan;3853;2630;3001;nan;nan;nan;nan;nan;2016-03-12 10:26:50.678000
nan;nan;3870;2336;nan;nan;nan;nan;nan;nan;2016-03-12 10:26:50.838000
nan;nan;3811;2479;3046;nan;nan;nan;nan;nan;2016-03-12 10:26:51.014000
nan;nan;3709;2101;2998;nan;nan;nan;nan;nan;2016-03-12 10:26:51.253000
9042;nan;3702;2166;3206;nan;nan;nan;nan;nan;2016-03-12 10:26:51.461000
8955;nan;3709;2201;3038;nan;nan;nan;nan;nan;2016-03-12 10:26:51.637000
nan;nan;3709;2264;3033;nan;nan;nan;nan;nan;2016-03-12 10:26:51.861000
nan;nan;3759;2059;3089;nan;nan;nan;nan;nan;2016-03-12 10:26:52.085000
nan;nan;3625;2155;3044;nan;nan;nan;nan;nan;2016-03-12 10:26:52.261000
