nan;16412;13919;11476;7739;5957;nan;2380;0;
nan;16430;13940;11442;7745;5988;4977;2480;0;
nan;16353;13903;11467;7699;6035;4587;2333;0;
nan;16353;13919;11461;7745;5937;4146;2260;0;
nan;16361;13886;11358;7704;5934;4656;2316;0;
nan;16327;13842;11366;7657;5850;3863;nan;8;
nan;16249;13780;11304;7520;5800;4031;2218;102;
nan;16136;13735;11223;7525;5782;4168;3103;161;
nan;16062;13670;11124;7474;5635;nan;3235;187;
nan;15959;13532;nan;7364;5610;nan;1912;335;
nan;15870;13419;10925;7292;5486;nan;1745;350;
nan;15761;13347;10880;7166;5376;3719;1606;546;
nan;15724;13256;10735;7054;5329;3934;2239;747;
nan;15579;13127;10658;6987;5276;3223;1460;673;
nan;15536;13054;10571;6891;5379;3481;1423;872;
nan;15419;12954;10469;6729;5088;2980;1238;808;
nan;15304;12844;10328;6620;5150;2885;1352;918;
nan;15191;12747;10227;6517;5440;2854;1122;1082;
nan;15105;12687;10159;6478;5092;nan;908;1247;
nan;15026;12574;10073;6354;4914;3157;909;1347;
nan;14873;12487;10021;6326;nan;2888;774;1343;
nan;14875;12399;9916;6341;nan;2717;713;1416;
nan;14756;12294;9819;6116;4673;3344;656;1525;
nan;14681;12195;9757;6044;4597;2598;561;1614;
nan;14615;12093;9653;5970;4376;2348;481;1679;
nan;14581;12032;9589;5960;4185;2219;295;1736;
nan;14490;11961;9446;5755;4071;2066;235;1982;
nan;14372;11842;9518;5936;3949;1944;99;2064;
nan;14296;11756;9304;5718;3899;1867;0;2038;
nan;14166;11643;9328;5430;3764;1978;0;2083;
nan;14048;11607;9220;5431;3709;2092;0;2271;
nan;13991;11423;9304;5419;3628;1701;155;2244;
nan;13886;11398;9180;5246;3674;1480;213;2409;
nan;13787;11313;9006;5124;3545;1396;58;2522;
nan;13649;11336;8761;5029;3438;1552;368;2568;
nan;13618;11170;8650;4901;3468;1235;449;2644;
nan;13544;11004;8714;4784;3360;1264;474;2744;
nan;13486;10946;8640;4781;nan;1285;639;nan;
nan;13380;10862;8476;4723;3326;913;659;3234;
nan;13287;10830;8366;4579;3360;890;867;3045;
nan;13210;10698;8189;4506;3519;799;902;3168;
nan;13016;10594;8151;4396;3332;688;926;3291;
nan;12901;10469;8009;4353;2628;599;1003;3381;
nan;12856;10433;7886;4197;2496;458;1553;3461;
nan;12783;10224;7782;4103;2397;275;1270;3523;
nan;12685;10105;7703;4009;2425;342;1510;3661;
nan;12533;10043;7626;3923;2280;177;1483;3746;
nan;12515;9962;7503;3863;2157;250;1531;3735;
nan;12465;9913;nan;3801;3230;226;1639;3893;
nan;12360;9844;7551;3737;nan;71;1610;3953;
nan;12259;9826;7301;3654;1927;75;1873;4052;
nan;12144;9644;7250;3570;1867;217;1867;4265;
nan;12078;9577;7132;3491;1650;300;2001;4289;
nan;11951;9466;7101;3333;1684;363;2143;4455;
nan;11913;9360;6976;3319;1729;409;2226;4426;
nan;11740;9239;6852;3160;1493;502;2298;4621;
nan;11658;9189;nan;3046;1313;648;2378;4726;
