nan;nan;22612;nan;15629;7968;7863;107;128;
nan;nan;22616;nan;15611;7967;7846;111;154;
nan;nan;22599;nan;15614;7964;7876;148;143;
nan;nan;22631;nan;15622;7965;7867;152;116;
nan;nan;22590;nan;15628;7968;7876;138;148;
nan;nan;22645;nan;15610;7964;7838;119;164;
nan;nan;22608;nan;15601;7967;7817;125;147;
nan;nan;22607;nan;15604;7987;7823;107;127;
nan;nan;22634;nan;15603;7972;7860;136;126;
nan;nan;22627;nan;15571;7991;7845;116;153;
nan;nan;22612;nan;15595;7999;7866;102;106;
nan;nan;22637;nan;15601;7967;7845;108;115;
nan;nan;22616;nan;15614;7983;7840;103;150;
nan;nan;22606;nan;15599;7958;7837;85;143;
nan;nan;22627;nan;15623;7970;7837;113;151;
nan;nan;22611;nan;15611;7972;7838;126;152;
nan;nan;22616;nan;15628;7965;7858;106;147;
nan;nan;22641;nan;15613;7956;7854;129;143;
nan;nan;22604;nan;15580;7983;7851;126;103;
nan;nan;22631;nan;15620;7996;7825;138;115;
nan;nan;22618;nan;15609;7986;7831;71;140;
nan;nan;22632;nan;15608;7975;7818;80;124;
nan;nan;22632;nan;15607;7963;7846;140;107;
nan;nan;22597;nan;15605;7963;7823;101;145;
nan;nan;22625;nan;15597;7965;7857;120;136;
nan;nan;22632;nan;15596;7972;7862;122;140;
nan;nan;22627;nan;15585;7959;7851;113;132;
nan;nan;22627;nan;15578;7947;7837;132;nan;
nan;nan;22627;nan;15588;7964;7845;101;134;
nan;nan;22618;nan;15584;7958;7850;107;136;
nan;nan;22607;nan;15593;7938;7832;108;132;
nan;nan;22613;nan;15579;7970;7851;109;143;
nan;nan;22614;nan;15579;7958;7846;109;138;
nan;nan;22630;nan;15585;7961;7828;117;144;
nan;nan;22629;nan;15587;7967;7841;120;140;
nan;nan;22626;nan;15587;7969;7841;113;136;
nan;nan;22599;nan;15597;7965;7850;124;134;
nan;nan;22627;nan;15597;7970;7837;122;116;
nan;nan;22627;nan;15596;7974;7837;118;149;
nan;nan;22614;nan;15592;7961;7848;125;129;
nan;nan;22631;nan;15607;7968;7821;120;140;
nan;nan;22619;nan;15583;7977;7824;107;115;
nan;nan;22625;nan;15572;7991;7841;117;150;
nan;nan;22636;nan;15608;7969;7834;131;139;
nan;nan;22640;nan;15581;7972;7845;114;132;
nan;nan;22635;nan;15589;7977;7823;108;148;
nan;nan;22619;nan;15600;8006;7831;106;140;
nan;nan;22615;nan;15603;8001;7826;104;140;
nan;nan;22605;nan;15594;8018;7818;118;138;
nan;nan;22634;nan;15582;7949;7850;131;137;
nan;nan;22635;nan;15602;7933;7866;99;152;
nan;nan;22602;nan;15576;7942;7805;92;147;
nan;nan;22637;nan;15587;7970;7823;128;147;
nan;nan;22655;nan;15600;7901;7835;125;115;
nan;nan;22630;nan;15587;7970;7874;126;134;
nan;nan;22621;nan;15580;7972;7846;144;102;
nan;nan;22618;nan;15577;7927;7857;90;152;
nan;nan;22627;nan;15603;7955;7819;90;104;
nan;nan;22630;nan;15557;7963;7835;62;149;
nan;nan;22641;nan;15597;7972;7855;116;134;
nan;nan;22627;nan;15589;7950;7836;126;145;
nan;nan;22644;nan;15588;7955;7842;92;147;
nan;nan;22622;nan;15595;7949;7899;113;130;
nan;nan;22664;nan;15565;7983;7835;112;173;
nan;nan;22670;nan;15578;7999;7901;118;143;
nan;nan;22626;nan;15587;7942;7855;94;107;
nan;nan;22629;nan;15573;7978;7863;110;159;
nan;nan;22622;nan;15598;7977;7846;124;143;
nan;nan;22654;nan;15576;7961;7828;116;138;
nan;nan;22623;nan;15570;7964;7753;101;145;
nan;nan;22617;nan;15580;7940;7844;72;133;
nan;nan;22636;nan;15581;7992;7826;125;170;
nan;nan;22629;nan;15579;7964;7826;111;111;
nan;nan;22622;nan;15569;7970;7826;147;133;
nan;nan;22637;nan;15559;nan;7878;111;138;
nan;nan;22653;nan;15573;7942;7813;111;125;
nan;nan;22646;nan;15548;7978;7828;117;121;
nan;nan;22619;nan;15582;7984;7835;97;135;
nan;nan;22625;nan;15557;7927;7840;93;150;
nan;nan;22621;nan;15601;7962;7841;90;134;
nan;nan;22642;nan;15563;7959;7816;92;142;
nan;nan;22655;nan;15552;7958;7740;83;117;
nan;nan;22635;nan;15564;7982;7836;125;150;
nan;nan;22662;nan;15575;7980;7929;121;150;
nan;nan;22632;nan;15580;7982;7819;107;130;
nan;nan;22644;nan;15584;7983;7785;107;122;
nan;nan;22630;nan;15571;7992;7871;127;132;
nan;nan;22652;nan;15583;7996;7807;92;131;
nan;nan;22638;nan;15587;8001;7868;122;124;
nan;nan;22634;nan;15561;7965;7821;122;140;
nan;nan;22641;nan;15573;7959;7777;111;139;
nan;nan;22650;nan;15569;7991;7759;120;116;
nan;nan;22634;nan;15565;7970;7897;107;133;
nan;nan;22635;nan;15596;7956;7857;115;143;
nan;nan;22654;nan;15594;7980;7808;108;155;
nan;nan;22655;nan;15583;7924;7845;124;112;
nan;nan;22640;nan;15586;7963;7822;134;126;
nan;nan;22635;nan;15571;7997;7867;107;101;
nan;nan;22636;nan;15570;7983;7849;97;126;
nan;nan;22645;nan;15589;7999;7851;101;126;
nan;nan;22652;nan;15587;7969;7850;99;142;
nan;nan;22629;nan;15580;7958;7842;115;144;
nan;nan;22634;nan;15586;7968;7827;102;145;
nan;nan;22654;nan;15576;7984;7863;110;131;
nan;nan;22642;nan;15583;7969;7845;111;143;
nan;nan;22641;nan;15570;7983;7836;116;156;
nan;nan;22649;nan;15582;7987;7833;106;133;
nan;nan;22620;nan;15584;7974;7873;89;125;
nan;nan;22644;nan;15588;7972;7819;124;138;
nan;nan;22629;nan;15597;7945;7831;122;144;
nan;nan;22623;nan;15585;7972;7826;104;144;
nan;nan;22639;nan;15612;7952;7824;97;117;
nan;nan;22631;nan;15611;7983;7845;107;129;
nan;nan;22635;nan;15591;7972;7863;99;134;
nan;nan;22621;nan;15605;7954;7826;122;136;
nan;nan;22632;nan;15617;7964;7847;124;106;
nan;nan;22629;nan;15629;7955;7836;110;134;
nan;nan;22635;nan;15623;7967;7834;116;129;
nan;nan;22636;nan;15606;7952;7851;94;132;
nan;nan;22634;nan;15634;7967;7845;94;121;
nan;nan;22625;nan;15628;7964;7868;103;133;
nan;nan;22622;nan;15624;7967;7821;97;129;
nan;nan;22618;nan;15616;7960;7849;135;121;
nan;nan;22613;nan;15611;7949;7849;113;112;
nan;nan;22620;nan;15597;7956;7854;121;108;
nan;nan;22635;nan;15630;7932;7853;117;118;
nan;nan;22621;nan;15614;7946;7839;123;101;
nan;nan;22637;nan;15600;7927;7873;nan;144;
nan;nan;22616;nan;15612;7935;7835;100;122;
nan;nan;22600;nan;15619;7942;7798;134;117;
nan;nan;22602;nan;15634;7962;7826;99;130;
